hit_id,bigram_lower,adv_form_lower,adj_form_lower,all_forms_lower,text_window,token_str
pcc_eng_08_008.8106_x0126249_140:4-5,immediately_evident,immediately,evident,(+)_immediately_evident,sweets it is immediately evident that this is not your average,Sweets it is immediately evident that this is not your average bakery .
pcc_eng_18_006.2470_x0085079_3:34-35,immediately_evident,immediately,evident,(+)_immediately_evident,"is a shift , and that 's immediately evident from the simplistic album [...]","Following years of controversy over music videos , religious imagery in her lyrics , and bold fashion choices like the infamous meat dress , this era is a shift , and that 's immediately evident from the simplistic album [...]"
pcc_eng_25_070.0589_x1118806_07:3-4,immediately_evident,immediately,evident,(+)_immediately_evident,it 's immediately evident how ragon is involved here even,"It 's immediately evident how Ragon is involved here even on an emotional plan : he has conceived this album by himself , "" at home "" , as is written in the liner notes , in a period of deep depression ."
pcc_eng_07_075.7172_x1207487_02:20-21,immediately_evident,immediately,evident,(+)_immediately_evident,"and appearing so ethereal , it was immediately evident that he was destined to change","When she first laid eyes on Jayson Delaney , bathed in sunlight and appearing so ethereal , it was immediately evident that he was destined to change her life ."
pcc_eng_10_012.9715_x0193442_02:16-17,immediately_evident,immediately,evident,(+)_immediately_evident,lucas ' labour in his garden were immediately evident when you enter the front gate,Mr Torok said the fruits of his Mr Lucas ' labour in his garden were immediately evident when you enter the front gate of his magnificent property which is privately positioned behind an unassuming tree-lined boundary .
pcc_eng_27_020.6934_x0318518_08:1-2,immediately_evident,immediately,evident,(+)_immediately_evident,immediately evident is the new tread pattern on,Immediately evident is the new tread pattern on both front and rear Roadsmart II tires .
pcc_eng_02_085.4298_x1364977_14:5-6,immediately_evident,immediately,evident,(+)_immediately_evident,but two things are immediately evident .,But two things are immediately evident .
pcc_eng_12_020.9700_x0323131_04:28-29,immediately_evident,immediately,evident,(+)_immediately_evident,level of local officials ' culture is immediately evident - on each corner we see,""" Now I draw attention of the regional leaders - sometimes you come into one city or another and the level of local officials ' culture is immediately evident - on each corner we see the names of various agencies and advertisements presented exclusively in Latin letters !"
pcc_eng_04_033.6859_x0528566_04:3-4,immediately_evident,immediately,evident,(+)_immediately_evident,it is immediately evident that marcus is quicker and more,It is immediately evident that Marcus is quicker and more nimble than Aiden ever was .
pcc_eng_15_010.6096_x0155129_06:3-4,immediately_evident,immediately,evident,(+)_immediately_evident,this was immediately evident when days after the president 's,"This was immediately evident when days after the President 's return to the White House , the U.S. Interior Department cut by more than half the acres of federal land the government will make available in Colorado , Utah and Wyoming for oil shale and oil sands development ."
pcc_eng_02_042.0119_x0663585_12:21-22,immediately_evident,immediately,evident,(+)_immediately_evident,"to scan the crowd and it is immediately evident judging by the diversity , that","This is somewhat of a homecoming for The Angels and one only needed to scan the crowd and it is immediately evident judging by the diversity , that this is a band that has touched a lot of people over different periods of their career ."
pcc_eng_16_086.7875_x1388567_05:18-19,immediately_evident,immediately,evident,(+)_immediately_evident,still has an uncanny optimism that is immediately evident through mekas ' unquenchable thirst for,"Although the approach is more straightforward , Sleepless Nights Stories still has an uncanny optimism that is immediately evident through Mekas ' unquenchable thirst for life ."
pcc_eng_22_057.5118_x0913431_12:4-5,immediately_evident,immediately,evident,(+)_immediately_evident,it was almost immediately evident that the event was geared towards,"It was almost immediately evident that the event was geared towards youth and young adults , who danced and sang along together in the exhilarating atmosphere"
pcc_eng_26_093.0925_x1489385_08:4-5,immediately_evident,immediately,evident,(+)_immediately_evident,his warmth was immediately evident .,His warmth was immediately evident .
pcc_eng_07_085.2752_x1361687_102:09-10,immediately_evident,immediately,evident,(+)_immediately_evident,the relative importance of a hiatus is immediately evident if the beds above and below,' The relative importance of a hiatus is immediately evident if the beds above and below bear fossils by which they can be assigned their proper position in the instances this is the final and the only criterion that gives quantitative results for the large unconformities .
pcc_eng_18_085.5918_x1369683_08:09-10,immediately_evident,immediately,evident,(+)_immediately_evident,"a national bank , any downtime is immediately evident , harming the bank 's business","As a national bank , any downtime is immediately evident , harming the bank 's business and generating immediate media attention ."
pcc_eng_16_016.9837_x0259009_16:4-5,immediately_evident,immediately,evident,(+)_immediately_evident,this fact is immediately evident to her ( and to us,"This fact is immediately evident to her ( and to us ) , but the boy claims to be Walter and the police , eager to close the case , agree with him ."
pcc_eng_11_103.8195_x1664151_44:11-12,immediately_evident,immediately,evident,(+)_immediately_evident,"rigid , righteous characters whose heroism was immediately evident , chan carved his legacy playing","Whereas Lee portrayed rigid , righteous characters whose heroism was immediately evident , Chan carved his legacy playing lovable goofballs who were forced into action and somehow ultimately prevailed against the odds ."
nyt_eng_19970405_0229_24:10-11,immediately_evident,immediately,evident,(+)_immediately_evident,"moved onto the stage , it was immediately evident that this would resemble no other","as they moved onto the stage , it was immediately evident that this would resemble no other event in the city 's recent history ."
