hit_id,bigram_lower,adv_form_lower,adj_form_lower,all_forms_lower,text_window,token_str
pcc_eng_11_093.1063_x1491090_08:29-30,immediately_apparent,immediately,apparent,(+)_immediately_apparent,"of eavesdropping on the communication would be immediately apparent . ""","The approach is based on quantum physics , which offers the ability to exchange information in a way that the act of eavesdropping on the communication would be immediately apparent . """
pcc_eng_24_028.4551_x0443932_17:14-15,immediately_apparent,immediately,apparent,(+)_immediately_apparent,knew yorda had a bigger fate than immediately apparent .,It worked for Ico cause you knew Yorda had a bigger fate than immediately apparent .
pcc_eng_11_002.4379_x0023390_101:28-29,immediately_apparent,immediately,apparent,(+)_immediately_apparent,any tampering that might occur must be immediately apparent and detectable .,"Once the electronic transaction has been signed by a party , the relevant data must be secured against tampering and any tampering that might occur must be immediately apparent and detectable ."
pcc_eng_06_081.1824_x1296669_05:14-15,immediately_apparent,immediately,apparent,(+)_immediately_apparent,"the year of 2012 , it was immediately apparent that , unlike in previous years","Strikingly , when we looked over the year of 2012 , it was immediately apparent that , unlike in previous years where the Jewish community in the U.S. was focused on primarily domestic issues , this year was a year with particular emphasis on events overseas ."
pcc_eng_13_104.1519_x1666725_20:14-15,immediately_apparent,immediately,apparent,(+)_immediately_apparent,"personality , however , the disconnect is immediately apparent .","Forewarned with an understanding of wave personality , however , the disconnect is immediately apparent ."
pcc_eng_19_063.2453_x1004897_10:09-10,immediately_apparent,immediately,apparent,(+)_immediately_apparent,"beautifully taught is the lord's dhamma , immediately apparent , timeless , of the nature",""" Beautifully taught is the Lord's Dhamma , immediately apparent , timeless , of the nature of a personal invitation , progressive , to be attained by the wise , each for himself . """
pcc_eng_05_064.4179_x1026058_183:14-15,immediately_apparent,immediately,apparent,(+)_immediately_apparent,value derived from the analytical approach was immediately apparent to managment and helped gain support,"Since bills generates revenues , the value derived from the analytical approach was immediately apparent to managment and helped gain support for the data-driven approach to decision-making ."
pcc_eng_19_076.7771_x1224166_020:13-14,immediately_apparent,immediately,apparent,(+)_immediately_apparent,"into the car , and it 's immediately apparent to me that something 's not","My friend and I get into the car , and it 's immediately apparent to me that something 's not "" all good , man "" ."
pcc_eng_05_083.7247_x1338830_099:6-7,immediately_apparent,immediately,apparent,(+)_immediately_apparent,unless it 's subtle or immediately apparent how it 's better .,Unless it 's subtle or immediately apparent how it 's better .
pcc_eng_07_063.0075_x1002074_15:10-11,immediately_apparent,immediately,apparent,(+)_immediately_apparent,"when you enter , the view is immediately apparent and draws you right in .",""" Now when you enter , the view is immediately apparent and draws you right in . """
pcc_eng_05_097.5748_x1562426_6:4-5-6,immediately_apparent,immediately,apparent,n't_immediately_apparent,the offer is n't immediately apparent when you first open the play,The offer is n't immediately apparent when you first open the Play Store .
nyt_eng_19981119_0510_15:11-12-13,immediately_apparent,immediately,apparent,n't_immediately_apparent,lot of thoughtful touches that are n't immediately apparent .,the 328i has a lot of thoughtful touches that are n't immediately apparent .
pcc_eng_05_007.6745_x0108372_36:3-4-5,immediately_apparent,immediately,apparent,n't_immediately_apparent,this was n't immediately apparent because the controls would work sometimes,"This was n't immediately apparent because the controls would work sometimes , then not at all ."
pcc_eng_07_055.7975_x0885704_12:21-22-23,immediately_apparent,immediately,apparent,n't_immediately_apparent,interesting phenomenon - one that is n't immediately apparent using a linear graph .,"According to Chambers , an examination of the Bitcoin logarithmic price chart shows an interesting phenomenon - one that is n't immediately apparent using a linear graph ."
pcc_eng_17_103.4938_x1656805_22:10-11-12,immediately_apparent,immediately,apparent,n't_immediately_apparent,"legacy of landmark court opinions is n't immediately apparent , but technological innovation evolves along","Sometimes the lasting legacy of landmark court opinions is n't immediately apparent , but technological innovation evolves along a continuum ."
pcc_eng_01_040.5372_x0638905_8:5-6-7,immediately_apparent,immediately,apparent,n't_immediately_apparent,"however , it is n't immediately apparent why "" unicorns "" get quite","However , it is n't immediately apparent why "" unicorns "" get quite so much spam , it may just be a quirk of the way that I have assessed "" realness "" ."
