hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent
nyt_eng_19991206_0185_13:40,basic,much_different,much,different,"Connie Holmes , the coalition 's chairman , said the group opposed the Kyoto agreement and wanted more scientific research into whether global warming was a problem , adding that she did not believe Ford 's current position was much different from the coalition 's .",nyt_eng_19991206_0185_13,40,nyt_eng_199912,Bresnihan said Ford remains opposed to the Kyoto agreement because developing nations are largely exempt from its rules .,"Ford 's predecessor as chairman , Alexander Trotman , who became a British life peer earlier this year , had been one of corporate America 's most outspoken leaders in opposing international pacts on global warming ."
nyt_eng_19991206_0185_12:14,basic,largely_exempt,largely,exempt,Bresnihan said Ford remains opposed to the Kyoto agreement because developing nations are largely exempt from its rules .,nyt_eng_19991206_0185_12,14,nyt_eng_199912,"-LBQ-  Over the course of time ,  -RDQ-  said Terry Bresnihan , a spokesman for the automaker ,  -LBQ-  membership in the Global Climate Coalition has become something of an impediment for Ford Motor to credibly achieving our environmental objectives .  -RDQ-","Connie Holmes , the coalition 's chairman , said the group opposed the Kyoto agreement and wanted more scientific research into whether global warming was a problem , adding that she did not believe Ford 's current position was much different from the coalition 's ."
nyt_eng_19991206_0183_1:22,basic,squarely_responsible,squarely,responsible,"Fritz Fischer , the German historian who rankled his peers and Germans in general with the thesis that Imperial Germany was squarely responsible for World War I and its consequences , died on Dec. 1 in Hamburg .",nyt_eng_19991206_0183_1,22,nyt_eng_199912,,He was 91 .
nyt_eng_19991206_0182_10:20,basic,simply_unacceptable,simply,unacceptable,"-LBQ-  If the parties in Congo truly want the international community 's involvement and support , such violations are simply unacceptable .  -RDQ-",nyt_eng_19991206_0182_10,20,nyt_eng_199912,"-LBQ-  The renewed fighting in the Congo , which is a direct violation of the Lusaka agreement , threatens to leave this important agreement in tatters ,  -RDQ-  he said .",Holbrooke 's message will be repeated often over the next few days .
nyt_eng_19991206_0179_12:23,basic,as_effective,as,effective,"-LBQ-  Congress and the states are free to develop their own safeguards for the privilege , so long as they are fully as effective ,  -RDQ-  the opinion said .",nyt_eng_19991206_0179_12,23,nyt_eng_199912,"While Chief Justice Earl Warren 's majority opinion clearly viewed the warnings as a means of enforcing a defendant 's Fifth Amendment right against compelled self-incrimination , the 5-4 decision was not without ambiguity .",The path the Miranda case has taken back to the court after 33 years is an unusual one .
nyt_eng_19991206_0178_18:6,basic,very_cautious,very,cautious,-LBQ-  I have to be very cautious .,nyt_eng_19991206_0178_18,6,nyt_eng_199912,"-LBQ-  There 's something about this whole process that 's overly optimistic to me ,  -RDQ-  she adds later .",I do n't really know what the deal is .  -RDQ-
nyt_eng_19991206_0178_17:11,basic,overly_optimistic,overly,optimistic,"-LBQ-  There 's something about this whole process that 's overly optimistic to me ,  -RDQ-  she adds later .",nyt_eng_19991206_0178_17,11,nyt_eng_199912,I feigned a little excitement .  -RDQ-,-LBQ-  I have to be very cautious .
nyt_eng_19991206_0178_3:5,basic,so_weird,so,weird,"-LBQ-  It 's just so weird , all this cancer in our family , all of a sudden .  -RDQ-",nyt_eng_19991206_0178_3,5,nyt_eng_199912,"-LBQ-  My family , there was like no illness , and then my brother got leukemia and my mother got breast cancer and I got lymphoma , all in the course of five years ,  -RDQ-  Rebecca Perl says as she journeys from her Maryland home to a Nebraska hospital for a bone marrow transplant .","One of the next things we see in this often frankly funny yet desperately frank Cinemax documentary ,  -LBQ-  Scenes From a Transplant  -COL-  A Cancer Diary ,  -RDQ-  is Perl giving herself an injection in a locked Waffle House restroom ."
nyt_eng_19991206_0177_73:4,basic,incredibly_emotional,incredibly,emotional,"-LBQ-  It was incredibly emotional ,  -RDQ-  says the San Fernando-raised Margulies .",nyt_eng_19991206_0177_73,4,nyt_eng_199912,"Margulies , who says one of Kaufman 's most endearing qualities was his loyalty to friends and family , said the making of  -LBQ-  Man on the Moon  -RDQ-  was cathartic , helping to bring her out of what she described as a 15-year mourning period .",-LBQ-  I cried constantly .
nyt_eng_19991206_0177_38:3,basic,that_unique,that,unique,It was that unique .  -RDQ-,nyt_eng_19991206_0177_38,3,nyt_eng_199912,"When I first met Andy , I said he 'd never have to worry about anyone stealing his act .","However , journalist Bill Zehme , author of  -LBQ-  Lost in the Funhouse  -COL-  The Life and Mind of Andy Kaufman  -RDQ-  -LRB- Delacorte , $ 25.95 -RRB- , takes a somewhat different view ."
