adj_form_lower,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
available,43,1.67,10.52,0,0,0,0,69,72,6.280942657535932,69,0,0,0,1.150815751224653,1.052692935416181
sure,43,0.21,0.83,0,0,0,0,5,9,3.9780408414092543,5,0,0,0,1.1045713615396888,1.0617283950617284
important,43,0.19,0.55,0,0,0,0,3,8,2.933666444830395,3,0,0,0,1.119450470002346,1.0817610062893082
difficult,43,0.12,0.63,0,0,0,0,4,5,5.377023428662084,4,0,0,0,1.0550081484365523,1.0311750599520384
likely,43,0.09,0.61,0,0,0,0,4,4,6.557438524302,4,0,0,0,1.0381380672479674,1.018957345971564
late,43,0.07,0.46,0,0,0,0,3,3,6.5574385243019995,3,0,0,0,1.032764723456,1.017751479289941
good,43,0.07,0.26,0,0,0,0,1,3,3.6946980459563474,1,0,0,0,1.0495474860605887,1.036144578313253
close,43,0.07,0.26,0,0,0,0,1,3,3.6946980459563483,1,0,0,0,1.0495474860605887,1.036144578313253
qualified,43,0.05,0.3,0,0,0,0,2,2,6.557438524302,2,0,0,0,1.0258782992444833,1.015748031496063
dangerous,43,0.05,0.21,0,0,0,0,1,2,4.5812765948035965,1,0,0,0,1.032764723456,1.0238095238095237
serious,43,0.05,0.21,0,0,0,0,1,2,4.5812765948035965,1,0,0,0,1.032764723456,1.0238095238095237
fast,43,0.05,0.3,0,0,0,0,2,2,6.557438524302,2,0,0,0,1.0258782992444833,1.015748031496063
extreme,43,0.05,0.3,0,0,0,0,2,2,6.557438524302,2,0,0,0,1.0258782992444833,1.015748031496063
effective,43,0.05,0.21,0,0,0,0,1,2,4.5812765948035965,1,0,0,0,1.032764723456,1.0238095238095237
easy,43,0.05,0.21,0,0,0,0,1,2,4.5812765948035965,1,0,0,0,1.032764723456,1.0238095238095237
stupid,43,0.05,0.3,0,0,0,0,2,2,6.557438524302,2,0,0,0,1.0258782992444833,1.015748031496063
deserving,43,0.05,0.3,0,0,0,0,2,2,6.557438524302,2,0,0,0,1.0258782992444833,1.015748031496063
safe,43,0.05,0.21,0,0,0,0,1,2,4.5812765948035965,1,0,0,0,1.032764723456,1.0238095238095237
alive,43,0.05,0.21,0,0,0,0,1,2,4.5812765948035965,1,0,0,0,1.032764723456,1.0238095238095237
compelling,43,0.05,0.3,0,0,0,0,2,2,6.557438524302,2,0,0,0,1.0258782992444833,1.015748031496063
committed,43,0.05,0.21,0,0,0,0,1,2,4.5812765948035965,1,0,0,0,1.032764723456,1.0238095238095237
viable,43,0.05,0.3,0,0,0,0,2,2,6.557438524302,2,0,0,0,1.0258782992444833,1.015748031496063
painful,43,0.05,0.21,0,0,0,0,1,2,4.5812765948035965,1,0,0,0,1.032764723456,1.0238095238095237
