hit_id,bigram_lower,adj_form_lower,all_forms_lower,adv_form_lower,text_window,token_str
nyt_eng_19950612_0267_21:29-30,immediately_appealable,appealable,(+)_immediately_appealable,immediately,`` collateral order '' amounts to an immediately appealable `` final decisio -lrb- n -rrb-,"second , under Cohen v. Beneficial Industrial Loan Corp. , 337 U. S. 541 , and subsequent decisions , a so-called `` collateral order '' amounts to an immediately appealable `` final decisio -LRB- n -RRB- '' under s1291 , even though the district court may have entered it long before the case has ended , if the order -LRB- 1 -RRB- conclusively determines the disputed question , -LRB- 2 -RRB- resolves an important issue completely separate from the merits of the action , and -LRB- 3 -RRB- will be effectively unreviewable on appeal from the final judgment ."
nyt_eng_19950301_0100_95:10-11,immediately_appealable,appealable,(+)_immediately_appealable,immediately,-lrb- a -rrb- lists three categories of immediately appealable interlocutory decisions .,Section 1292 -LRB- a -RRB- lists three categories of immediately appealable interlocutory decisions .
pcc_eng_28_022.8038_x0352157_05:39-40,immediately_appealable,appealable,(+)_immediately_appealable,immediately,"order after final judgment , which is immediately appealable under code of civil procedure ss","One case-- Macaluso v. Superior Court , 219 Cal. App. 4th 1042 ( 2013 ) -- says that an order related to a judgment debtor exam is , literally , an order after final judgment , which is immediately appealable under Code of Civil Procedure SS 904.1 ( a ) ( 2 ) ."
pcc_eng_06_049.0458_x0777387_04:10-11,immediately_appealable,appealable,(+)_immediately_appealable,immediately,about state-court privilege rulings -- are they immediately appealable ?,But what about state-court privilege rulings -- are they immediately appealable ?
pcc_eng_12_103.5395_x1657178_19:8-9,immediately_appealable,appealable,(+)_immediately_appealable,immediately,our court concluded such an order was immediately appealable .,Our court concluded such an order was immediately appealable .
nyt_eng_19950612_0266_57:16-17,immediately_appealable,appealable,(+)_immediately_appealable,immediately,rules designating certain kinds of orders as immediately appealable -rrb- ; cf. 28 u. s.,"V -RRB- -LRB- authorizing this Court to promulgate rules designating certain kinds of orders as immediately appealable -RRB- ; cf. 28 U. S. C. s1651 -LRB- authorizing federal courts to `` issue all writs necessary or appropriate , '' including writs of mandamus -RRB- ."
nyt_eng_19990603_0257_49:4-5,immediately_appealable,appealable,(+)_immediately_appealable,immediately,"the ruling is immediately appealable , which the ajc is doing","the ruling is immediately appealable , which the AJC is doing , so no one is being hauled in ."
pcc_eng_10_107.04263_x1720971_4:4-5,immediately_appealable,appealable,(+)_immediately_appealable,immediately,"preliminary injunctions are immediately appealable , so we would not be","Preliminary injunctions are immediately appealable , so we would not be surprised if the Department of Labor ( DOL ) files an expedited appeal with the Fifth Circuit Court of Appeals ."
pcc_eng_08_077.6049_x1240298_26:31-32-33,immediately_appealable,appealable,not_immediately_appealable,immediately,", "" and thus , is not immediately appealable as of right .","The Supreme Court held that the question of the convenience of the forum is not "" completely separate from the merits of the action , "" and thus , is not immediately appealable as of right ."
pcc_eng_08_077.6049_x1240298_20:12-13-14,immediately_appealable,appealable,not_immediately_appealable,immediately,a motion to change venue is not immediately appealable .,"Additionally , an order denying a motion to change venue is not immediately appealable ."
pcc_eng_08_077.6049_x1240298_14:23-24-25,immediately_appealable,appealable,not_immediately_appealable,immediately,"6 ) , scrcp , is not immediately appealable .","Generally , the denial of a motion to dismiss under Rule 12 ( b ) ( 6 ) , SCRCP , is not immediately appealable ."
pcc_eng_08_077.6049_x1240298_11:5-6-7,immediately_appealable,appealable,not_immediately_appealable,immediately,an interlocutory order is not immediately appealable unless it involves the merits of,An interlocutory order is not immediately appealable unless it involves the merits of the case or affects a substantial right .
pcc_eng_08_077.6049_x1240298_29:76-77-78,immediately_appealable,appealable,not_immediately_appealable,immediately,on forum non conveniens grounds is not immediately appealable under collateral order exception to final,"See King v. Cessna Aircraft Co. , 562 F.3d 1374 , 1378-81 ( 11th Cir. 2009 ) ( finding the denial of a motion to dismiss on the basis of forum non conveniens is not a final , appealable order ) ; Rosenstein v. Merrell Dow Pharm. , Inc. , 769 F.2d 352 , 354 ( 6th Cir. 1985 ) ( holding the denial of a motion to dismiss on forum non conveniens grounds is not immediately appealable under collateral order exception to final judgment rule ) ; Rolinski v. Lewis , 828 A.2d 739 , 742 ( D.C. 2003 ) ( holding that denials of forum non conveniens motions to dismiss are not immediately appealable as of right ) ; Payton-Henderson v. Evans , 949 A.2d 654 , 662 ( Md. Ct. Spec. App. 2008 ) ( stating forum non conveniens issues are treated the same as change of venue and the denial of either is not immediately appealable ) ."
nyt_eng_19960221_0286_141:15-16-17,immediately_appealable,appealable,not_immediately_appealable,immediately,evidentiary sufficiency at summary judgment are not immediately appealable merely because they happen to arise,"Johnson held , simply , that determinations of evidentiary sufficiency at summary judgment are not immediately appealable merely because they happen to arise in a qualified-immunity case ; if what is at issue in the sufficiency determination is nothing more than whether the evidence could support a finding that particular conduct occurred , the question decided is not truly `` separable '' from the plaintiff 's claim , and hence there is no `` final decision '' under Cohen and Mitchell ."
