hit_id,sent_id,match_id,colloc_id,sent_text,token_str,lemma_str,context_prev_id,context_prev_sent,context_next_id,context_next_sent,neg_lemma,adv_lemma,adj_lemma,neg_form,adv_form,adj_form,neg_index,adv_index,adj_index,dep_neg,dep_mod,json_source
nyt_eng_19941230_0165_32:08-10-11,nyt_eng_19941230_0165_32,08-10-11,nyt_eng_19941230_0165_32:10-11,Those who know him say Sanger is not nearly as bombastic as his Fat Man character.,those who know him say Sanger is not nearly as bombastic as his Fat Man character .,those who know he say Sanger be not nearly as bombastic as he Fat man character .,nyt_eng_19941230_0165_31,"-LBQ-  It does rub some people the wrong way,  -RDQ-  Sanger conceded.",nyt_eng_19941230_0165_33,"-LBQ-  There's a good separation between the public persona and who he really is,  -RDQ-  Land says.",not,as,bombastic,not,as,bombastic,7,9,10,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'bombastic', 'ix': 10, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 7, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'bombastic', 'ix': 10, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 9, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941230_0102_44:19-20-21,nyt_eng_19941230_0102_44,19-20-21,nyt_eng_19941230_0102_44:20-21,"The problem is that they allow the kids to actually flash their signs, and that part isn't real positive.  -RDQ-","the problem is that they allow the kids to actually flash their signs , and that part is n't real positive . ''","the problem be that they allow the kid to actually flash they sign , and that part be not real positive . ''",nyt_eng_19941230_0102_43,-LBQ-  Some of the poems and art aren't strictly gang-affiliated.,nyt_eng_19941230_0102_45,,not,real,positive,n't,real,positive,18,19,20,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'positive', 'ix': 20, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 18, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'positive', 'ix': 20, 'xpos': 'JJ'}, 'target': {'lemma': 'real', 'ix': 19, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941230_0102_43:09-10-11,nyt_eng_19941230_0102_43,09-10-11,nyt_eng_19941230_0102_43:10-11,-LBQ-  Some of the poems and art aren't strictly gang-affiliated.,`` Some of the poems and art are n't strictly gang-affiliated .,`` some of the poem and art be not strictly gang-affiliated .,nyt_eng_19941230_0102_42,"-LBQ-  The part that I like is some of the poetry, because it comes from the heart,  -RDQ-  Marujo-Thurman said.",nyt_eng_19941230_0102_44,"The problem is that they allow the kids to actually flash their signs, and that part isn't real positive.  -RDQ-",not,strictly,gang-affiliated,n't,strictly,gang-affiliated,8,9,10,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'gang-affiliated', 'ix': 10, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 8, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'gang-affiliated', 'ix': 10, 'xpos': 'JJ'}, 'target': {'lemma': 'strictly', 'ix': 9, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941230_0100_32:08-10-11,nyt_eng_19941230_0100_32,08-10-11,nyt_eng_19941230_0100_32:10-11,Those who know him say Sanger is not nearly as bombastic as his Fat Man character.,those who know him say Sanger is not nearly as bombastic as his Fat Man character .,those who know he say Sanger be not nearly as bombastic as he Fat man character .,nyt_eng_19941230_0100_31,"-LBQ-  It does rub some people the wrong way,  -RDQ-  Sanger conceded.",nyt_eng_19941230_0100_33,"-LBQ-  There's a good separation between the public persona and who he really is,  -RDQ-  Land says.",not,as,bombastic,not,as,bombastic,7,9,10,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'bombastic', 'ix': 10, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 7, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'bombastic', 'ix': 10, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 9, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941230_0067_44:19-20-21,nyt_eng_19941230_0067_44,19-20-21,nyt_eng_19941230_0067_44:20-21,"The problem is that they allow the kids to actually flash their signs, and that part isn't real positive.  -RDQ-","the problem is that they allow the kids to actually flash their signs , and that part is n't real positive . ''","the problem be that they allow the kid to actually flash they sign , and that part be not real positive . ''",nyt_eng_19941230_0067_43,-LBQ-  Some of the poems and art aren't strictly gang-affiliated.,nyt_eng_19941230_0067_45,,not,real,positive,n't,real,positive,18,19,20,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'positive', 'ix': 20, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 18, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'positive', 'ix': 20, 'xpos': 'JJ'}, 'target': {'lemma': 'real', 'ix': 19, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941230_0067_43:09-10-11,nyt_eng_19941230_0067_43,09-10-11,nyt_eng_19941230_0067_43:10-11,-LBQ-  Some of the poems and art aren't strictly gang-affiliated.,`` Some of the poems and art are n't strictly gang-affiliated .,`` some of the poem and art be not strictly gang-affiliated .,nyt_eng_19941230_0067_42,"-LBQ-  The part that I like is some of the poetry, because it comes from the heart,  -RDQ-  Marujo-Thurman said.",nyt_eng_19941230_0067_44,"The problem is that they allow the kids to actually flash their signs, and that part isn't real positive.  -RDQ-",not,strictly,gang-affiliated,n't,strictly,gang-affiliated,8,9,10,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'gang-affiliated', 'ix': 10, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 8, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'gang-affiliated', 'ix': 10, 'xpos': 'JJ'}, 'target': {'lemma': 'strictly', 'ix': 9, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941230_0032_29:38-39-40,nyt_eng_19941230_0032_29,38-39-40,nyt_eng_19941230_0032_29:39-40,"That is, until Santa tumbles off the roof, Dad straps on St. Nick's suit, and goes across the globe popping in and out of chimneys -LRB- aided by some computer effects that aren't as special as you'd hope -RRB-.","that is , until Santa tumbles off the roof , Dad straps on St. Nick 's suit , and goes across the globe popping in and out of chimneys -LRB- aided by some computer effects that are n't as special as you 'd hope -RRB- .","that be , until Santa tumble off the roof , Dad strap on St. Nick 's suit , and go across the globe pop in and out of chimney -lrb- aid by some computer effect that be not as special as you would hope -rrb- .",nyt_eng_19941230_0032_28,a divorced dad whose 8-year - old would rather spend Christmas Eve with Mom and her new therapist hubby.,nyt_eng_19941230_0032_30,"Cuteness happens, magic doesn't.",not,as,special,n't,as,special,37,38,39,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'special', 'ix': 39, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 37, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'special', 'ix': 39, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 38, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941230_0029_28:25-26-27,nyt_eng_19941230_0029_28,25-26-27,nyt_eng_19941230_0029_28:26-27,"But director Doug McHenry carries urban cliches with him into the suburbs  -COL-  drugs, guns and a whore-madonna view of women that's not very different from a rap video.","but director Doug McHenry carries urban cliches with him into the suburbs : drugs , guns and a whore-madonna view of women that 's not very different from a rap video .","but director Doug McHenry carry urban cliche with he into the suburb : drug , gun and a whore-madonna view of woman that be not very different from a rap video .",nyt_eng_19941230_0029_27,It's the story of an African-American family living outside the usual inner-city setting of gangsta flicks.,nyt_eng_19941230_0029_29,"Rated R for violence, sex, language and drug use.",not,very,different,not,very,different,24,25,26,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'different', 'ix': 26, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 24, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'different', 'ix': 26, 'xpos': 'JJ'}, 'target': {'lemma': 'very', 'ix': 25, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941228_0339_9:3-4-5,nyt_eng_19941228_0339_9,3-4-5,nyt_eng_19941228_0339_9:4-5,Foo was not so squeamish.,Foo was not so squeamish .,Foo be not so squeamish .,nyt_eng_19941228_0339_8,"-LBQ-  They say if you fall in those waves, the intensity of it will rip your wet suit off and turn it inside out,  -RDQ-  said Trent Freitas of nearby Vallejo, staring at the 30-foot breakers but not quite bold enough to paddle in.",nyt_eng_19941228_0339_10,He had surfed the largest waves since his teens and had little trepidation about diving in.,not,so,squeamish,not,so,squeamish,2,3,4,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'squeamish', 'ix': 4, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 2, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'squeamish', 'ix': 4, 'xpos': 'JJ'}, 'target': {'lemma': 'so', 'ix': 3, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941228_0337_9:3-4-5,nyt_eng_19941228_0337_9,3-4-5,nyt_eng_19941228_0337_9:4-5,Foo was not so squeamish.,Foo was not so squeamish .,Foo be not so squeamish .,nyt_eng_19941228_0337_8,"-LBQ-  They say if you fall in those waves, the intensity of it will rip your wet suit off and turn it inside out,  -RDQ-  said Trent Freitas of nearby Vallejo, staring at the 30-foot breakers but not quite bold enough to paddle in.",nyt_eng_19941228_0337_10,He had surfed the largest waves since his teens and had little trepidation about diving in.,not,so,squeamish,not,so,squeamish,2,3,4,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'squeamish', 'ix': 4, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 2, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'squeamish', 'ix': 4, 'xpos': 'JJ'}, 'target': {'lemma': 'so', 'ix': 3, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
