l1,l2,f,E11,r_log_likelihood,r_log_likelihood_tt,r_odds_ratio_disc,r_Dice,r_t_score,r_p1_given2,r_p2_given1,r_p1_given2_simple,r_p2_given1_simple,r_p1_given2_margin,r_p2_given1_margin,r_expect_diff,am_log_likelihood,am_log_likelihood_tt,am_odds_ratio_disc,am_Dice,am_t_score,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,am_p1_given2_margin,am_p2_given1_margin,am_expect_diff,f1,f2,N
NEGATIVE,early,5218,837.4100710,2,3,5,7,3,1,3,1786,8,1,3,3,16799.341132,16799.3411322,1.7652970839,0.03583938899,60.64298399,0.7636849527,0.01796156207,0.9070050408,1.8280870e-02,0.7614444514,1.5347067e-02,4380.5899290,285435,5753,1960936
NEGATIVE,over,37,6.4046659,219,428,19,1861,206,2,663,2672,1861,2,326,663,106.258205,106.2582052,1.4676613247,0.00025921346,5.02984194,0.6953641042,0.00012544886,0.8409090909,1.2962671e-04,0.6953485015,1.0718845e-04,30.5953341,285435,44,1960936
NEGATIVE,needed,14,2.4745300,495,931,30,3311,419,3,1304,2851,3311,3,664,1304,39.060988,39.0609880,1.3859573171,0.00009809005,3.08031142,0.6779746999,0.00004725744,0.8235294118,4.9047944e-05,0.6779688223,4.0378615e-05,11.5254700,285435,17,1960936
NEGATIVE,late,11139,2036.5382068,1,1,33,2,1,4,1,3094,2,4,1,1,30025.747968,30025.7479680,1.3768247237,0.07440235651,86.24536465,0.6552693351,0.03732246915,0.7961546709,3.9024647e-02,0.6505940814,3.1889789e-02,9102.4617932,285435,13991,1960936
NEGATIVE,risk-free,20,3.9301359,423,805,67,2722,343,5,1050,3379,2722,5,529,1050,48.386751,48.3867510,1.2053580497,0.00014012373,3.59333085,0.5951883464,0.00006589064,0.7407407407,7.0068492e-05,0.5951801513,5.6299557e-05,16.0698641,285435,27,1960936
NEGATIVE,shabby,94,18.6317554,109,215,66,980,100,6,333,3403,980,6,158,333,224.839157,224.8391571,1.2063837815,0.00065834860,7.77364087,0.5888528479,0.00030902947,0.7343750000,3.2932191e-04,0.5888144106,2.6404696e-04,75.3682446,285435,128,1960936
NEGATIVE,demoralizing,70,14.4104984,153,301,90,1206,134,7,421,3480,1206,7,206,421,159.198195,159.1981953,1.1471029382,0.00049030939,6.64421627,0.5615384675,0.00022793147,0.7070707071,2.4523972e-04,0.5615101176,1.9475363e-04,55.5895016,285435,99,1960936
NEGATIVE,alone,566,119.9419257,21,41,101,181,24,8,57,3539,181,8,32,57,1239.199277,1239.1992766,1.1101713550,0.00395446082,18.74921933,0.5415601821,0.00182895453,0.6868932039,1.9829383e-03,0.5413326145,1.5627308e-03,446.0580743,285435,824,1960936
NEGATIVE,fancy,780,172.3437379,15,29,129,137,20,9,40,3587,138,9,24,40,1615.121597,1615.1215971,1.0551748924,0.00544276548,21.75758438,0.5135332623,0.00249154928,0.6587837838,2.7326712e-03,0.5132231944,2.1288779e-03,607.6562621,285435,1184,1960936
NEGATIVE,opportune,27,5.9679842,374,715,131,2263,291,10,881,3588,2263,10,439,881,55.829166,55.8291658,1.0466389806,0.00018915776,4.04761333,0.5129867217,0.00008623675,0.6585365854,9.4592464e-05,0.5129759959,7.3684082e-05,21.0320158,285435,41,1960936
NEGATIVE,foolproof,29,6.6957871,366,700,170,2166,280,11,843,3622,2166,11,416,843,56.523418,56.5234182,0.9954605221,0.00020316588,4.14178835,0.4848855677,0.00009145309,0.6304347826,1.0159931e-04,0.4848741932,7.8141128e-05,22.3042129,285435,46,1960936
NEGATIVE,aggravating,112,26.7831485,118,233,201,864,90,12,299,3642,864,12,143,299,208.054165,208.0541651,0.9596031311,0.00078426155,8.05223560,0.4631785241,0.00034941133,0.6086956522,3.9238355e-04,0.4631350627,2.9855081e-04,85.2168515,285435,184,1960936
NEGATIVE,effectual,21,5.0946206,506,950,220,2643,365,13,1059,3647,2643,13,533,1059,38.235732,38.2357318,0.9397356169,0.00014712579,3.47083833,0.4544475218,0.00006521621,0.6000000000,7.3571917e-05,0.4544394106,5.5723297e-05,15.9053794,285435,35,1960936
NEGATIVE,pressing,28,6.8413477,405,774,227,2219,296,14,874,3653,2219,14,437,874,50.478983,50.4789830,0.9334847633,0.00019615948,3.99860943,0.4501948818,0.00008675600,0.5957446809,9.8095889e-05,0.4501840914,7.4127743e-05,21.1586523,285435,47,1960936
