sent_id|conllu_id|doc_id|sent_int|prev_id|next_id|prev_text|sent_text|next_text
apw_eng_20041227_0001_12|apw_eng_200412|apw_eng_20041227_0001|12|apw_eng_20041227_0001_11|apw_eng_20041227_0001_13|In California , where about half the Indonesians in the United States live , about 150 people gathered at an Indonesian language Catholic mass late Sunday at St. Stephen 's Church in Monterey Park .|Many worshippers said they did n't know about the earthquake until they arrived at Mass because they had been too tired from Christmas activities to watch television news .|The Rev. Yosef Dowa , who is posted at the Los Angeles Archdiocese until November 2006 , said he had not yet contacted his family in Indonesia .
apw_eng_20041227_0001_9|apw_eng_200412|apw_eng_20041227_0001|9|apw_eng_20041227_0001_8|apw_eng_20041227_0001_10| -LBQ-  I was on that beach ,  -RDQ-  she said .| -LBQ-  I do n't know if those families are still alive .  -RDQ- |Anand Koumar , who founded a Web site for Michigan 's Indian community , said he was working to put together a relief campaign in the state , which has about 54,000 people of Asian Indian heritage .
apw_eng_20041226_0007_5|apw_eng_200412|apw_eng_20041226_0007|5|apw_eng_20041226_0007_4|apw_eng_20041226_0007_6|Elsewhere , flash floods shut the port in the capital , Colombo , and displaced thousands of people in dozens of villages along the eastern and southern coasts , police and witnesses said .| -LBQ-  It was very scary when I saw the waves hitting the port ,  -RDQ-  said R. Mohammed , who runs a transport business at the port .| -LBQ-  We were ordered to out with our trucks ,  -RDQ-  he said , adding the port has been temporarily closed .
apw_eng_20041226_0007_2|apw_eng_200412|apw_eng_20041226_0007|2|apw_eng_20041226_0007_1|apw_eng_20041226_0007_3|Massive waves crashed into coastal villages over a wide area of Sri Lanka on Sunday , killing 160 people and displacing thousands of others , officials said Sunday .|The deaths occurred in the northeastern districts of Muttur and Trincomalee , which were inundated by waves as high as 20 feet -LRB- 6 meters -RRB- , said D. Rodrigo , a Muttur district official .|It was n't immediately known what caused the huge waves .
apw_eng_20041226_0005_37|apw_eng_200412|apw_eng_20041226_0005|37|apw_eng_20041226_0005_36||An 8.4 magnitude tremor that stuck off the coast of Peru on June 23 , 2001 , killed 74 .|Indonesian President Susilo Bambang Yudhoyono , who was in Papua province visiting the victims of an earthquake there earlier this month , was  -LBQ-  deeply concerned  -RDQ-  by the news of the earthquake , a spokesman said .|
apw_eng_20041226_0005_34|apw_eng_200412|apw_eng_20041226_0005|34|apw_eng_20041226_0005_33|apw_eng_20041226_0005_35|The quake came just three days after an 8.1 quake struck the ocean floor between Australia and Antarctica , causing buildings to shake hundreds of miles away but no serious damage or injury .|Quakes reaching a magnitude 8 are very rare .|A quake registering magnitude 8 rocked Japan 's northern island of Hokkaido on Sept. 25 , 2003 , injuring nearly 600 people .
apw_eng_20041226_0005_19|apw_eng_200412|apw_eng_20041226_0005|19|apw_eng_20041226_0005_18|apw_eng_20041226_0005_20| -LBQ-  My house is completely under water ,  -RDQ-  a Lhokseumawe resident who lived near the coast , Adam Hussein , told el-Shinta .| -LBQ-  The waves were so high .|Everything inside is ruined .  -RDQ- 
apw_eng_20041226_0005_8|apw_eng_200412|apw_eng_20041226_0005|8|apw_eng_20041226_0005_7|apw_eng_20041226_0005_9|A spokesman for Indonesian state-owned Garuda Airlines said Banda Aceh 's airport _ located several kilometers from the sea _ was flooded and planes were unable to land there .|The spokesman did not say how deep the water was .|It was not possible to immediately confirm the reports .
apw_eng_20041226_0005_6|apw_eng_200412|apw_eng_20041226_0005|6|apw_eng_20041226_0005_5|apw_eng_20041226_0005_7|At least four tourists died on a beach in the southern Thai resort island of Phuket , said Sorat Susaeng from the Public Health Ministry .|The ministry earlier reported that several tourists were swept from a Phuket beach by tidal waves surging as high as five meters -LRB- 16 feet -RRB- , but it was not clear if the dead tourists were the same people as those who were swept away .|A spokesman for Indonesian state-owned Garuda Airlines said Banda Aceh 's airport _ located several kilometers from the sea _ was flooded and planes were unable to land there .
apw_eng_20041226_0003_11|apw_eng_200412|apw_eng_20041226_0003|11|apw_eng_20041226_0003_10|apw_eng_20041226_0003_12|A security crackdown ordered by President Alvaro Uribe has sharply reduced the number of kidnappings and killings in the past two years , making Colombians feel it was safe to venture into what used to be effectively no-go areas .| -LBQ-  It 's a specially hard blow because San Rafael had been very peaceful recently ,  -RDQ-  Mejia said .|The FARC kidnaps hundreds of people every year , mainly for ransom , to help fund its 40-year-old war to topple the government and establish a Marxist state in Colombia .
apw_eng_20041226_0003_10|apw_eng_200412|apw_eng_20041226_0003|10|apw_eng_20041226_0003_9|apw_eng_20041226_0003_11|The abductions came despite the deployment of more than 100,000 security forces to safeguard highways and popular tourist spots during the busy holiday season .|A security crackdown ordered by President Alvaro Uribe has sharply reduced the number of kidnappings and killings in the past two years , making Colombians feel it was safe to venture into what used to be effectively no-go areas .| -LBQ-  It 's a specially hard blow because San Rafael had been very peaceful recently ,  -RDQ-  Mejia said .
apw_eng_20041225_0013_7|apw_eng_200412|apw_eng_20041225_0013|7|apw_eng_20041225_0013_6|apw_eng_20041225_0013_8|As dark clouds drifted around the top , Robert climbed onto the roof with a tired smile .| -LBQ-  It was very wet ... and there was a strong wind ,  -RDQ-  he said .|At the top of the building , he waved at people crowded on the ground below and took down a light blue flag bearing the building 's name and logo .
apw_eng_20041225_0012_40|apw_eng_200412|apw_eng_20041225_0012|40|apw_eng_20041225_0012_39||It said Singaporeans should be grateful for the security of their tightly run territory .| -LBQ-  People celebrate Christmas in peace , as they celebrate other religious festivals , knowing that life will go on , no matter how much a tiny city-state is at the mercy of events both near and far ,  -RDQ-  the paper said .|
apw_eng_20041225_0012_26|apw_eng_200412|apw_eng_20041225_0012|26|apw_eng_20041225_0012_25|apw_eng_20041225_0012_27|The government says just over 1 percent of Chinese _ or about 15 million people _ are Christian .|But the number is likely much higher because many Christians , risking harassment and detention , worship in unauthorized  -LBQ-  house churches .  -RDQ- |Still , Christmas is a major event in China .
apw_eng_20041225_0012_23|apw_eng_200412|apw_eng_20041225_0012|23|apw_eng_20041225_0012_22|apw_eng_20041225_0012_24|The holiday atmosphere was soured by the recent deaths of more than 1,000 people in landslides and flash floods in northeastern provinces following recent typhoons and storms .|Last week , the hugely popular movie actor and presidential candidate Fernando Poe Jr. died after a stroke , adding to the gloom .|In China , Christians held midnight Mass in government-sanctioned churches in Beijing , Shanghai and other major cities , while millions more celebrated in private .
apw_eng_20041225_0012_20|apw_eng_200412|apw_eng_20041225_0012|20|apw_eng_20041225_0012_19|apw_eng_20041225_0012_21|Let not the religions we follow be divisive factors ,  -RDQ-  Sri Lankan President Chandrika Kumaratunga said .|In the predominantly Catholic Philippines , President Gloria Macapagal Arroyo on Christmas Eve called for  -LBQ-  the courage of every Filipino to face challenges with full faith in God .  -RDQ- | -LBQ-  Let us pursue the reforms that I have started in eliminating corruption , in building up the nation 's coffers , and in reinvigorating the economy to end poverty ,  -RDQ-  she said .
