sent_id|conllu_id|doc_id|sent_int|prev_id|next_id|prev_text|sent_text|next_text
apw_eng_20040630_0465_6|apw_eng_200406|apw_eng_20040630_0465|6|apw_eng_20040630_0465_5|apw_eng_20040630_0465_7|One man later died in hospital and four others were in critical condition .| -LBQ-  It 's a very crowded area , and they were mainly shopkeepers and people just walking by ,  -RDQ-  Faizan said .|Officials said the bombs were hidden in crates of fruit and shattered the windows of nearby homes and shops .
apw_eng_20040630_0463_18|apw_eng_200406|apw_eng_20040630_0463|18|apw_eng_20040630_0463_17|apw_eng_20040630_0463_19|He denied he was trying to pressure anyone , saying he was trying to be informative .|U.S. Rep. Carolyn Maloney , a New York Democrat attending the San Juan conference , called his letter  -LBQ-  extremely worrisome .  -RDQ- |The U.S. delegation distanced itself from Smith 's letter , saying it had nothing to do with it and was not trying to pressure anybody , a senior U.S. government official said on condition of anonymity .
apw_eng_20040630_0460_11|apw_eng_200406|apw_eng_20040630_0460|11|apw_eng_20040630_0460_10|apw_eng_20040630_0460_12|Against the Canadian dollar , the dollar fell to 1.3343 , compared with 1.3459 late Tuesday .|Peter Frank , senior foreign-exchange strategist at ABN Amro in Chicago , said a future of incremental rate hikes is  -LBQ-  relatively positive but not a screaming buy  -RDQ-  signal for the dollar .|The greenback 's path appears to be  -LBQ-  easy as she goes ,  -RDQ-  he said .
apw_eng_20040630_0460_6|apw_eng_200406|apw_eng_20040630_0460|6|apw_eng_20040630_0460_5|apw_eng_20040630_0460_7|Record U.S. trade gaps and a slide in the federal funds rate to a 46-year low of 1 percent have conspired recently to weaken the dollar , culminating in an all-time nadir against the euro above $ 1.29 in February .|On Wednesday , the Federal Open Market Committee lifted the benchmark rate to 1.25 percent , and reiterated that with inflation expected to remain  -LBQ-  relatively low ,  -RDQ-  the pace of tightening  -LBQ-  is likely to be measured .  -RDQ- |Late Wednesday , the euro was trading around $ 1.2185 , above $ 1.2083 late Tuesday in New York .
apw_eng_20040630_0459_12|apw_eng_200406|apw_eng_20040630_0459|12|apw_eng_20040630_0459_11|apw_eng_20040630_0459_13|OPEC will meet July 21 in Austria to review its output policy .|Looking at global supplies , tanker tracker Petrologistics on Wednesday revised down its June oil output estimates from all OPEC producers by 650,000 barrels a day to 28.9 million barrels a day , mostly due to a stoppage in Iraqi exports earlier in the month .|Even so , Petrologistics said production from the 10 members of OPEC , excluding Iraq , was up 150,000 barrels a day at 27.4 million barrels a day .
apw_eng_20040630_0458_1|apw_eng_200406|apw_eng_20040630_0458|1||apw_eng_20040630_0458_2||In an online eavesdropping case with potentially profound implications , a federal appeals court ruled it was acceptable for a company that offered e-mail service to surreptitiously track its subscribers ' messages .|A now-defunct online literary clearinghouse , Interloc Inc. , made copies of the e-mails in 1998 so it could peruse messages sent to its subscribers by rival Amazon.com Inc. .
apw_eng_20040630_0457_11|apw_eng_200406|apw_eng_20040630_0457|11|apw_eng_20040630_0457_10|apw_eng_20040630_0457_12| -LBQ-  We are not currently in discussions regarding any additional significant store sales , although we will continue to evaluate opportunities as they arise .  -RDQ- |He appeared to address growing concerns that Lampert is more interested in selling off Kmart bit by bit than reviving the company 's retail business .|After the Sears and Home Depot transactions , Day said Kmart  -LBQ-  will be able to direct all our attention on building upon and accelerating the considerable operating improvements that we have already achieved .  -RDQ- 
apw_eng_20040630_0455_15|apw_eng_200406|apw_eng_20040630_0455|15|apw_eng_20040630_0455_14|apw_eng_20040630_0455_16|The soft economy has contributed to a constant decline in popularity for Brazilian President Luiz Inacio Lula da Silva .|In a poll released Tuesday by the Public Opinion Research Institute , the president received a barely positive approval rating of 51 percent , down from 54 percent in May and his lowest rating since taking office in January , 2003 .|Early in 2004 , Brazil 's economy showed timid signs of a recovery , with GDP expanding at an annual rate of 2.7 percent during the first quarter and unemployment shedding a point to 12 percent .
apw_eng_20040630_0455_3|apw_eng_200406|apw_eng_20040630_0455|3|apw_eng_20040630_0455_2|apw_eng_20040630_0455_4|In its quarterly report on inflation , the central bank raised its forecast for 2004 price increases to 6.4 percent from the previous 5.2 percent .|Economists predicted inflation as high as 7 percent this year , down only slightly from 9.3 percent in 2003 .|Late Wednesday , Finance Minister Antonio Palocci announced the government 's 2006 inflation target , setting it at what he called a  -LBQ-  cautious  -RDQ-  4.5 percent .
apw_eng_20040630_0454_37|apw_eng_200406|apw_eng_20040630_0454|37|apw_eng_20040630_0454_36|apw_eng_20040630_0454_38|In Baghdad , a senior U.S. military official said Hassoun was missed after he failed to report for duty on June 20 .| -LBQ-  It is highly unlikely that he was taken ,  -RDQ-  the official said , on condition of anonymity .| -LBQ-  We are investigating all possible circumstances that could have led to his failure to report to duty .  -RDQ- 
apw_eng_20040630_0454_22|apw_eng_200406|apw_eng_20040630_0454|22|apw_eng_20040630_0454_21|apw_eng_20040630_0454_23|The fire caused no injuries .|The base has been subject to almost daily mortar attacks , but this was the first time the attacks caused significant casualties and damage .|Two people were wounded in the car bombing in Samawah , which set two other vehicles ablaze , a hospital official said .
apw_eng_20040630_0454_8|apw_eng_200406|apw_eng_20040630_0454|8|apw_eng_20040630_0454_7|apw_eng_20040630_0454_9|That attack , along with a car bomb that exploded outside a police headquarters in Samawah , 150 miles -LRB- 240 kilometers -RRB- south of the capital , added to the evidence that insurgents have no plans of letting up attacks _ even after U.S. coalition authorities handed over sovereignty to an interim Iraqi government on Monday .|With the end of the occupation , about 160,000 foreign troops , mostly American , remain in Iraq to provide security and train Iraq 's new security services .|U.S. officials have warned that the transfer of sovereignty would not stop assaults .
apw_eng_20040630_0450_31|apw_eng_200406|apw_eng_20040630_0450|31|apw_eng_20040630_0450_30|apw_eng_20040630_0450_32|Scolari , who won the 2002 World Cup for his country Brazil , has finally instilled a ruthless must-win instinct among his players .|He brought in a psychologist to make the players more focused and has toned down the frills .|After the dread , the joy  -COL-  all talk now is about lifting the trophy on Sunday .
apw_eng_20040630_0450_29|apw_eng_200406|apw_eng_20040630_0450|29|apw_eng_20040630_0450_28|apw_eng_20040630_0450_30|The bare trophy cabinet is especially painful because Portugal has so much potential .|Dubbed  -LBQ-  The Brazilians of Europe ,  -RDQ-  the Portuguese stars are widely acclaimed for their flair but the team has been less than the sum of its parts .|Scolari , who won the 2002 World Cup for his country Brazil , has finally instilled a ruthless must-win instinct among his players .
apw_eng_20040630_0450_28|apw_eng_200406|apw_eng_20040630_0450|28|apw_eng_20040630_0450_27|apw_eng_20040630_0450_29|For the crop of star players such as Real Madrid 's Luis Figo and AC Milan 's Rui Costa who grew out of the title-winning 1991 world youth team this European Championship could well be their last stab at a title .|The bare trophy cabinet is especially painful because Portugal has so much potential .|Dubbed  -LBQ-  The Brazilians of Europe ,  -RDQ-  the Portuguese stars are widely acclaimed for their flair but the team has been less than the sum of its parts .
