sent_id|conllu_id|doc_id|sent_int|prev_id|next_id|prev_text|sent_text|next_text
nyt_eng_20040430_0078_11|nyt_eng_200404|nyt_eng_20040430_0078|11|nyt_eng_20040430_0078_10|nyt_eng_20040430_0078_12|Matt L. Groening , who created  -LBQ-  The Simpsons ,  -RDQ-  and James L. Brooks , who helped turn the show into a half-hour series and is still an executive producer , have earned at least $ 150 million , perhaps much more , according to people with knowledge of the show 's financial arrangements .|In recent days , people close to the negotiations said that several of the actors had grown concerned about the possib -RCB- 74  -COL-   -LBQ-  The Simpsons  -RDQ-  itself is remarkably resilient .|It remains Fox 's No. 1 Sunday series and ranks No. 1 in its time slot for adult viewers 18 to 49 years old , the demographic most coveted by advertisers .
nyt_eng_20040430_0078_3|nyt_eng_200404|nyt_eng_20040430_0078|3|nyt_eng_20040430_0078_2|nyt_eng_20040430_0078_4|On Friday night Fox announced that a deal had been reached with the representatives of the actors after weeks of negotiations .| -LBQ-  We could n't be happier to have reached a multi-year deal with the enormously talented cast of ` The Simpsons ,  -RDQ-  ' said a Fox spokesman .|The official , who asked that his name not be published , declined to discuss the details of the agreement , but associates of the actors said that the cast 's major effort to gain a percentage of the profits had failed .
nyt_eng_20040430_0078_1|nyt_eng_200404|nyt_eng_20040430_0078|1||nyt_eng_20040430_0078_2||Efforts by the actors on  -LBQ-  The Simpsons  -RDQ-  to win new contracts granting them a percentage of the profits on the program , one of the most lucrative in television history , have ended after Fox threatened to shut down production , according to a person close to the negotiations .|On Friday night Fox announced that a deal had been reached with the representatives of the actors after weeks of negotiations .
nyt_eng_20040430_0077_14|nyt_eng_200404|nyt_eng_20040430_0077|14|nyt_eng_20040430_0077_13|nyt_eng_20040430_0077_15|Her tank hit vapors with the fourth quarter in 26.74 seconds , and there was an eighth of a mile remaining .| -LBQ-  The fractions were quick , but not ridiculously fast ,  -RDQ-  Bailey said .| -LBQ-  She broke running and felt comfortable all the way .  -RDQ- 
nyt_eng_20040430_0076_14|nyt_eng_200404|nyt_eng_20040430_0076|14|nyt_eng_20040430_0076_13|nyt_eng_20040430_0076_15|Since the free-trade agreement was approved , trade has more than doubled between the United States and Mexico , with most of the goods shipped by trucks on interstates such as I-35 , Mineta told about 200 people who attended the forum .|U.S. Rep. Eddie Bernice Johnson , D-Dallas , said she has many concerns about whether truck safety inspections in Mexico are as thorough as in the United States .|She said she may change her mind after learning recently that many companies doing business in Mexico use top-of-the-line trucks .
nyt_eng_20040430_0076_12|nyt_eng_200404|nyt_eng_20040430_0076|12|nyt_eng_20040430_0076_11|nyt_eng_20040430_0076_13|Interstate 35 is a key player because it is a primary path for Mexican trucks headed for the northern United States .|On NrI ` ay , leaders from the United States and Canada met at Alliance Airport , considered one of the most important cargo hubs along I-35 , to pledge their continued support for increased highway funding along the corridor .|Since the free-trade agreement was approved , trade has more than doubled between the United States and Mexico , with most of the goods shipped by trucks on interstates such as I-35 , Mineta told about 200 people who attended the forum .
nyt_eng_20040430_0076_8|nyt_eng_200404|nyt_eng_20040430_0076|8|nyt_eng_20040430_0076_7|nyt_eng_20040430_0076_9|If we get the green light , the Bush administration is prepared to act and hundreds of inspectors are standing by ,  -RDQ-  Mineta said .|Critics argue that granting Mexican trucks unlimited access to the U.S. interior could harm the environment and highway safety because of less stringent safety and air-quality requirements across the border .|In ! 2402 , President Bush declared all U.S. roads open to truck traffic from Mexico , but the move was repeatedly stalled by legal challenges .
nyt_eng_20040430_0075_7|nyt_eng_200404|nyt_eng_20040430_0075|7|nyt_eng_20040430_0075_6|nyt_eng_20040430_0075_8| -LBQ-  We 'll be ready to go in October ,  -RDQ-  said Rodriguez , who had opposed delaying the trial longer than 60 days .| -LBQ-  We felt that the defense has had more than enough time to determine what the defense is going to be ,  -RDQ-  he said|Gilmore made her decision in an emergency hearing Tuesday , Cox said .
nyt_eng_20040430_0074_42|nyt_eng_200404|nyt_eng_20040430_0074|42|nyt_eng_20040430_0074_41|nyt_eng_20040430_0074_43|It helped that the elder Bush was a Texas oil man .| -LBQ-  It is a quite natural relationship , because Saudis and Texans speak the same language ,  -RDQ-  Al-Jubeir explained .|Indeed , in his 1964 campaign for the U.S. Senate in Texas , the elder Bush came under fire from incumbent Democrat Ralph Yarborough for his ties to the sheik of Kuwait , for whom Bush 's company drilled offshore oil wells .
nyt_eng_20040430_0074_36|nyt_eng_200404|nyt_eng_20040430_0074|36|nyt_eng_20040430_0074_35|nyt_eng_20040430_0074_37| -LBQ-  The Bush dynasty 's many decades of entanglement and money-hunting in the Middle East have created a major conflict of interest that deserves to be part of the 2004 political debate ,  -RDQ-  Phillips wrote .| -LBQ-  No previous presidency has had anything remotely similar .|Not one .  -RDQ- 
nyt_eng_20040430_0074_13|nyt_eng_200404|nyt_eng_20040430_0074|13|nyt_eng_20040430_0074_12|nyt_eng_20040430_0074_14|Saudi Arabia controls more of the world 's o -RCB- 7  -COL-  egulator for the global petroleum industry .|And no country consumes more oil , and is more dependejton Saudi oil , than the United States .|The appearance of Woodward 's book last month and his numerous television appearances prompted a vigorous public relations campaign by the Saudis , featuring vehement denials from Bandar that the kingdom planned to use its oil to influence the outcome of the presidential election .
nyt_eng_20040430_0073_19|nyt_eng_200404|nyt_eng_20040430_0073|19|nyt_eng_20040430_0073_18|nyt_eng_20040430_0073_20|If the counties do not provide the paper ballot alternative and meet more than 20 other conditions for upgrading security and reliability of the machines , those touch-screen systems will also be banned in the November election .| -LBQ-  I came real close _ real close _ to decertifying the machines outright in those 10 counties ,  -RDQ-  Shelley said .|But he explained that he made the decertification conditional because the machines have strong support from advocates for the disabled .
nyt_eng_20040430_0072_13|nyt_eng_200404|nyt_eng_20040430_0072|13|nyt_eng_20040430_0072_12|nyt_eng_20040430_0072_14|But people close to the negotiations said that several of the actors had grown concerned about the possibility that the show would be canceled if the impasse was not resolved .| -LBQ-  The Simpsons  -RDQ-  itself is remarkably resilient .|It remains Fox 's No. 1 Sunday series and ranks No. 1 in its time slot for adult viewers 18 to 49 years old , the demographic most coveted by advertisers .
nyt_eng_20040430_0072_1|nyt_eng_200404|nyt_eng_20040430_0072|1||nyt_eng_20040430_0072_2||Efforts by ! tle actors on  -LBQ-  The Simpsons  -RDQ-  to win new contracts granting them a percentage of the profits on the program , one of the most lucrative in television history , have ended after Fox threatened to shut down production , according to a person close to the negotiations .|As a result , Fox is expected to announce in the next few days that the actors , who provide voices for the animated program 's characters , will resume work on shows for the fall season .
nyt_eng_20040430_0071_66|nyt_eng_200404|nyt_eng_20040430_0071|66|nyt_eng_20040430_0071_65|nyt_eng_20040430_0071_67|If he should up and win , it 's almost like another Seabiscuit story , the way the thing unfolded , the tragic situation with Bob .|I 'm a Philadelphia guy and I 'm very fortunate to be here .|It 's given me the opportunity to live my dream .  -RDQ- 
nyt_eng_20040430_0071_37|nyt_eng_200404|nyt_eng_20040430_0071|37|nyt_eng_20040430_0071_36|nyt_eng_20040430_0071_38| -LBQ-  It 's a big , cold monstrosity and sometimes it 's just that feeling of cold metal going in ,  -RDQ-  Violette says .| -LBQ-  Some horses are very , very sensitive and when they get in , they feel that and fooom ! _ they can lose it .|Some are a little bit claustrophobic .
