hit_id,bigram_lower,adj_form_lower,all_forms_lower,adv_form_lower,text_window,token_str
pcc_eng_03_093.6413_x1500013_16:8-9,exactly_right,right,(+)_exactly_right,exactly,and i think what she says is exactly right .,And I think what she says is exactly right .
pcc_eng_29_055.0923_x0873787_091:7-8,exactly_right,right,(+)_exactly_right,exactly,"denniskucinich : well , that 's exactly right .","DENNISKUCINICH : Well , that 's exactly right ."
pcc_eng_14_010.9316_x0160430_09:17-18,exactly_right,right,(+)_exactly_right,exactly,", the calculation of their self-interest was exactly right -- unions should n't want anyone","If their slogans were juvenile and the instincts thuggish , the calculation of their self-interest was exactly right -- unions should n't want anyone to see this film ."
pcc_eng_18_078.0269_x1247362_092:3-4,exactly_right,right,(+)_exactly_right,exactly,"that 's exactly right , the guys said .","That 's exactly right , the guys said ."
pcc_eng_27_039.5010_x0622239_193:31-32,exactly_right,right,(+)_exactly_right,exactly,"this ? ' , you may be exactly right .","So the next time you are handed a specification / procedure / process and wonder ' What horse 's ass came up with this ? ' , you may be exactly right ."
pcc_eng_04_036.2696_x0570139_04:6-7,exactly_right,right,(+)_exactly_right,exactly,i think that may be exactly right .,I think that may be exactly right .
pcc_eng_27_033.9332_x0531864_36:4-5,exactly_right,right,(+)_exactly_right,exactly,' bishop is exactly right ; the book should be dipped,"' Bishop is exactly right ; the book should be dipped into so that the reader can flip through the pages and find pleasure in the voices that come through the essays , published over a long and productive career . '"
nyt_eng_20051209_0487_7:09-10,exactly_right,right,(+)_exactly_right,exactly,problem is wanting to be clever and exactly right with a purchase that looks as,the problem is wanting to be clever and exactly right with a purchase that looks as though it was made spontaneously .
pcc_eng_08_089.1313_x1426743_065:7-8,exactly_right,right,(+)_exactly_right,exactly,cruz : i think you are exactly right .,CRUZ : I think you are exactly right .
pcc_eng_09_063.9205_x1017969_191:5-6,exactly_right,right,(+)_exactly_right,exactly,ave : you 're exactly right .,AVE : You 're exactly right .
pcc_eng_23_005.8661_x0078523_447:24-25,exactly_right,right,(+)_exactly_right,exactly,"and wait until your sure it 's exactly right , and then what ?","You can be very fussy about what you let in there , and you can wait and wait until your sure it 's exactly right , and then what ?"
pcc_eng_28_020.5495_x0316009_456:4-5,exactly_right,right,(+)_exactly_right,exactly,and you are exactly right ... in many older entertainment books,"And you are exactly right ... in many older entertainment books they do not show these stars and their lifestyles , so I had assumed there were just a handful of them ."
pcc_eng_09_026.8131_x0417848_67:8-9,exactly_right,right,(+)_exactly_right,exactly,""" hushpuppy , i think you are exactly right ! "" she declared .",""" Hushpuppy , I think you are exactly right ! "" she declared ."
pcc_eng_09_063.9205_x1017969_083:10-11,exactly_right,right,(+)_exactly_right,exactly,... what was just said previously is exactly right .,EALONS : ... What was just said previously is exactly right .
pcc_eng_09_008.2660_x0117685_213:7-8,exactly_right,right,(+)_exactly_right,exactly,mcglinchy : melanie 's point is exactly right about protocols and standardized methods for,MCGLINCHY : Melanie 's point is exactly right about protocols and standardized methods for collection .
pcc_eng_10_004.8438_x0062167_13:23-24,exactly_right,right,(+)_exactly_right,exactly,", "" you know , you 're exactly right .","A friend of mine from Oklahoma sent me a note the other day , saying , "" You know , you 're exactly right ."
pcc_eng_10_058.1411_x0924063_55:3-4,exactly_right,right,(+)_exactly_right,exactly,"you 're exactly right ; given the twist , it","You 're exactly right ; given the twist , it actually makes sense that Bane is disposed of so easily ."
pcc_eng_01_074.3304_x1186133_069:8-9,exactly_right,right,(+)_exactly_right,exactly,- see more at : ian is exactly right .,- See more at : Ian is exactly right .
pcc_eng_11_027.1881_x0423620_27:3-4,exactly_right,right,(+)_exactly_right,exactly,"you are exactly right . ""","You are exactly right . """
pcc_eng_01_062.1035_x0988404_14:5-6,exactly_right,right,(+)_exactly_right,exactly,this seems to be exactly right .,This seems to be exactly right .
pcc_eng_17_104.5864_x1674558_30:16-17,exactly_right,right,(+)_exactly_right,exactly,"snow leopard at $ 29 was "" exactly right "" .","He said that Apple 's decision to price Snow Leopard at $ 29 was "" exactly right "" ."
pcc_eng_12_103.1079_x1650147_49:4-5,exactly_right,right,(+)_exactly_right,exactly,""" you 're exactly right , they are different , and",""" You 're exactly right , they are different , and theologically they will remain so and never be fully united as one church ."
pcc_eng_24_063.3827_x1009308_87:4-5,exactly_right,right,(+)_exactly_right,exactly,""" that is exactly right , "" agreed dallas , pausing",""" That is exactly right , "" agreed Dallas , pausing to draw off his pipe before proceeding ."
pcc_eng_val_2.11154_x34307_05:18-19,exactly_right,right,(+)_exactly_right,exactly,the farewell for your loved one is exactly right for you and your family .,"I offer guidance , support and advice to help ensure the farewell for your loved one is exactly right for you and your family ."
pcc_eng_03_054.1464_x0860860_268:26-27,exactly_right,right,(+)_exactly_right,exactly,be daunting trying to find what 's exactly right for you .,"If you 've been looking to buy the best locks for your home or business , it can be daunting trying to find what 's exactly right for you ."
apw_eng_19991027_0127_63:19-20,exactly_right,right,(+)_exactly_right,exactly,"page and said , ` that 's exactly right ! ' for me , that","after he was done , he stabbed his finger on the page and said , ` That 's exactly right ! ' For me , that 's high praise . ''"
pcc_eng_26_039.2183_x0617928_38:16-17,exactly_right,right,(+)_exactly_right,exactly,"and guitars , "" and that is exactly right .","The band 's myspace headline reads "" sunshine and guitars , "" and that is exactly right ."
pcc_eng_04_061.6183_x0979284_12:28-29,exactly_right,right,(+)_exactly_right,exactly,"and headliner , all of which are exactly right and installed by experts .","If you can touch it , it 's new , including the door panels , carpets , dash pad , and headliner , all of which are exactly right and installed by experts ."
pcc_eng_15_052.1780_x0827214_3:4-5,exactly_right,right,(+)_exactly_right,exactly,"the pacing is exactly right , and the different narrations flow","The pacing is exactly right , and the different narrations flow into each other seamlessly and naturally ."
pcc_eng_03_084.7395_x1356019_007:3-4,exactly_right,right,(+)_exactly_right,exactly,she was exactly right .,She was exactly right .
pcc_eng_09_101.2411_x1621910_203:5-6,exactly_right,right,(+)_exactly_right,exactly,coll : that 's exactly right .,COLL : That 's exactly right .
pcc_eng_24_022.0898_x0340676_08:30-31,exactly_right,right,(+)_exactly_right,exactly,"- "" schneemann "" excels with the exactly right amount of simplicity you just want","Although the album is mostly recorded in English , another German song apart from the first and the last one stands out - "" Schneemann "" excels with the exactly right amount of simplicity you just want to get lost in and complexity , where it 's desperately needed ."
