key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
NEG~not,NEGMIR,not,1404,240.665703,4957.9995,4.134937,0.82926977,0.0048125866,1.0,0.0048125866,291735,1404,1701929,1404.0,290331.0,0.0,1410194.0,291735.0,1410194.0,1404.0,1700525.0,291494.334296554,1163.334296554,1409030.665703446,31.047096,0.009579073,0.7659529,0.0048125866,0.82926977,0.82926977,0.41704118,1163.3342969999999,0.8285857,8.781227,8.636474,8.848285,9.017027,10.142503,8.912179,37.469987990390386,540.1249855357554,37.469987990390386
NEG~n't,NEGMIR,n't,245,41.996508,864.3697,3.375736,0.82870495,0.00083980325,1.0,0.00083980325,291735,245,1701929,245.0,291490.0,0.0,1410194.0,291735.0,1410194.0,245.0,1701684.0,291693.00349192,203.00349192,1409990.99650808,12.969418,0.001678197,0.7659529,0.00083980325,0.82870495,0.82870495,0.4147724,203.003492,0.8285857,6.225022,6.0763063,6.293784,6.466481,7.609216,6.359231,15.652475842498529,540.1249855357554,15.652475842498529
NEG~never,NEGMIR,never,153,26.226391,539.75006,3.171656,0.8286602,0.0005244486,1.0,0.0005244486,291735,153,1701929,153.0,291582.0,0.0,1410194.0,291735.0,1410194.0,153.0,1701776.0,291708.77360924,126.77360924,1410067.22639076,10.249039,0.001048347,0.7659529,0.0005244486,0.8286602,0.8286602,0.41459233,126.773609,0.8285857,5.518242,5.3665957,5.5882645,5.7638803,6.9193025,5.654857,12.36931687685298,540.1249855357554,12.36931687685298
NEG~slam,NEGMIR,slam,34,5.828087,119.93296,2.5231895,0.82860225,0.00011654412,1.0,0.00011654412,291735,34,1701929,34.0,291701.0,0.0,1410194.0,291735.0,1410194.0,34.0,1701895.0,291729.171913164,28.171913164,1410165.828086836,4.8314433,0.000233061,0.7659529,0.00011654412,0.82860225,0.82860225,0.4143594,28.171913,0.8285857,3.0835457,2.9027822,3.1660297,3.3704004,4.6487355,3.2439344,5.830951894845301,540.1249855357554,5.830951894845301
NEG~hardly,NEGMIR,hardly,24,4.113944,84.65788,2.3745215,0.82859737,8.226644e-05,1.0,8.226644e-05,291735,24,1701929,24.0,291711.0,0.0,1410194.0,291735.0,1410194.0,24.0,1701905.0,291730.886056351,19.886056351,1410174.113943649,4.059224,0.000164519,0.7659529,8.226644e-05,0.82859737,0.82859737,0.4143398,19.886056,0.8285857,2.4331636,2.2354817,2.5228531,2.7437654,4.0913925,2.607279,4.898979485566356,540.1249855357554,4.898979485566356
NEG~doubt,NEGMIR,doubt,21,3.599701,74.07546,2.3177896,0.8285959,7.198314e-05,1.0,7.198314e-05,291735,21,1701929,21.0,291714.0,0.0,1410194.0,291735.0,1410194.0,21.0,1701908.0,291731.400299307,17.400299307,1410176.599700692,3.7970567,0.000143956,0.7659529,7.198314e-05,0.8285959,0.8285959,0.41433394,17.400299,0.8285857,2.167185,1.9609607,2.2605052,2.4897332,3.871876,2.3482127,4.58257569495584,540.1249855357554,4.58257569495584
NEG~barely,NEGMIR,barely,17,2.914043,59.96566,2.228383,0.82859397,5.827206e-05,1.0,5.827206e-05,291735,17,1701929,17.0,291718.0,0.0,1410194.0,291735.0,1410194.0,17.0,1701912.0,291732.085956582,14.085956582,1410179.914043418,3.4163463,0.000116537,0.7659529,5.827206e-05,0.82859397,0.82859397,0.4143261,14.085957,0.8285857,1.7216477,1.4987799,1.8220291,2.0674026,3.5160272,1.9161128,4.123105625617661,540.1249855357554,4.123105625617661
NEG~rarely,NEGMIR,rarely,16,2.742629,56.438225,2.2028275,0.8285935,5.484429e-05,1.0,5.484429e-05,291735,16,1701929,16.0,291719.0,0.0,1410194.0,291735.0,1410194.0,16.0,1701913.0,291732.257370901,13.257370901,1410180.742629099,3.3143427,0.000109683,0.7659529,5.484429e-05,0.8285935,0.8285935,0.41432416,13.257371,0.8285857,1.5872775,1.3587911,1.6900395,1.9408485,3.4117146,1.7862712,4.0,540.1249855357554,4.0
NEG~non,NEGMIR,non,9,1.542729,31.74632,1.9630567,0.82859004,3.084992e-05,1.0,3.084992e-05,291735,9,1701929,9.0,291726.0,0.0,1410194.0,291735.0,1410194.0,9.0,1701920.0,291733.457271132,7.457271132,1410186.542728868,2.485757,6.1698e-05,0.7659529,3.084992e-05,0.82859004,0.82859004,0.41431046,7.457271,0.8285857,0.103466704,0.0,0.24048008,0.56922156,2.3534224,0.36755615,3.0,540.1249855357554,3.0
NEG~the-less,NEGMIR,the-less,6,1.028486,21.164164,1.798242,0.8285886,2.056661e-05,1.0,2.056661e-05,291735,6,1701929,6.0,291729.0,0.0,1410194.0,291735.0,1410194.0,6.0,1701923.0,291733.971514088,4.971514088,1410189.028485912,2.029612,4.1132e-05,0.7659529,2.056661e-05,0.8285886,0.8285886,0.41430458,4.971514,0.8285857,0.0,0.0,0.0,0.0,1.4954447,0.0,2.449489742783178,540.1249855357554,2.449489742783178
