key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
NEG~not,NEGATED,not,5660,246.6109,35479.37763,5.3961167,0.9565035,0.0017834181,1.0,0.001783418,3173681,5660,72839571,5660.0,3168021.0,0.0,69665890.0,3173681.0,69665890.0,5660.0,72833911.0,3173434.389068423,5413.389068423,69660476.61093158,71.95501,0.003560486,1.3608041,0.0017834181,0.9565035,0.9565035,0.47914344,5413.3891,0.9564292,12.780778,12.654524,12.83874,12.983016,14.339137,13.171104,75.2329714952161,1781.4828093473145,75.2329714952161
NEG~n't,NEGATED,n't,3621,157.77,22695.79857,5.201871,0.9564767,0.0011409464,1.0,0.0011409464,3173681,3621,72839571,3621.0,3170060.0,0.0,69665890.0,3173681.0,69665890.0,3621.0,72835950.0,3173523.230002961,3463.230002961,69662426.76999705,57.552883,0.002279292,1.3608041,0.0011409464,0.9564767,0.9564767,0.47880882,3463.23,0.9564292,12.135098,12.008729,12.19311,12.3375025,13.694293,12.525724,60.174745533321534,1781.4828093473145,60.174745533321534
NEG~necessarily,NEGATED,necessarily,42595,2132.6617,230256.75878,2.1737046,0.82721204,0.013330146,0.870227,0.013421324,3173681,48947,72839571,42595.0,3131086.0,6352.0,69659538.0,3173681.0,69665890.0,48947.0,72790624.0,3171548.338291888,46814.338291888,69619075.66170812,196.05217,0.026434947,1.3004366,0.013330146,0.82721204,0.82721204,0.42027107,40462.3383,0.9499316,7.096213,7.090909,7.0985785,7.1042852,7.1472473,7.111352,206.3855615104894,1781.4828093473145,221.23968902527412
NEG~that,NEGATED,that,164768,9074.1494,831134.95845,1.9427791,0.74973005,0.05129268,0.7911573,0.051917,3173681,208262,72839571,164768.0,3008913.0,43494.0,69622396.0,3173681.0,69665890.0,208262.0,72631309.0,3164606.850559691,199187.850559691,69466702.1494403,383.56152,0.09743984,1.2590669,0.05129268,0.74973005,0.74973005,0.40051138,155693.8506,0.9449277,6.3353004,6.333148,6.3362603,6.3385744,6.355947,6.3414383,405.9162475191157,1781.4828093473145,456.3573161460217
NEG~exactly,NEGATED,exactly,43813,2555.1245,210126.00422,1.8178538,0.7041099,0.013592232,0.7471139,0.013805105,3173681,58643,72839571,43813.0,3129868.0,14830.0,69651060.0,3173681.0,69665890.0,58643.0,72780928.0,3171125.875466345,56087.875466345,69609802.12453365,197.1085,0.027109288,1.234191,0.013592232,0.7041099,0.7041099,0.35885108,41257.8755,0.94168115,5.94429,5.940507,5.945977,5.9500446,5.9805994,5.9550786,209.3155512617254,1781.4828093473145,242.16316813256304
NEG~immediately,NEGATED,immediately,56099,4225.1947,224058.7969,1.4864539,0.5356435,0.017089605,0.5785012,0.01767632,3173681,96973,72839571,56099.0,3117582.0,40874.0,69625016.0,3173681.0,69665890.0,96973.0,72742598.0,3169455.805323702,92747.805323702,69573142.1946763,219.01334,0.034304455,1.1231084,0.017089605,0.5356435,0.5356435,0.27636656,51873.8053,0.9246833,4.8616796,4.859072,4.8628416,4.865644,4.8866596,4.86911,236.8522746354782,1781.4828093473145,311.4048811435042
NEG~yet,NEGATED,yet,51867,4172.474,197610.28531,1.4208047,0.49870318,0.015712759,0.54161835,0.016342852,3173681,95763,72839571,51867.0,3121814.0,43896.0,69621994.0,3173681.0,69665890.0,95763.0,72743808.0,3169508.526035223,91590.526035223,69574299.47396478,209.42232,0.03172833,1.0944974,0.015712759,0.49870318,0.49870318,0.25720796,47694.526,0.91955435,4.6457334,4.643131,4.6468935,4.64969,4.670662,4.6531496,227.7432765198569,1781.4828093473145,309.4559742515888
NEG~before,NEGATED,before,308,29.6717,1025.56007,1.2584612,0.40870905,9.16941e-05,0.45227605,9.704819e-05,3173681,681,72839571,308.0,3173373.0,373.0,69665517.0,3173681.0,69665890.0,681.0,72838890.0,3173651.328260706,651.328260706,69665238.6717393,15.859224,0.000194055,1.0162077,9.16941e-05,0.40870905,0.40870905,0.20440038,278.3283,0.90366334,3.5616324,3.5299175,3.5757515,3.6097405,3.8627267,3.6516974,17.549928774784245,1781.4828093473145,26.095976701399778
NEG~any,NEGATED,any,15384,1498.0525,50880.76142,1.2518128,0.4040633,0.0045746667,0.44744343,0.004847368,3173681,34382,72839571,15384.0,3158297.0,18998.0,69646892.0,3173681.0,69665890.0,34382.0,72805189.0,3172182.947517758,32883.947517758,69633006.05248225,111.95433,0.009590834,1.0115422,0.0045746667,0.4040633,0.4040633,0.204319,13885.9475,0.9026227,4.065986,4.0616193,4.0679326,4.0726237,4.1077766,4.0784264,124.03225386970922,1781.4828093473145,185.42383881259713
NEG~anymore,NEGATED,anymore,422,42.2201,1366.19625,1.2289538,0.3919349,0.0001251169,0.4355005,0.00013296863,3173681,969,72839571,422.0,3173259.0,547.0,69665343.0,3173681.0,69665890.0,969.0,72838602.0,3173638.779859948,926.779859947,69664963.22014005,18.487394,0.000265856,0.99979275,0.0001251169,0.3919349,0.3919349,0.19603,379.7799,0.89995235,3.5622077,3.535558,3.5740736,3.6026437,3.8154645,3.6379204,20.54263858417414,1781.4828093473145,31.12876483254676
