key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
NEG~sure,NEGATED,sure,128062,11326.288,459578.54173,1.3506776,0.45617625,0.038479477,0.4986508,0.040351253,3173681,256817,71961373,128062.0,3045619.0,128755.0,68658937.0,3173681.0,68787692.0,256817.0,71704556.0,3162354.712029132,245490.712029133,68542201.28797087,326.20724,0.07466088,1.0533327,0.038479477,0.45617625,0.45617625,0.24732786,116735.712,0.91155624,4.3975277,4.3960056,4.3982043,4.3998303,4.4141417,4.40402,357.8575135441479,1781.4828093473145,506.77115150726564
NEG~bad,NEGATED,bad,104709,18778.7391,210058.94306,0.8618471,0.20301162,0.028325107,0.24591295,0.032992918,3173681,425797,71961373,104709.0,3068972.0,321088.0,68466604.0,3173681.0,68787692.0,425797.0,71535576.0,3154902.26090122,407018.26090122,68380673.73909879,265.55478,0.0581801,0.74631757,0.028325107,0.20301162,0.20301162,0.115668364,85930.2609,0.82065785,2.7918868,2.7905095,2.792499,2.79397,2.8069065,2.7977588,323.58770063152895,1781.4828093473145,652.5312253064983
NEG~distant,NEGATED,distant,8043,1512.1446,15234.07157,0.82329047,0.19056694,0.0021527593,0.2345787,0.0025342812,3173681,34287,71961373,8043.0,3165638.0,26244.0,68761448.0,3173681.0,68787692.0,34287.0,71927086.0,3172168.855415891,32774.855415891,68754917.1445841,72.82174,0.005014389,0.7258248,0.0021527593,0.19056694,0.19056694,0.09635985,6530.8554,0.81199247,2.625685,2.6207027,2.627899,2.6332164,2.6798642,2.6468992,89.6827742657418,1781.4828093473145,185.1674917473367
NEG~surprising,NEGATED,surprising,16339,3084.842,30846.29524,0.82185555,0.18967295,0.004368955,0.23359115,0.0051482804,3173681,69947,71961373,16339.0,3157342.0,53608.0,68734084.0,3173681.0,68787692.0,69947.0,71891426.0,3170596.158012522,66862.158012522,68720829.84198748,103.690605,0.010074521,0.7239925,0.004368955,0.18967295,0.18967295,0.097020954,13254.158,0.81119764,2.6495981,2.6461189,2.6511443,2.6548586,2.687475,2.66442,127.82409788455384,1781.4828093473145,264.47495155496296
NEG~clear,NEGATED,clear,71543,15277.3043,119591.62259,0.759567,0.16321363,0.018546807,0.20653053,0.022542594,3173681,346404,71961373,71543.0,3102138.0,274861.0,68512831.0,3173681.0,68787692.0,346404.0,71614969.0,3158403.695700594,331126.695700595,68456565.3042994,210.35852,0.04064845,0.6705204,0.018546807,0.16321363,0.16321363,0.090880215,56265.6957,0.7864598,2.4613442,2.4597178,2.4620674,2.4638045,2.4790747,2.4682777,267.47523249826327,1781.4828093473145,588.5609569110068
NEG~keen,NEGATED,keen,9108,1945.6287,15101.70007,0.7522478,0.16245274,0.0023609253,0.20645571,0.0028698537,3173681,44116,71961373,9108.0,3164573.0,35008.0,68752684.0,3173681.0,68787692.0,44116.0,71917257.0,3171735.371322292,42170.371322293,68745521.62867771,75.04907,0.005661016,0.67036307,0.0023609253,0.16245274,0.16245274,0.082406834,7162.3713,0.78638244,2.3975608,2.3929617,2.3996046,2.4045131,2.4475722,2.4171438,95.4358423235212,1781.4828093473145,210.03809178337153
NEG~late,NEGATED,late,26094,6083.9927,39303.33965,0.70671004,0.14533016,0.006595879,0.18915412,0.008221999,3173681,137951,71961373,26094.0,3147587.0,111857.0,68675835.0,3173681.0,68787692.0,137951.0,71823422.0,3167597.007305322,131867.007305322,68655824.99269468,123.87308,0.015758997,0.632352,0.006595879,0.14533016,0.14533016,0.07596302,20010.0073,0.76684326,2.2810142,2.2783403,2.2822025,2.2850573,2.310132,2.2924066,161.53637361288014,1781.4828093473145,371.4175547816769
NEG~ready,NEGATED,ready,24232,6209.8173,32577.63164,0.6563416,0.12824576,0.0059406343,0.17209738,0.0076352977,3173681,140804,71961373,24232.0,3149449.0,116572.0,68671120.0,3173681.0,68787692.0,140804.0,71820569.0,3167471.18269254,134594.18269254,68653097.81730746,115.77446,0.014621879,0.59131044,0.0059406343,0.12824576,0.12824576,0.06709319,18022.1827,0.74373484,2.1130853,2.1103375,2.1143064,2.1172402,2.1430035,2.124792,155.66630977832037,1781.4828093473145,375.23859076592856
NEG~worried,NEGATED,worried,12973,3657.3374,15388.82289,0.6055197,0.11246395,0.0030707128,0.1564369,0.0040876823,3173681,82928,71961373,12973.0,3160708.0,69955.0,68717737.0,3173681.0,68787692.0,82928.0,71878445.0,3170023.662639747,79270.662639747,68708421.33736025,81.78874,0.007967183,0.5498754,0.0030707128,0.11246395,0.11246395,0.05776733,9315.6626,0.7180808,1.9275024,1.9237676,1.9291621,1.9331484,1.9681238,1.9434066,113.89907813498755,1781.4828093473145,287.9722208825011
NEG~easy,NEGATED,easy,86698,25493.0897,98128.27007,0.59148955,0.10674075,0.020174915,0.1499859,0.027317805,3173681,578041,71961373,86698.0,3086983.0,491343.0,68296349.0,3173681.0,68787692.0,578041.0,71383332.0,3148187.910270862,552547.910270862,68235144.08972915,207.86517,0.04621771,0.5315866,0.020174915,0.10674075,0.10674075,0.06345783,61204.9103,0.70595527,1.9047543,1.9033264,1.905389,1.9069138,1.9203181,1.9108405,294.44524108906904,1781.4828093473145,760.2900762209118
NEG~enough,NEGATED,enough,21582,6518.5794,23290.63117,0.5710747,0.10212391,0.0049653407,0.14601672,0.0068003056,3173681,147805,71961373,21582.0,3152099.0,126223.0,68661469.0,3173681.0,68787692.0,147805.0,71813568.0,3167162.420647644,141286.420647644,68646405.57935235,102.53633,0.012995388,0.5199387,0.0049653407,0.10212391,0.10212391,0.053544622,15063.420600000001,0.6979622,1.828674,1.8258039,1.8299495,1.8330135,1.8599141,1.8409001,146.9081345603435,1781.4828093473145,384.4541585156805
NEG~lucky,NEGATED,lucky,12287,3838.2902,12607.00358,0.5530442,0.09719457,0.00278494,0.14117958,0.0038715296,3173681,87031,71961373,12287.0,3161394.0,74744.0,68712948.0,3173681.0,68787692.0,87031.0,71874342.0,3169842.709822977,83192.709822977,68704499.29017702,76.21974,0.007536391,0.50530803,0.00278494,0.09719457,0.09719457,0.049989752,8448.7098,0.6876137,1.7520994,1.7482928,1.7537909,1.7578535,1.7934916,1.7683073,110.84674104365901,1781.4828093473145,295.01016931624577
NEG~satisfied,NEGATED,satisfied,8662,2725.1856,8789.40915,0.54909813,0.096159965,0.0019569462,0.14017996,0.0027293228,3173681,61792,71961373,8662.0,3165019.0,53130.0,68734562.0,3173681.0,68787692.0,61792.0,71899581.0,3170955.81441534,59066.814415339,68728625.18558466,63.78879,0.005354395,0.5022221,0.0019569462,0.096159965,0.096159965,0.049058456,5936.8144,0.6853861,1.7246163,1.7200731,1.726635,1.7314831,1.7739828,1.7439548,93.06986622962343,1781.4828093473145,248.57996701262957
NEG~necessary,NEGATED,necessary,13328,4542.2994,11955.96479,0.50935966,0.085425295,0.0028960218,0.1294056,0.00419954,3173681,102994,71961373,13328.0,3160353.0,89666.0,68698026.0,3173681.0,68787692.0,102994.0,71858379.0,3169138.700606768,98451.700606769,68689240.29939324,76.10162,0.008135076,0.46748924,0.0028960218,0.085425295,0.085425295,0.04416066,8785.7006,0.65919125,1.6105899,1.6069607,1.6122026,1.6160761,1.6500567,1.6260434,115.44695751729449,1781.4828093473145,320.92678292719665
NEG~certain,NEGATED,certain,8293,3229.322,5899.52084,0.44296268,0.06922464,0.0016691352,0.11325676,0.0026130541,3173681,73223,71961373,8293.0,3165388.0,64930.0,68722762.0,3173681.0,68787692.0,73223.0,71888150.0,3170451.67801551,69993.67801551,68717698.32198448,55.604538,0.005108251,0.40960032,0.0016691352,0.06922464,0.06922464,0.035446886,5063.678,0.61059666,1.3717748,1.3671966,1.373809,1.3786939,1.4215037,1.3912592,91.0659101969557,1781.4828093473145,270.5974870541114
NEG~true,NEGATED,true,25531,10016.927,17962.02216,0.4407718,0.06852169,0.0051138885,0.11240798,0.008044601,3173681,227128,71961373,25531.0,3148150.0,201597.0,68586095.0,3173681.0,68787692.0,227128.0,71734245.0,3163664.073027692,217111.073027692,68570580.92697231,97.093895,0.015014663,0.40633333,0.0051138885,0.06852169,0.06852169,0.03681779,15514.073,0.6076563,1.401608,1.39902,1.4027582,1.405521,1.4297786,1.4126326,159.78422950967345,1781.4828093473145,476.5794792057249
