16567	POSITIVE	simple
12725	POSITIVE	important
9322	POSITIVE	different
9179	POSITIVE	likely
7879	POSITIVE	easy
7533	POSITIVE	familiar
6959	POSITIVE	better
6824	POSITIVE	different
6687	POSITIVE	worse
6670	POSITIVE	small
6646	POSITIVE	important
6473	POSITIVE	good
5518	POSITIVE	difficult
5423	POSITIVE	common
5141	POSITIVE	special
4861	POSITIVE	interesting
4688	POSITIVE	right
4437	POSITIVE	much
4361	POSITIVE	right
4290	POSITIVE	close
4273	POSITIVE	serious
4209	POSITIVE	enough
4076	POSITIVE	busy
3840	POSITIVE	good
3758	POSITIVE	difficult
3748	POSITIVE	similar
3747	POSITIVE	different
3504	POSITIVE	different
3438	POSITIVE	expensive
3302	POSITIVE	good
3267	POSITIVE	little
3091	POSITIVE	wrong
3030	POSITIVE	powerful
3007	POSITIVE	important
2984	POSITIVE	better
2961	POSITIVE	effective
2929	POSITIVE	special
2922	POSITIVE	sure
2900	POSITIVE	right
2799	POSITIVE	enough
2780	POSITIVE	happy
2765	POSITIVE	bigger
2745	POSITIVE	able
2701	POSITIVE	impressive
2656	POSITIVE	big
2631	POSITIVE	available
2601	POSITIVE	complex
2593	POSITIVE	young
2588	POSITIVE	real
2582	POSITIVE	sinister
2567	POSITIVE	excited
2540	POSITIVE	interesting
2539	POSITIVE	different
2524	POSITIVE	new
2519	POSITIVE	small
2503	POSITIVE	more
2482	POSITIVE	good
2465	POSITIVE	late
2431	POSITIVE	simple
2429	POSITIVE	aware
2401	POSITIVE	possible
2400	POSITIVE	nice
2397	POSITIVE	wrong
2285	POSITIVE	complicated
2265	POSITIVE	good
2076	POSITIVE	valuable
2049	POSITIVE	different
2042	POSITIVE	remarkable
2032	POSITIVE	close
2028	POSITIVE	little
2025	POSITIVE	good
2009	POSITIVE	busy
2000	POSITIVE	expensive
1996	POSITIVE	proud
1991	POSITIVE	low
1981	POSITIVE	excited
1950	POSITIVE	alive
1941	POSITIVE	high
1937	POSITIVE	aware
1917	POSITIVE	simple
1901	POSITIVE	exciting
1899	POSITIVE	helpful
1878	POSITIVE	wrong
1876	POSITIVE	cold
1855	POSITIVE	comfortable
1850	POSITIVE	friendly
1843	POSITIVE	aware
1836	POSITIVE	more
1831	POSITIVE	interested
1773	POSITIVE	happy
1758	POSITIVE	substantial
1757	POSITIVE	hard
1755	POSITIVE	important
1746	POSITIVE	special
1745	POSITIVE	happy
1733	POSITIVE	young
1730	POSITIVE	dangerous
1729	POSITIVE	beautiful
1728	POSITIVE	fine
1725	POSITIVE	nice
1715	POSITIVE	worse
1715	POSITIVE	new
1698	POSITIVE	big
1689	POSITIVE	many
1662	POSITIVE	expensive
1647	POSITIVE	available
1560	POSITIVE	larger
1543	POSITIVE	complex
1526	POSITIVE	cool
1509	POSITIVE	fun
1500	POSITIVE	worth
1488	POSITIVE	bad
1481	POSITIVE	easy
1475	POSITIVE	important
1473	POSITIVE	small
1462	POSITIVE	short
1452	POSITIVE	large
1451	POSITIVE	good
1444	POSITIVE	impossible
1438	POSITIVE	excited
1436	POSITIVE	exciting
1434	POSITIVE	young
1428	POSITIVE	challenging
1425	POSITIVE	close
1410	POSITIVE	specific
1407	POSITIVE	old
1404	POSITIVE	meaningful
1393	POSITIVE	significant
1388	POSITIVE	small
1378	POSITIVE	special
1361	POSITIVE	different
1354	POSITIVE	large
1346	POSITIVE	nice
1339	POSITIVE	likely
1288	POSITIVE	close
1284	POSITIVE	high
1273	POSITIVE	subtle
1262	POSITIVE	little
1256	POSITIVE	bad
1254	POSITIVE	hard
1252	POSITIVE	efficient
1245	POSITIVE	willing
1238	POSITIVE	sure
1217	POSITIVE	bad
1215	POSITIVE	easy
1211	POSITIVE	clear
1207	POSITIVE	likely
1200	POSITIVE	supportive
1198	POSITIVE	easy
1193	POSITIVE	easier
1193	POSITIVE	important
1189	POSITIVE	true
1186	POSITIVE	interested
1184	POSITIVE	positive
1181	POSITIVE	useful
1179	POSITIVE	expensive
1175	POSITIVE	accurate
1172	POSITIVE	many
1165	POSITIVE	funny
1164	POSITIVE	basic
1144	POSITIVE	available
1143	POSITIVE	serious
1138	POSITIVE	slow
1138	POSITIVE	ready
1136	POSITIVE	appropriate
1130	POSITIVE	difficult
1128	POSITIVE	accessible
1128	POSITIVE	bad
1124	POSITIVE	friendly
1122	POSITIVE	enjoyable
1116	POSITIVE	great
1115	POSITIVE	personal
1113	POSITIVE	eager
1110	POSITIVE	worth
1105	POSITIVE	curious
1103	POSITIVE	unique
1103	POSITIVE	akin
1096	POSITIVE	available
1088	POSITIVE	strange
1083	POSITIVE	good
1082	POSITIVE	hard
1082	POSITIVE	easy
1079	POSITIVE	best
1072	POSITIVE	higher
1069	POSITIVE	ill
1067	POSITIVE	clear
1062	POSITIVE	surprising
1061	POSITIVE	worse
1060	POSITIVE	successful
1059	POSITIVE	concerned
1058	POSITIVE	hot
1057	POSITIVE	great
1054	POSITIVE	important
1054	POSITIVE	tired
1050	POSITIVE	new
1037	POSITIVE	high
1036	POSITIVE	specific
1032	POSITIVE	special
1030	POSITIVE	available
1027	POSITIVE	interesting
1016	POSITIVE	able
1002	POSITIVE	low
997	POSITIVE	lazy
990	POSITIVE	productive
982	POSITIVE	hard
975	POSITIVE	happy
971	POSITIVE	interested
970	POSITIVE	most
964	POSITIVE	beautiful
960	POSITIVE	familiar
954	POSITIVE	busy
949	POSITIVE	clear
938	POSITIVE	different
938	POSITIVE	proud
934	POSITIVE	profound
927	POSITIVE	new
921	POSITIVE	big
916	POSITIVE	free
914	POSITIVE	possible
908	POSITIVE	affordable
898	POSITIVE	guilty
897	POSITIVE	willing
894	POSITIVE	wrong
888	POSITIVE	attractive
885	POSITIVE	obvious
885	POSITIVE	personal
884	POSITIVE	useful
880	POSITIVE	strong
880	POSITIVE	precise
877	POSITIVE	old
877	POSITIVE	young
876	POSITIVE	pleased
874	POSITIVE	lucky
872	POSITIVE	wrong
865	POSITIVE	big
855	POSITIVE	large
855	POSITIVE	free
852	POSITIVE	interested
849	POSITIVE	popular
849	POSITIVE	new
832	POSITIVE	relevant
832	POSITIVE	plain
821	POSITIVE	poor
820	POSITIVE	better
819	POSITIVE	popular
819	POSITIVE	afraid
815	POSITIVE	severe
808	POSITIVE	appealing
805	POSITIVE	more
805	POSITIVE	intense
793	POSITIVE	real
789	POSITIVE	rare
787	POSITIVE	professional
781	POSITIVE	scared
779	POSITIVE	related
771	POSITIVE	close
771	POSITIVE	complicated
767	POSITIVE	greater
761	POSITIVE	related
759	POSITIVE	convenient
758	POSITIVE	aware
752	POSITIVE	unique
751	POSITIVE	concerned
749	POSITIVE	weak
745	POSITIVE	kind
744	POSITIVE	modern
741	POSITIVE	right
740	POSITIVE	strong
740	POSITIVE	happy
739	POSITIVE	creative
737	POSITIVE	common
736	POSITIVE	obvious
731	POSITIVE	greater
730	POSITIVE	positive
724	POSITIVE	good
722	POSITIVE	compelling
719	POSITIVE	advanced
718	POSITIVE	dangerous
717	POSITIVE	deeper
716	POSITIVE	sad
712	POSITIVE	bigger
712	POSITIVE	important
712	POSITIVE	human
705	POSITIVE	cool
700	POSITIVE	real
698	POSITIVE	powerful
695	POSITIVE	greater
688	POSITIVE	higher
686	POSITIVE	difficult
686	POSITIVE	few
686	POSITIVE	lower
682	POSITIVE	poignant
681	POSITIVE	sophisticated
678	POSITIVE	available
676	POSITIVE	satisfying
672	POSITIVE	close
670	POSITIVE	fundamental
666	POSITIVE	unique
664	POSITIVE	beautiful
663	POSITIVE	worth
662	POSITIVE	amazing
661	POSITIVE	wonderful
660	POSITIVE	careful
658	POSITIVE	much
656	POSITIVE	active
655	POSITIVE	big
654	POSITIVE	different
650	POSITIVE	dramatic
646	POSITIVE	serious
645	POSITIVE	heavy
645	POSITIVE	permanent
641	POSITIVE	long
640	POSITIVE	new
639	POSITIVE	familiar
638	POSITIVE	urgent
636	POSITIVE	rare
632	POSITIVE	apparent
629	POSITIVE	satisfied
629	POSITIVE	supportive
627	POSITIVE	tight
622	POSITIVE	painful
622	POSITIVE	difficult
618	POSITIVE	cool
616	POSITIVE	familiar
615	POSITIVE	familiar
612	POSITIVE	mundane
612	POSITIVE	wrong
609	POSITIVE	important
608	POSITIVE	different
608	POSITIVE	available
607	POSITIVE	trivial
607	POSITIVE	happy
606	POSITIVE	traditional
604	POSITIVE	different
603	POSITIVE	precious
602	POSITIVE	old
601	POSITIVE	fun
601	POSITIVE	effective
599	POSITIVE	helpful
599	POSITIVE	dangerous
598	POSITIVE	impressed
593	POSITIVE	necessary
592	POSITIVE	quick
590	POSITIVE	short
590	POSITIVE	confusing
589	POSITIVE	successful
584	POSITIVE	difficult
579	POSITIVE	complex
578	POSITIVE	practical
578	POSITIVE	soft
577	POSITIVE	few
575	POSITIVE	difficult
572	POSITIVE	effective
572	POSITIVE	willing
571	POSITIVE	thin
569	POSITIVE	obvious
568	POSITIVE	new
568	POSITIVE	disturbing
563	POSITIVE	ready
560	POSITIVE	amazing
560	POSITIVE	aware
556	POSITIVE	memorable
555	POSITIVE	fatal
555	POSITIVE	aggressive
550	POSITIVE	suitable
545	POSITIVE	vulnerable
545	POSITIVE	stupid
543	POSITIVE	popular
539	POSITIVE	strong
539	POSITIVE	sweet
538	POSITIVE	special
537	POSITIVE	true
537	POSITIVE	few
536	POSITIVE	powerful
535	POSITIVE	present
535	POSITIVE	kind
533	POSITIVE	critical
532	POSITIVE	aware
531	POSITIVE	clean
530	POSITIVE	perfect
530	POSITIVE	realistic
527	POSITIVE	tangible
527	POSITIVE	shocking
526	POSITIVE	rewarding
525	POSITIVE	likely
524	POSITIVE	familiar
522	POSITIVE	older
522	POSITIVE	harder
521	POSITIVE	correct
520	POSITIVE	old
518	POSITIVE	complex
516	POSITIVE	ready
515	POSITIVE	unique
514	POSITIVE	full
512	POSITIVE	open
511	POSITIVE	satisfied
510	POSITIVE	complicated
509	POSITIVE	powerful
509	POSITIVE	grateful
509	POSITIVE	exciting
508	POSITIVE	objectionable
506	POSITIVE	ambitious
506	POSITIVE	closer
504	POSITIVE	necessary
504	POSITIVE	interested
504	POSITIVE	stupid
504	POSITIVE	intriguing
502	POSITIVE	similar
501	POSITIVE	simple
499	POSITIVE	third
499	POSITIVE	dark
497	POSITIVE	stupid
495	POSITIVE	active
494	POSITIVE	unrelated
493	POSITIVE	complicated
491	POSITIVE	beautiful
491	POSITIVE	strong
485	POSITIVE	personal
484	POSITIVE	exciting
483	POSITIVE	open
483	POSITIVE	special
482	POSITIVE	perfect
480	POSITIVE	comfortable
480	POSITIVE	intimate
479	POSITIVE	impossible
477	POSITIVE	entertaining
475	POSITIVE	smaller
475	POSITIVE	important
473	POSITIVE	large
473	POSITIVE	frustrating
473	POSITIVE	close
470	POSITIVE	comfortable
470	POSITIVE	better
470	POSITIVE	exotic
470	POSITIVE	related
469	POSITIVE	possible
467	POSITIVE	available
467	POSITIVE	short
466	POSITIVE	large
462	POSITIVE	tragic
461	POSITIVE	easy
460	POSITIVE	tired
460	POSITIVE	appropriate
460	POSITIVE	secure
459	POSITIVE	necessary
456	POSITIVE	impressive
455	POSITIVE	dead
454	POSITIVE	available
453	POSITIVE	equal
451	POSITIVE	basic
449	POSITIVE	impressed
449	POSITIVE	impossible
449	POSITIVE	evident
446	POSITIVE	more
444	POSITIVE	dark
443	POSITIVE	happy
441	POSITIVE	pleasant
441	POSITIVE	available
440	POSITIVE	sensitive
439	POSITIVE	loose
439	POSITIVE	sensitive
439	POSITIVE	excited
439	POSITIVE	cute
438	POSITIVE	potent
