hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,label,status
apw_eng_20100312_0914_8:8,neg-ext-subj,reportedly_able,reportedly,able,"At the time , no one was reportedly able to identify him , said the Jon Anza Collective , a committee organized after his disappearance .",apw_eng_20100312_0914_8,8,apw_eng_201003,"French officials told Anza 's family that he had fallen ill on a street on April 29 and was taken to a hospital in Toulouse , where he died May 11 .","The family was told that the body remained in the morgue since then , the collective said , confirming a report that appeared in Le Parisien newspaper .",apw_eng_20100312_0914_8:8_discard,discard
apw_eng_19990522_0918_11:5,neg-ext-subj,yet_sure,yet,sure,But no one is yet sure whether entertainers or models sell better .,apw_eng_19990522_0918_11,5,apw_eng_199905,And their heirs are n't apparent .,"Last January , a death knell directive from leading fashion editor Linda Wells appeared in The New York Times  -COL-   -LBQ-  Nobody cares about models anymore .  -RDQ-",apw_eng_19990522_0918_11:5_discard,discard
apw_eng_19990521_1080_10:6,neg-ext-subj,really_ready,really,ready,-LBQ-  No one is ever really ready for a category 4 or 5 .  -RDQ-,apw_eng_19990521_1080_10,6,apw_eng_199905,"-LBQ-  Are you ready for a category 4 or 5 ,  -RDQ-  said Chip Patterson , chief of emergency preparedness for Jacksonville .","Hurricane experts and emergency management planners statewide wonder what would happen if their communities faced a storm as devastating as Andrew , which killed 26 people , left 160,000 homeless and caused an estimated damage of $ 25 billion .",apw_eng_19990521_1080_10:6_discard,discard
apw_eng_19990518_1199_10:6,neg-ext-subj,really_ready,really,ready,-LBQ-  No one is ever really ready for a category 4 or 5 .  -RDQ-,apw_eng_19990518_1199_10,6,apw_eng_199905,"-LBQ-  Are you ready for a category 4 or 5 ,  -RDQ-  said Chip Patterson , chief of emergency preparedness for Jacksonville .","Hurricane experts and emergency management planners statewide wonder what would happen if their communities faced a storm as devastating as Andrew , which killed 26 people , left 160,000 homeless and caused an estimated damage of dlrs 25 billion .",apw_eng_19990518_1199_10:6_discard,discard
apw_eng_19990513_1454_2:4,neg-ext-subj,quite_sure,quite,sure,"No one is quite sure why it 's happening , but it 's created the kind of excitement zoos lust for .",apw_eng_19990513_1454_2,4,apw_eng_199905,"The chimpanzees keep getting pregnant , even though all the males thought capable of breeding have had vasectomies .","-LBQ-  The zoo has never had this much publicity about anything ,  -RDQ-  zookeeper Vicki Bingaman said .",apw_eng_19990513_1454_2:4_discard,discard
apw_eng_19990513_1279_2:10,neg-ext-subj,terribly_surprised,terribly,surprised,It was even more remarkable that no one was terribly surprised with his 61 in the Byron Nelson Classic .,apw_eng_19990513_1279_2,10,apw_eng_199905,Tiger Woods found it strange that he could shoot a 29 after nine holes and not even be the best in his own threesome .,The pins looked like they belonged on the senior tour and young guns like Woods and 19-year-old Sergio Garcia took aim Thursday .,apw_eng_19990513_1279_2:10_discard,discard
apw_eng_20090616_1229_9:5,neg-ext-subj,very_sure,very,sure,"-LBQ-  No one is very sure where it will go next ,  -RDQ-  said Suzanne Maloney , an Iran expert at the Saban Center for Middle East Policy in Washington .",apw_eng_20090616_1229_9,5,apw_eng_200906,"For that to happen , the protests would almost certainly need to be sustained , spread to other cities and most importantly , attract enough clerical support to create high-level rifts .",But she says  -COL-   -LBQ-  They have forced the regime to take a step back .  -RDQ-,apw_eng_20090616_1229_9:5_discard,discard
apw_eng_20061007_0759_4:19,neg-ext-subj,immediately_available,immediately,available,A person who answered the phone at the offices of the Archdiocese of Puebla said no one was immediately available to comment on the charges .,apw_eng_20061007_0759_4,19,apw_eng_200610,"About 50 parishioners reportedly gathered outside the court building to support jailed priest Rafael Perez Sanchez , who was arrested Sept. 30 .",Mexican law does not permit bail for those accused of serious crimes ; rape is punishable by prison terms of 8 to 40 years .,apw_eng_20061007_0759_4:19_discard,discard
apw_eng_20070120_0456_8:8,neg-ext-subj,immediately_available,immediately,available,No one from Gorbachev 's foundation was immediately available for comment .,apw_eng_20070120_0456_8,8,apw_eng_200701,Azerbaijan gained independence in 1991 after the Soviet collapse .,The Web site was shut down later Saturday .,apw_eng_20070120_0456_8:8_discard,discard
apw_eng_20030315_0447_17:5,neg-ext-subj,ever_shy,ever,shy,-LBQ-  No one 's ever shy of expressing their true opinion to me because I 'm just an ordinary person .  -RDQ-,apw_eng_20030315_0447_17,5,apw_eng_200303,"-LBQ-  Viewers usually come up to me and give me an honest verdict , then I know if my work is coming over properly ,  -RDQ-  she once said .","Hird was made an Officer of the Order of the British Empire , or OBE , in 1983 and became a dame in 1993 .",apw_eng_20030315_0447_17:5_discard,discard
apw_eng_20070225_0419_30:5,neg-ext-subj,completely_innocent,completely,innocent,"-LBQ-  No one was completely innocent or completely guilty in Bosnia ,  -RDQ-  Nikolic said .",apw_eng_20070225_0419_30,5,apw_eng_200702,"-LBQ-  We can see that the Bosnians want to be treated only as victims , while the Serbs want their perceived innocence to be confirmed ,  -RDQ-  said political analyst Milan Nikolic .","-LBQ-  If the court issues a balanced verdict , it would perhaps be a basis for the establishment of mutual trust among Bosnians and Serbs there .  -RDQ-",apw_eng_20070225_0419_30:5_discard,discard
apw_eng_20081003_1256_33:12,neg-ext-subj,immediately_available,immediately,available,Berkshire Hathaway spokeswoman Jackie Wilson said Friday that no one was immediately available to discuss the AIG asset sale .,apw_eng_20081003_1256_33,12,apw_eng_200810,"Last week , during an interview with CNBC , billionaire investor Warren Buffett said his firm , Berkshire Hathaway Inc. , would be interested in acquiring a couple of AIG 's assets depending on what the company was willing to sell .","Buffett is out of town , she said .",apw_eng_20081003_1256_33:12_discard,discard
apw_eng_20081003_0797_30:12,neg-ext-subj,immediately_available,immediately,available,Berkshire Hathaway spokeswoman Jackie Wilson said Friday that no one was immediately available to discuss the AIG asset sale .,apw_eng_20081003_0797_30,12,apw_eng_200810,"Last week , during an interview with CNBC , billionaire investor Warren Buffett said his firm , Berkshire Hathaway Inc. , would be interested in acquiring a couple of AIG 's assets depending on what the company was willing to sell .","Buffett is out of town , she said .",apw_eng_20081003_0797_30:12_discard,discard
apw_eng_20040618_0018_49:5,neg-ext-subj,that_surprised,that,surprised,No one was all that surprised to see Haas in the lead .,apw_eng_20040618_0018_49,5,apw_eng_200406,Hale Irwin shot a 67 at Southern Hills in the first round in the 2001 U.S. Open .,"Even though he turned 50 last December , he has remained a regular on the PGA Tour and has played well enough to blend right in with guys young enough to be his son .",apw_eng_20040618_0018_49:5_discard,discard
apw_eng_19981214_0708_2:15,neg-ext-subj,quite_ready,quite,ready,"They came back with a simple , stark political truth _ no one is quite ready to cough up the money needed to expand Europe across former ideological and battle lines .",apw_eng_19981214_0708_2,15,apw_eng_199812,Poland and other EU candidate nations went to last weekend 's European Union summit in Vienna to find out when they could join up .,The 15-member EU decided to put off until March any decisions on accepting a handful of new members that would broaden its territory from the Atlantic to the Ukraine .,apw_eng_19981214_0708_2:15_discard,discard
apw_eng_19981214_0655_2:15,neg-ext-subj,quite_ready,quite,ready,"They came back with a simple , stark political truth _ no one is quite ready to cough up the money needed to expand Europe across former ideological and battle lines .",apw_eng_19981214_0655_2,15,apw_eng_199812,Poland and other EU candidate nations went to last weekend 's European Union summit in Vienna to find out when they could join up .,The 15-member EU decided to put off until March any decisions on accepting a handful of new members that would broaden its territory from the Atlantic to the Ukraine .,apw_eng_19981214_0655_2:15_discard,discard
apw_eng_19981214_0555_19:15,neg-ext-subj,quite_ready,quite,ready,"They came back with a simple , stark political truth _ no one is quite ready to cough up the money needed to expand Europe across former ideological and battle lines .",apw_eng_19981214_0555_19,15,apw_eng_199812,WARSAW _ Poland and other candidate nations went to last weekend 's European Union summit to find out when they could join up .,CENTRAL EUROPE-EU BLUES .,apw_eng_19981214_0555_19:15_discard,discard
apw_eng_19981213_0873_12:4,neg-ext-subj,quite_sure,quite,sure,No one is quite sure which choice they 'll make .,apw_eng_19981213_0873_12,4,apw_eng_199812,"The top negotiators could decide to meet this week , or they could decide to put the process back on the slow track and settle in front of their television sets Friday night to watch agent David Falk 's exhibition game from Atlantic City .","-LBQ-  It 's very clear we do n't have the basis for a deal between us , or anything even close ,  -RDQ-  Granik said .",apw_eng_19981213_0873_12:4_discard,discard
apw_eng_19971129_0809_38:9,neg-ext-subj,really_human,really,human,"No one in  -LBQ-  Alien Resurrection  -RDQ-  is really human , and in the end the film itself fails at humanity .",apw_eng_19971129_0809_38,9,apw_eng_199711,"The scene is poignant and has potential , but it , too , is lost in the film 's violent nihilism .","That , sadly , is almost appropriate  -COL-  Given the characters and themes it examines , it could hardly have succeeded .",apw_eng_19971129_0809_38:9_discard,discard
