hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,label,status
apw_eng_20060508_1011_15:6,neg-ext-subj,particularly_serious,particularly,serious,-LBQ-  Neither group has been particularly serious about integrating .  -RDQ-,apw_eng_20060508_1011_15,6,apw_eng_200605,"-LBQ-  The recent conflicts reveal how weak these trade blocs are ,  -RDQ-  said Peter Hakim , president of the Inter-American Dialogue in Washington .","He added that trade blocs  -LBQ-  are not going to contribute much to economic or trade growth until the countries are prepared to adopt and enforce a strict set of rules , and have a systematic way to resolve disputes .  -RDQ-",apw_eng_20060508_1011_15:6_discard,discard
apw_eng_20020813_0269_8:7,neg-ext-subj,immediately_available,immediately,available,Neither government nor rebel officials were immediately available for comment .,apw_eng_20020813_0269_8,7,apw_eng_200208,"If the rebels , who have been fighting Museveni 's government since 1987 , do n't want to go back to Sudan , they can  -LBQ-  come out of the bush ,  -RDQ-  and surrender , Museveni was quoted as saying by the newspaper .",The church leaders met with the rebels at the request of Museveni .,apw_eng_20020813_0269_8:7_discard,discard
apw_eng_19950820_0022_40:12,neg-ext-subj,especially_accurate,especially,accurate,"It was exciting while it lasted , although neither fighter was especially accurate with his punches , but it certainly ended on a disappointing note .",apw_eng_19950820_0022_40,12,apw_eng_199508,-LBQ-  I 'm sure you 'll find the fight very breathtaking .  -RDQ-,"The 29-year-old Tyson , 220 -LRB- 99.8 kilograms -RRB- , now has a 42-1 record with 36 knockouts .",apw_eng_19950820_0022_40:12_discard,discard
apw_eng_19950820_0016_4:12,neg-ext-subj,especially_accurate,especially,accurate,"It was exciting while it lasted , although neither fighter was especially accurate with his punches , but it certainly ended on a disappointing note .",apw_eng_19950820_0016_4,12,apw_eng_199508,-LBQ-  I 'm sure you 'll find the fight very breathtaking .  -RDQ-,"Although disgusted at how the fight ended , Tyson indicated McNeeley may have been fortunate the fight ended as it did .",apw_eng_19950820_0016_4:12_discard,discard
apw_eng_20000116_0104_8:4,neg-ext-subj,yet_available,yet,available,Neither microwave is yet available to U.S. consumers .,apw_eng_20000116_0104_8,4,apw_eng_200001,"-LBQ-  It does all the thinking ,  -RDQ-  Daniel said .",Sharp began selling its product in Japan in October and hopes to introduce it in the United States in the next year or so .,apw_eng_20000116_0104_8:4_discard,discard
apw_eng_19990807_1066_20:4,neg-ext-subj,particularly_sharp,particularly,sharp,"Neither woman was particularly sharp on a windy day at the La Costa Resort and Spa , but that did n't stop Williams from reaching her fifth final of the year .",apw_eng_19990807_1066_20,4,apw_eng_199908,"-LBQ-  All the matches I 've played before with her , she did overpower me and that was mainly because I was unable to generate good power on my forehand .  -RDQ-",She 's won four titles .,apw_eng_19990807_1066_20:4_discard,discard
apw_eng_20021113_0719_1:23,neg-ext-subj,so_blameworthy,so,blameworthy,"The Justice Department blamed both dockworkers and shipping companies for lower productivity at West Coast ports , but said neither party was so blameworthy to deserve sanctions because of its conduct after a 10-day lockout .",apw_eng_20021113_0719_1,23,apw_eng_200211,,"The government 's decision Wednesday not to target the dockworkers ' union is a blow to the association of shipping companies , which asked prosecutors to intervene on allegations that longshoremen were deliberately slowing the pace of work as retaliation during a bitter contract dispute .",apw_eng_20021113_0719_1:23_discard,discard
apw_eng_20011026_0429_4:7,neg-ext-subj,immediately_available,immediately,available,Neither government nor military officials were immediately available for comment Friday .,apw_eng_20011026_0429_4,7,apw_eng_200110,"The government , which said the two soldiers were only injured in the ambush , confirmed the military has been conducting searches of the village and surrounding area since Wednesday but denied any civilians have been killed , the radio report said .",It was not clear which of the two rebel groups carried out the ambush .,apw_eng_20011026_0429_4:7_discard,discard
apw_eng_20070419_1266_32:7,neg-ext-subj,immediately_available,immediately,available,Neither government nor police officials were immediately available for comment .,apw_eng_20070419_1266_32,7,apw_eng_200704,It was not clear what caused the explosion .,Thursday 's fighting in Mogadishu broke a one-day lull that had followed two days of street battles described by some residents as the most intense in years .,apw_eng_20070419_1266_32:7_discard,discard
apw_eng_20070419_0822_18:7,neg-ext-subj,immediately_available,immediately,available,Neither government nor police officials were immediately available for comment .,apw_eng_20070419_0822_18,7,apw_eng_200704,It was not clear what caused the explosion .,Somali troops backed by Ethiopian forces ousted the country 's Islamic movement in December from Mogadishu and other strongholds .,apw_eng_20070419_0822_18:7_discard,discard
