hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent
nyt_eng_20011221_0293_31:3,neg-ext-subj,yet_sure,yet,sure,"Nobody is yet sure of the source of the anthrax attacks that have killed five people and sickened 13 others , though officials say it is most likely domestic .",nyt_eng_20011221_0293_31,3,nyt_eng_200112,Hundreds on the list have not been found .,"In any case , scientists and government officials now say that after the first victim died in October the Bush administration began an intense effort to link Saddam Hussein 's Iraq to the attacks ."
nyt_eng_20011212_0160_17:3,neg-ext-subj,particularly_glad,particularly,glad,Nobody is particularly glad to see Royal .,nyt_eng_20011212_0160_17,3,nyt_eng_200112,"So in a desperate move , Royal tells Etheline he 's dying -LRB- it 's a priceless scene -RRB- and moves back home at precisely the same time his children are also returning to the nest .",Chas -LRB- Ben Stiller -RRB- is a widower who wears a bright red track suit and requires his two curly-haired sons to do the same .
nyt_eng_20011201_0140_63:22,neg-ext-subj,always_good,always,good,"No. 10 was ,  -LBQ-  My dad was always good ,  -RDQ-  and several said that was false , nobody was always good .",nyt_eng_20011201_0140_63,22,nyt_eng_200112,This world is weird .  -RDQ-,-LBQ-  Anyone disagree ?  -RDQ-  asked Protheroe .
nyt_eng_20011201_0020_7:4,neg-ext-subj,really_scared,really,scared,-LBQ-  Nobody was really scared of him .,nyt_eng_20011201_0020_7,4,nyt_eng_200112,"-LBQ-  It was a joke ,  -RDQ-  said Bob Schweiss , one of Ridgway 's co-workers .","-LBQ-  He 's a small man ,  -RDQ-  Schweiss said ,  -LBQ-  not more than 160 pounds , maybe .  -RDQ-"
nyt_eng_20000522_0083_46:8,neg-ext-subj,particularly_interested,particularly,interested,BC-JOHN-GIELGUD-OBIT-2NDTAKE-NYTSF UNDATED  -COL-  that nobody would be particularly interested . -RRB-,nyt_eng_20000522_0083_46,8,nyt_eng_200005,-LRB- OPTIONAL TAKE FOLLOWS . -RRB-,SIDEBAR  -COL-  THE ESSENTIAL GIELGUD
nyt_eng_20000522_0083_43:52,neg-ext-subj,particularly_interested,particularly,interested,"So little did Gielgud seek the spotlight that when , in 1997 , he acknowledged offhandedly that he was gay , he was convincing when he said that he had never mentioned it previously simply because he had always thought either that it was already known or that nobody would be particularly interested .",nyt_eng_20000522_0083_43,52,nyt_eng_200005,"Though the theatrical trade is notorious for insecurity and egotism , Gielgud _ who was knighted in 1953 _ won over practically everyone he worked with by his good spirits , his charity toward others and his own courtly , unassuming ways .",-LRB- STORY CAN END HERE . -RRB-
nyt_eng_20080110_0034_11:4,neg-ext-subj,really_sure,really,sure,-LBQ-  Nobody is really sure .,nyt_eng_20080110_0034_11,4,nyt_eng_200801,"-LBQ-  Has Iran made a conscious decision to scale down support of these attacks ?  -RDQ-  an administration official said Wednesday , speaking on the condition of anonymity because he was discussing intelligence .","It 's possible they really have , and it 's possible they have n't ."
nyt_eng_20080104_0016_27:4,neg-ext-subj,too_pure,too,pure,"-LBQ-  Nobody 's too pure for this ,  -RDQ-  he told one panel , adding ,  -LBQ-  I want to know your smell test .  -RDQ-",nyt_eng_20080104_0016_27,4,nyt_eng_200801,Matthews has a way of haranguing guests .,"Throughout the night , Matthews blurted on about the Roosevelt election in 1932 and 19th-century races ."
nyt_eng_20070625_0026_49:5,neg-ext-subj,as_happy,as,happy,-LBQ-  Nobody would be as happy as him .  -RDQ-,nyt_eng_20070625_0026_49,5,nyt_eng_200706,"-LBQ-  He worked so hard to make sure the dogs ' sacrifice was n't forgotten ,  -RDQ-  Done said .","Burnam said he , too , can scarcely believe national recognition for war dogs is almost a reality ."
nyt_eng_20070619_0212_28:22,neg-ext-subj,really_ready,really,ready,"-LBQ-  We continue to struggle from big problem to big problem with Band Aids and the bleeding continues and nobody is really ready to stand up and make the tough decisions ,  -RDQ-  Bloomberg said .",nyt_eng_20070619_0212_28,22,nyt_eng_200706,"Traveling from San Francisco to Silicon Valley and here , he used pointed language to attack the ways of Washington , while promoting his own centrist approach .","-LBQ-  And I can tell you from personal experience it 's not fun when somebody boos you , it 's not fun when people vilify you , it 's not fun when you read in the paper that nobody likes you ."
