hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent
nyt_eng_19970730_0335_23:3,neg-ext-subj,very_innovative,very,innovative,Neither is very innovative .,nyt_eng_19970730_0335_23,3,nyt_eng_199707,"Like its videodrone sibling , www.unfurled.com limits its focus to the corporate alternative rock that has potential as an aid to advertising .",The site is updated several times a day with info culled from wire services and MTV News .
nyt_eng_19970726_0156_11:4,neg-ext-subj,particularly_appreciative,particularly,appreciative,And neither was particularly appreciative _ all the more so because Messinger campaign officials gave reporters the numbers of Mr. Horton 's summer home and Kiley 's unlisted apartment .,nyt_eng_19970726_0156_11,4,nyt_eng_199707,But neither man had been warned that they were about to be enlisted in Ms. Messinger 's campaign .,"-LBQ-  I 'm flabbergasted ,  -RDQ-  Horton said ."
nyt_eng_19970725_0005_31:3,neg-ext-subj,campo_ready,campo,ready,Neither is Campo ready to say the Cowboys have nothing .,nyt_eng_19970725_0005_31,3,nyt_eng_199707,I 'm not ready to say we have anything right now .  -RDQ-,Tolbert is coming off his best season _ a career-high 12 sacks _ and uncertainty at linebacker is not new .
nyt_eng_19970712_0211_31:21,neg-ext-subj,undeniably_english,undeniably,english,"Lewis was born in East London , and Akinwande was born in South London , but neither of them is undeniably English .",nyt_eng_19970712_0211_31,21,nyt_eng_199707,"This fight was not a spectacular sell in Britain , and now we know why .","Lewis , for instance , was lifted out of Europe at the age of 12 by his mother , Violet , who settled in Canada and placed her son in a reputable school ."
nyt_eng_19960918_0457_15:3,neg-ext-subj,as_important,as,important,Neither was as important to the company 's cornucopia of employment as the success of Windows 95 or the world 's fascination with the Internet .,nyt_eng_19960918_0457_15,3,nyt_eng_199609,The U.S. Commerce Department helped Microsoft in China _ and the Justice Department 's antitrust division threatened the company here .,"If the U.S. president were a CEO running the national economy , it would make sense to downsize Bush for the recession of 1990-92 and extend Clinton 's contract for creating jobs since 1993 ."
nyt_eng_19960915_0193_38:16,neg-ext-subj,particularly_skilled,particularly,skilled,It 's not likely Robinson will keep both enforcers on the roster because neither is particularly skilled in any other area .,nyt_eng_19960915_0193_38,16,nyt_eng_199609,"At the beginning of training camp last week , Robinson said every job was up for grabs .","Ideally , the coach wants an enforcer who can skate a regular shift without hurting the team ."
nyt_eng_19960910_0418_55:3,neg-ext-subj,very_large,very,large,Neither is very large in comparison to the Destiny .,nyt_eng_19960910_0418_55,3,nyt_eng_199609,Among cruise ships being built are two more for Silversea Cruises .,"These vessels will accommodate only 390 passengers , who will travel in ultra luxury ."
nyt_eng_19980210_0035_11:4,neg-ext-subj,as_popular,as,popular,And neither was as popular as  -LBQ-  Bugs & Tweety .  -RDQ-,nyt_eng_19980210_0035_11,4,nyt_eng_199802,"Neither of those ABC programs is specifically educational , although both qualify under the FCC 's vague guidelines .","CBS scrapped its entire Saturday morning lineup last fall in favor of an ambitious lineup that included  -LBQ-  Beakman 's World ,  -RDQ-   -LBQ-  The New Ghostwriter Mysteries ,  -RDQ-   -LBQ-  Wheel of Fortune 2000  -RDQ-  and  -LBQ-  Sports Illustrated for Kids .  -RDQ-"
nyt_eng_19980210_0035_10:7,neg-ext-subj,specifically_educational,specifically,educational,"Neither of those ABC programs is specifically educational , although both qualify under the FCC 's vague guidelines .",nyt_eng_19980210_0035_10,7,nyt_eng_199802,"The most popular FCC-friendly Saturday programs , other than PBS 's beloved  -LBQ-  Sesame Street  -RDQ-  and  -LBQ-  The Magic School Bus ,  -RDQ-  were  -LBQ-  101 Dalmatians  -RDQ-  and  -LBQ-  One Saturday Morning  -RDQ-  on ABC .",And neither was as popular as  -LBQ-  Bugs & Tweety .  -RDQ-
nyt_eng_19980205_0110_19:3,neg-ext-subj,very_attractive,very,attractive,"Neither is very attractive , unless you paint a nice picture on the cover .",nyt_eng_19980205_0110_19,3,nyt_eng_199802,Even polyethylene taped over the opening will work .,"This cover should be airtight , so it is suggested to put a gasket on the back of the cover for a tight fit ."
