hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent
nyt_eng_20090930_0093_155:3,neg-ext-subj,that_critical,that,critical,"Nothing is that critical ,  -RDQ-  Hunt said , explaining the policy .",nyt_eng_20090930_0093_155,3,nyt_eng_200909,-LBQ-  There 's always an extra 15 or 30 minutes where someone can pull the car over to place a call .,"Dekok , the manager , was skeptical ."
nyt_eng_20090924_0035_41:23,neg-ext-subj,as_satisfying,as,satisfying,"Now she insists she has recharged her batteries and concluded , like many a modern tennis prodigy , that nothing is quite as satisfying as hitting a yellow ball across a net with adrenaline and Grand Slam trophies as the reward .",nyt_eng_20090924_0035_41,23,nyt_eng_200909,There was something odd and unsatisfying about Henin 's initial retreat .,
nyt_eng_20090909_0198_24:4,neg-ext-subj,that_important,that,important,Nothing else is that important .,nyt_eng_20090909_0198_24,4,nyt_eng_200909,"If you are really concerned , you can install a smaller battery that would handle just the heat and the refrigerator and freezer .","Besides , most power failures last less than a day ."
nyt_eng_20090905_0030_14:13,neg-ext-subj,too_big,too,big,"-LBQ-  He 's utterly selfless , and nothing he thinks of is too big for him .  -RDQ-",nyt_eng_20090905_0030_14,13,nyt_eng_200909,"-LBQ-  Aaron is a tremendous visionary and he has a heart for the people of Haiti ,  -RDQ-  said Andrew Crawford , a director with Food for the Hungry , an international agency based in Phoenix .","Growing up in the Panhandle and Central Florida , there was a time that all Jackson could think of was golf ."
nyt_eng_20001125_0022_57:3,neg-ext-subj,absolutely_correct,absolutely,correct,Nothing is absolutely correct ; everything is open to question .,nyt_eng_20001125_0022_57,3,nyt_eng_200011,"Though many authorities are consulted , the ultimate authority is in each ordinary person 's ordinary speech .",By Edward Rothstein .
nyt_eng_20001124_0181_9:3,neg-ext-subj,absolutely_correct,absolutely,correct,Nothing is absolutely correct ; nothing is ever incorrect .,nyt_eng_20001124_0181_9,3,nyt_eng_200011,"Though many authorities are consulted for this dictionary , the ultimate authority is the ordinary person 's ordinary speech .",It is just a matter of who uses a word and why .
nyt_eng_20001122_0308_8:7,neg-ext-subj,so_deflating,so,deflating,"But since nothing would be quite so deflating for this fantasy business as for a customer to discover that a life-transforming cosmetic was actually mass produced on a factory floor for $ 2 -LRB- the average industry price for lipstick -RRB- , luxury-goods companies guard no secret more ferociously than the cost of making their wares .",nyt_eng_20001122_0308_8,7,nyt_eng_200011,"In moments of reflection , every affluent shopper suspects that there is as much art as substance in the difference between a Revlon lipstick bought at the drugstore for $ 8 and the By Terry counterpart from Saks Fifth Avenue , going for $ 49 .","-LBQ-  We are uncomfortable even with the question ,  -RDQ-  said Christina Kim , a spokeswoman for Hermes of Paris , whose Kelly handbags -LRB- medium size -RRB- sell for $ 4,800 at the Madison Avenue boutique in New York ."
nyt_eng_20001117_0437_25:14,neg-ext-subj,too_shocking,too,shocking,"-LBQ-  But , as you can probably imagine , nothing this week is too shocking .  -RDQ-",nyt_eng_20001117_0437_25,14,nyt_eng_200011,"-LBQ-  It was pretty instantaneous ,  -RDQ-  said one aide .",Another setback was the news that officials in Miami\/Dade County had voted to proceed with a countywide manual recount .
nyt_eng_20001117_0360_2:30,neg-ext-subj,too_small,too,small,"Long before terms like indented , pregnant and swinging-door chads entered our conversation , two metaphysicians , Roberto Casati and Achille Varzi _ proving the adage that nothing is too small for academic study _ published their book ,  -LBQ-  Holes and Other Superficialities  -RDQ-  -LRB- MIT Press , 1994 -RRB- .",nyt_eng_20001117_0360_2,30,nyt_eng_200011,"Now that the presidential election in Florida has plunged everyone into a crash course on the different kinds of holes made in ballots , it turns out that philosophy may offer some consolation .","-LBQ-  The fate of the planet hinges on the humblest of all objects studied by metaphysicians , the hole ,  -RDQ-  they wrote in a joint statement in response to the election ."
nyt_eng_20001117_0240_25:30,neg-ext-subj,too_small,too,small,"Long before terms like indented , pregnant and swinging-door chads entered our conversation , two metaphysicians , Roberto Casati and Achille Varzi _ proving the adage that nothing is too small for academic study _ published their book  -LBQ-  Holes and Other Superficialities  -RDQ-  -LRB- MIT Press , 1994 -RRB- .",nyt_eng_20001117_0240_25,30,nyt_eng_200011,"election in Florida has plunged everyone into a crash course on the different kinds of holes made in ballots , it turns out that philosophy may offer some consolation .","-LBQ-  At the moment , the question of who wins the presidential election comes down to what criteria you use to identify a hole ,  -RDQ-  said Varzi ."
