hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,label,status
apw_eng_20030825_0439_12:6,neg-ext-subj,as_disappointed,as,disappointed,"And nobody probably would be as disappointed as Nowitzki himself , who has often professed how he loves playing for his country .",apw_eng_20030825_0439_12,6,apw_eng_200308,"Without Nowitzki , the Germans ' hopes of playing in the Olympics could be dashed since the European Championships starting Sept. 5 are also the qualifications for the Athens games .","-LBQ-  His loss would not have only hugely weakened our team , but it would have been a big blow for Dirk ,  -RDQ-  Geggus said .",apw_eng_20030825_0439_12:6_discard,discard
apw_eng_19990108_0178_15:3,neg-ext-subj,immediately_available,immediately,available,Nobody was immediately available at the OSCE for comment .,apw_eng_19990108_0178_15,3,apw_eng_199901,Unconfirmed reports said members of the OSCE observer mission were ordered to stay in their bases for 24 hours following the incident .,"The 34-year-old security guard , Nebojsa Denic , was killed Wednesday night during an attack by the ethnic Albanian Kosovo Liberation Army on the main electricity plant in Grabovac .",apw_eng_19990108_0178_15:3_discard,discard
apw_eng_20100216_0074_2:8,neg-ext-subj,quite_sure,quite,sure,The reason is fear  -COL-  Nobody is quite sure they can withstand another quake .,apw_eng_20100216_0074_2,8,apw_eng_201002,Hundreds of houses that survived Haiti 's killer quake still stand empty even as quake victims desperate for shelter crowd the streets .,"At least 54 aftershocks have shuddered through Haiti 's shattered capital since a Jan. 12 quake killed more than 200,000 people .",apw_eng_20100216_0074_2:8_discard,discard
apw_eng_20001209_0742_47:27,neg-ext-subj,absolutely_certain,absolutely,certain,"I think the 58 votes indicates that if this count continues to go forward , it looks like , right now _ although nobody can be absolutely certain _ that Vice President Gore and Senator Lieberman would win the popular vote in Florida , just as they won the popular vote outside of Florida .",apw_eng_20001209_0742_47,27,apw_eng_200012,"BOIES  -COL-  Well , I do n't think the 58 votes has anything to do with what the Supreme Court decides , or at least directly .",Now we think that 's wrong .,apw_eng_20001209_0742_47:27_discard,discard
apw_eng_20001209_0736_47:27,neg-ext-subj,absolutely_certain,absolutely,certain,"I think the 58 votes indicates that if this count continues to go forward , it looks like , right now _ although nobody can be absolutely certain _ that Vice President Gore and Senator Lieberman would win the popular vote in Florida , just as they won the popular vote outside of Florida .",apw_eng_20001209_0736_47,27,apw_eng_200012,"BOIES  -COL-  Well , I do n't think the 58 votes has anything to do with what the Supreme Court decides , or at least directly .",Now we think that 's wrong .,apw_eng_20001209_0736_47:27_discard,discard
apw_eng_20040318_0341_8:3,neg-ext-subj,immediately_available,immediately,available,Nobody was immediately available for comment at Grant Thornton in London .,apw_eng_20040318_0341_8,3,apw_eng_200403,Both Deloitte & Touche and Bank of America said they had no immediate information about the indictment request .,Lawyers for some of the 29 people reported named in the indictment request said they had no immediate word on the development .,apw_eng_20040318_0341_8:3_discard,discard
apw_eng_20040318_0270_8:3,neg-ext-subj,immediately_available,immediately,available,Nobody was immediately available for comment at Grant Thornton in London .,apw_eng_20040318_0270_8,3,apw_eng_200403,Both Deloitte & Touche and Bank of America said they had no immediate information about the indictment request .,Lawyers for some of the 29 people reported named in the indictment request said they had no immediate word on the development .,apw_eng_20040318_0270_8:3_discard,discard
apw_eng_20040318_0257_7:3,neg-ext-subj,immediately_available,immediately,available,Nobody was immediately available for comment at Grant Thornton in London .,apw_eng_20040318_0257_7,3,apw_eng_200403,Both Deloitte & Touche and Bank of America said they had no immediate information about the indictment request .,The Parmalat scandal exploded Dec. 19 when the company acknowledged that it did n't have EUR 3.95 billion -LRB- US$ 5 billion -RRB- it had claimed was in a Bank of America account .,apw_eng_20040318_0257_7:3_discard,discard
apw_eng_20040318_0242_5:3,neg-ext-subj,immediately_available,immediately,available,Nobody was immediately available for comment at Grant Thornton in London .,apw_eng_20040318_0242_5,3,apw_eng_200403,Both Deloitte & Touche and Bank of America said they had no immediate information about the reported indictment request .,The Parmalat scandal exploded Dec. 19 when the company acknowledged that it did n't have EUR 3.95 billion -LRB- US$ 5 billion -RRB- it had claimed was in a Bank of America account .,apw_eng_20040318_0242_5:3_discard,discard
apw_eng_20090113_1417_18:8,neg-ext-subj,very_happy,very,happy,"-LBQ-  This is one obviously nobody is very happy about but I think there is a belief that we have the focus and the attitude , the determination and the belief to get this to where it needs to be .  -RDQ-",apw_eng_20090113_1417_18,8,apw_eng_200901,"-LBQ-  When you look at our project in general over the life of it , I think there 's a high degree of optimism and respect for the amount of work that 's been accomplished ,  -RDQ-  Furlong said .",,apw_eng_20090113_1417_18:8_discard,discard
apw_eng_20061030_1152_6:3,neg-ext-subj,remotely_sure,remotely,sure,"Nobody 's remotely sure of the real figure , according to the agency 's new director , Carlos Albornoz , because there 's no reliable inventory .",apw_eng_20061030_1152_6,3,apw_eng_200610,"The assets already held by the National Drug Directorate , or DNE , are worth hundreds of millions of dollars -LRB- euros -RRB- .","-LBQ-  The chaos is unimaginable ,  -RDQ-  said Albornoz , the agency 's fourth director in as many years .",apw_eng_20061030_1152_6:3_discard,discard
apw_eng_20080108_0031_8:4,neg-ext-subj,very_good,very,good,Nobody 's been very good at that yet . ...,apw_eng_20080108_0031_8,4,apw_eng_200801,-LBQ-  That 's the trick .,"But Otellini said such distinctions will cease to matter , especially since smaller Web devices can incorporate cell phone functions .",apw_eng_20080108_0031_8:4_discard,discard
apw_eng_20070831_0588_12:6,neg-ext-subj,immediately_available,immediately,available,Nobody at the newspaper was immediately available for comment .,apw_eng_20070831_0588_12,6,apw_eng_200708,"The case would be heard in Porto , a city in northern Portugal , where the paper is based .","The McCanns currently have no plans to attend any court proceedings , a spokeswoman said .",apw_eng_20070831_0588_12:6_discard,discard
apw_eng_19950710_0584_4:18,neg-ext-subj,immediately_available,immediately,available,"The Journal said Whitacre , 38 , referred questions to the Illinois-based company , where nobody was immediately available for comment Monday .",apw_eng_19950710_0584_4,18,apw_eng_199507,The paper said his comments about his company _ the world 's biggest corn miller _ led the federal government to investigate whether some grain processors are colluding on prices .,"Because of Whitacre 's cooperation with the government , the newspaper said investigators have secret tape recordings , including videotapes , of hundreds of conversations and meetings in hotel rooms in the United States and abroad with employees of other agribusiness concerns .",apw_eng_19950710_0584_4:18_discard,discard
apw_eng_19990316_0785_7:17,neg-ext-subj,quite_sure,quite,sure,The Commission 's exit was unprecedented in the 42-year history of the EU and nobody was quite sure how to handle it .,apw_eng_19990316_0785_7,17,apw_eng_199903,"Santer said he and the other 19 commissioners will stay on in a caretaker capacity until successors are appointed , but the mass resignation and revelations of high-level malpractice left the EU in disarray .","-LBQ-  There 's nothing in the -LRB- EU -RRB- Treaty about a resignation like this ,  -RDQ-  said Commission spokeswoman Martine Reicharts .",apw_eng_19990316_0785_7:17_discard,discard
apw_eng_20020916_0429_11:3,neg-ext-subj,really_sure,really,sure,"Nobody is really sure that registration is taking place in some places ,  -RDQ-  said Gani Fawehinmi , a prominent human rights lawyer and leader of the fledgling National Conscience Party .",apw_eng_20020916_0429_11,3,apw_eng_200209,-LBQ-  Corruption is fast creeping into the whole exercise _ particularly in the southwest .,"The election commissioner in southwest Oyo state , Ekpenyong Nsa , played down the  -LBQ-  few lapses  -RDQ-  brought to his attention , saying they would not affect national registration overall .",apw_eng_20020916_0429_11:3_discard,discard
apw_eng_20020916_0420_11:3,neg-ext-subj,really_sure,really,sure,"Nobody is really sure that registration is taking place in some places ,  -RDQ-  said Gani Fawehinmi , a prominent human rights lawyer and leader of the fledgling National Conscience Party .",apw_eng_20020916_0420_11,3,apw_eng_200209,-LBQ-  Corruption is fast creeping into the whole exercise _ particularly in the southwest .,"The election commissioner in southwest Oyo state , Ekpenyong Nsa , played down the  -LBQ-  few lapses  -RDQ-  brought to his attention , saying they would not affect national registration overall .",apw_eng_20020916_0420_11:3_discard,discard
apw_eng_20001119_0707_12:7,neg-ext-subj,really_frustrated,really,frustrated,"-LBQ-  Nobody panicked , nobody was really frustrated ,  -RDQ-  Titans coach Jeff Fisher said .",apw_eng_20001119_0707_12,7,apw_eng_200011,"Tennessee , with only 16 turnovers through the first 10 games , gave the ball to the Browns -LRB- 3-9 -RRB- on seven of its first nine possessions .","-LBQ-  You ca n't really put your finger on it , a play here and a play there .",apw_eng_20001119_0707_12:7_discard,discard
apw_eng_20061230_0476_5:4,neg-ext-subj,as_supportive,as,supportive,-LBQ-  Nobody was as supportive or stood with the Palestinians as he did .  -RDQ-,apw_eng_20061230_0476_5,4,apw_eng_200612,"-LBQ-  We heard of his martyrdom , and I swear to God we were deeply shaken from within ,  -RDQ-  said Khadejeh Ahmad from the Qadora refugee camp in the West Bank .","During the first Gulf War in 1991 , the Palestinians cheered Saddam 's missile attacks on Israel , chanting  -LBQ-  Beloved Saddam , strike Tel Aviv ,  -RDQ-  as the Scud missiles flew overhead .",apw_eng_20061230_0476_5:4_discard,discard
apw_eng_20061230_0403_5:4,neg-ext-subj,as_supportive,as,supportive,-LBQ-  Nobody was as supportive or stood with the Palestinians as he did .  -RDQ-,apw_eng_20061230_0403_5,4,apw_eng_200612,"-LBQ-  We heard of his martyrdom , and I swear to God we were deeply shaken from within ,  -RDQ-  said Khadejeh Ahmad from the Qadora refugee camp in the West Bank .","During the first Gulf War in 1991 , the Palestinians cheered Saddam 's missile attacks on Israel , chanting  -LBQ-  Beloved Saddam , strike Tel Aviv ,  -RDQ-  as the Scud missiles flew overhead .",apw_eng_20061230_0403_5:4_discard,discard
apw_eng_20081215_1010_28:12,neg-ext-subj,as_smart,as,smart,-LBQ-  He tried to raise topics to show that nobody is as smart as he is .  -RDQ-,apw_eng_20081215_1010_28,12,apw_eng_200812,"-LBQ-  He was very boastful , arrogant and always showing off ,  -RDQ-  said Zanko Ahmed , a Kurdish journalist who attended a journalism training course with al-Zeidi in Lebanon .","Ahmed recalled that al-Zeidi spoke glowingly of anti-American cleric Muqtada al-Sadr , whose followers organized protests Monday to demand his release .",apw_eng_20081215_1010_28:12_discard,discard
apw_eng_20081215_0888_25:12,neg-ext-subj,as_smart,as,smart,-LBQ-  He tried to raise topics to show that nobody is as smart as he is .  -RDQ-,apw_eng_20081215_0888_25,12,apw_eng_200812,"-LBQ-  He was very boastful , arrogant and always showing off ,  -RDQ-  said Zanko Ahmed , a Kurdish journalist who attended a journalism training course with al-Zeidi in Lebanon earlier .","Ahmed recalled that al-Zeidi spoke glowingly of anti-American cleric Muqtada al-Sadr , whose followers organized protests Monday to demand his release .",apw_eng_20081215_0888_25:12_discard,discard
apw_eng_20081215_0741_25:12,neg-ext-subj,as_smart,as,smart,-LBQ-  He tried to raise topics to show that nobody is as smart as he is .  -RDQ-,apw_eng_20081215_0741_25,12,apw_eng_200812,"-LBQ-  He was very boastful , arrogant and always showing off ,  -RDQ-  said Zanko Ahmed , a Kurdish journalist who attended a journalism training course with al-Zeidi in Lebanon earlier .","Ahmed recalled that al-Zeidi spoke glowingly of anti-American cleric Muqtada al-Sadr , whose followers organized protests Monday to demand his release .",apw_eng_20081215_0741_25:12_discard,discard
