bigram_lower,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
immediately_clear,2,112.5,159.1,0,56.25,112.5,168.75,225,225,1.4142135623730951,225,112.5,337.5,-112.5,15.033296378372912,1.9911894273127753
immediately_available,2,107.5,152.03,0,53.75,107.5,161.25,215,215,1.4142135623730951,215,107.5,322.5,-107.5,14.69693845669907,1.9907834101382489
so_sure,2,13.5,19.09,0,6.75,13.5,20.25,27,27,1.4142135623730951,27,13.5,40.5,-13.5,5.2915026221291805,1.9310344827586208
as_bad,2,13.5,17.68,1,7.25,13.5,19.75,26,27,1.3094570021973102,25,12.5,38.5,-11.5,7.3484692283495345,3.7241379310344827
very_good,2,12.0,16.97,0,6.0,12.0,18.0,24,24,1.414213562373095,24,12.0,36.0,-12.0,4.999999999999999,1.9230769230769231
as_good,2,11.0,14.14,1,6.0,11.0,16.0,21,22,1.2856486930664501,20,10.0,31.0,-9.0,6.6332495807108005,3.6666666666666665
legally_binding,2,10.5,14.85,0,5.25,10.5,15.75,21,21,1.414213562373095,21,10.5,31.5,-10.5,4.69041575982343,1.9130434782608696
yet_clear,2,9.0,12.73,0,4.5,9.0,13.5,18,18,1.414213562373095,18,9.0,27.0,-9.0,4.358898943540673,1.9
so_much,2,8.5,7.78,3,5.75,8.5,11.25,14,17,0.9150793638884732,11,5.5,19.5,-2.5,7.745966692414833,6.315789473684211
too_late,2,8.0,11.31,0,4.0,8.0,12.0,16,16,1.4142135623730951,16,8.0,24.0,-8.0,4.123105625617661,1.8888888888888888
too_bad,2,7.5,9.19,1,4.25,7.5,10.75,14,15,1.2256517540566823,13,6.5,20.5,-5.5,5.477225575051661,3.5294117647058822
as_strong,2,7.0,9.9,0,3.5,7.0,10.5,14,14,1.4142135623730951,14,7.0,21.0,-7.0,3.872983346207417,1.875
that_bad,2,6.0,8.49,0,3.0,6.0,9.0,12,12,1.414213562373095,12,6.0,18.0,-6.0,3.605551275463989,1.8571428571428572
much_better,2,6.0,8.49,0,3.0,6.0,9.0,12,12,1.414213562373095,12,6.0,18.0,-6.0,3.605551275463989,1.8571428571428572
much_different,2,6.0,8.49,0,3.0,6.0,9.0,12,12,1.414213562373095,12,6.0,18.0,-6.0,3.605551275463989,1.8571428571428572
so_good,2,5.5,6.36,1,3.25,5.5,7.75,10,11,1.1570838237598051,9,4.5,14.5,-3.5,4.69041575982343,3.3846153846153846
quite_sure,2,5.5,7.78,0,2.75,5.5,8.25,11,11,1.414213562373095,11,5.5,16.5,-5.5,3.464101615137755,1.8461538461538463
more_specific,2,5.0,5.66,1,3.0,5.0,7.0,9,10,1.131370849898476,8,4.0,13.0,-3.0,4.4721359549995805,3.3333333333333335
so_bad,2,5.0,7.07,0,2.5,5.0,7.5,10,10,1.4142135623730951,10,5.0,15.0,-5.0,3.3166247903554003,1.8333333333333333
even_sure,2,4.5,6.36,0,2.25,4.5,6.75,9,9,1.414213562373095,9,4.5,13.5,-4.5,3.1622776601683795,1.8181818181818181
too_concerned,2,4.5,6.36,0,2.25,4.5,6.75,9,9,1.414213562373095,9,4.5,13.5,-4.5,3.1622776601683795,1.8181818181818181
earlier_informed,2,4.0,5.66,0,2.0,4.0,6.0,8,8,1.4142135623730951,8,4.0,12.0,-4.0,3.0000000000000004,1.8
very_happy,2,4.0,5.66,0,2.0,4.0,6.0,8,8,1.4142135623730951,8,4.0,12.0,-4.0,3.0000000000000004,1.8
more_different,2,4.0,5.66,0,2.0,4.0,6.0,8,8,1.4142135623730951,8,4.0,12.0,-4.0,3.0000000000000004,1.8
too_many,2,4.0,4.24,1,2.5,4.0,5.5,7,8,1.0606601717798212,6,3.0,10.0,-2.0,4.0,3.2
so_lucky,2,4.0,5.66,0,2.0,4.0,6.0,8,8,1.4142135623730951,8,4.0,12.0,-4.0,3.0000000000000004,1.8
immediately_possible,2,4.0,5.66,0,2.0,4.0,6.0,8,8,1.4142135623730951,8,4.0,12.0,-4.0,3.0000000000000004,1.8
immediately_able,2,4.0,5.66,0,2.0,4.0,6.0,8,8,1.4142135623730951,8,4.0,12.0,-4.0,3.0000000000000004,1.8
yet_ready,2,4.0,5.66,0,2.0,4.0,6.0,8,8,1.4142135623730951,8,4.0,12.0,-4.0,3.0000000000000004,1.8
yet_available,2,4.0,5.66,0,2.0,4.0,6.0,8,8,1.4142135623730951,8,4.0,12.0,-4.0,3.0000000000000004,1.8
overly_concerned,2,3.5,4.95,0,1.75,3.5,5.25,7,7,1.4142135623730951,7,3.5,10.5,-3.5,2.82842712474619,1.7777777777777777
as_important,2,3.5,3.54,1,2.25,3.5,4.75,6,7,1.0101525445522108,5,2.5,8.5,-1.5,3.741657386773941,3.111111111111111
quite_ready,2,3.5,4.95,0,1.75,3.5,5.25,7,7,1.4142135623730951,7,3.5,10.5,-3.5,2.82842712474619,1.7777777777777777
as_successful,2,3.5,4.95,0,1.75,3.5,5.25,7,7,1.4142135623730951,7,3.5,10.5,-3.5,2.82842712474619,1.7777777777777777
as_high,2,3.5,4.95,0,1.75,3.5,5.25,7,7,1.4142135623730951,7,3.5,10.5,-3.5,2.82842712474619,1.7777777777777777
as_simple,2,3.0,4.24,0,1.5,3.0,4.5,6,6,1.414213562373095,6,3.0,9.0,-3.0,2.6457513110645907,1.75
that_easy,2,3.0,4.24,0,1.5,3.0,4.5,6,6,1.414213562373095,6,3.0,9.0,-3.0,2.6457513110645907,1.75
readily_available,2,3.0,4.24,0,1.5,3.0,4.5,6,6,1.414213562373095,6,3.0,9.0,-3.0,2.6457513110645907,1.75
too_excited,2,3.0,4.24,0,1.5,3.0,4.5,6,6,1.414213562373095,6,3.0,9.0,-3.0,2.6457513110645907,1.75
nearly_enough,2,3.0,4.24,0,1.5,3.0,4.5,6,6,1.414213562373095,6,3.0,9.0,-3.0,2.6457513110645907,1.75
any_better,2,3.0,4.24,0,1.5,3.0,4.5,6,6,1.414213562373095,6,3.0,9.0,-3.0,2.6457513110645907,1.75
too_worried,2,3.0,4.24,0,1.5,3.0,4.5,6,6,1.414213562373095,6,3.0,9.0,-3.0,2.6457513110645907,1.75
more_effective,2,2.5,3.54,0,1.25,2.5,3.75,5,5,1.4142135623730951,5,2.5,7.5,-2.5,2.449489742783178,1.7142857142857142
too_good,2,2.5,3.54,0,1.25,2.5,3.75,5,5,1.4142135623730951,5,2.5,7.5,-2.5,2.449489742783178,1.7142857142857142
too_careful,2,2.5,3.54,0,1.25,2.5,3.75,5,5,1.4142135623730951,5,2.5,7.5,-2.5,2.449489742783178,1.7142857142857142
as_full,2,2.5,3.54,0,1.25,2.5,3.75,5,5,1.4142135623730951,5,2.5,7.5,-2.5,2.449489742783178,1.7142857142857142
as_sharp,2,2.5,3.54,0,1.25,2.5,3.75,5,5,1.4142135623730951,5,2.5,7.5,-2.5,2.449489742783178,1.7142857142857142
very_high,2,2.5,3.54,0,1.25,2.5,3.75,5,5,1.4142135623730951,5,2.5,7.5,-2.5,2.449489742783178,1.7142857142857142
that_close,2,2.5,3.54,0,1.25,2.5,3.75,5,5,1.4142135623730951,5,2.5,7.5,-2.5,2.449489742783178,1.7142857142857142
too_upset,2,2.5,3.54,0,1.25,2.5,3.75,5,5,1.4142135623730951,5,2.5,7.5,-2.5,2.449489742783178,1.7142857142857142
too_hot,2,2.5,3.54,0,1.25,2.5,3.75,5,5,1.4142135623730951,5,2.5,7.5,-2.5,2.449489742783178,1.7142857142857142
as_easy,2,2.5,3.54,0,1.25,2.5,3.75,5,5,1.4142135623730951,5,2.5,7.5,-2.5,2.449489742783178,1.7142857142857142
as_effective,2,2.5,3.54,0,1.25,2.5,3.75,5,5,1.4142135623730951,5,2.5,7.5,-2.5,2.449489742783178,1.7142857142857142
just_dry,2,2.5,3.54,0,1.25,2.5,3.75,5,5,1.4142135623730951,5,2.5,7.5,-2.5,2.449489742783178,1.7142857142857142
more_important,2,2.5,0.71,2,2.25,2.5,2.75,3,5,0.282842712474619,1,0.5,3.5,1.5,3.464101615137755,3.428571428571429
more_toxic,2,2.5,3.54,0,1.25,2.5,3.75,5,5,1.4142135623730951,5,2.5,7.5,-2.5,2.449489742783178,1.7142857142857142
as_popular,2,2.5,3.54,0,1.25,2.5,3.75,5,5,1.4142135623730951,5,2.5,7.5,-2.5,2.449489742783178,1.7142857142857142
as_aggressive,2,2.5,3.54,0,1.25,2.5,3.75,5,5,1.4142135623730951,5,2.5,7.5,-2.5,2.449489742783178,1.7142857142857142
criminally_responsible,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
too_disappointed,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
too_long,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
completely_reliable,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
all_bad,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
as_dire,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
entirely_accurate,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
quite_right,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
too_distant,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
always_successful,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
that_strong,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
even_able,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
so_easy,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
so_funny,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
widely_available,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
so_important,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
always_possible,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
so_clear,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
yet_complete,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
that_big,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
