hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,label,status
nyt_eng_20010321_0275_16:6,unknown-polarity,just_confused,just,confused,"-LBQ-  I think everybody is just confused ,  -RDQ-  said Ned Collins , head trader at Daiwa Securities America .",nyt_eng_20010321_0275_16,6,nyt_eng_200103,"The investors who remained in stocks , meanwhile , were becoming increasingly concerned about the prospects for corporate earnings as the economy cools .",-LBQ-  I do believe that earnings are going to be the key factor .  -RDQ-,nyt_eng_20010321_0275_16:6_discard,discard
nyt_eng_20000329_0154_79:5,unknown-polarity,so_curious,so,curious,"-LBQ-  Everybody here is so curious about what 's going on outside Cuba ,  -RDQ-  said Nathan Russell , who visited recently with a Canadian student group .",nyt_eng_20000329_0154_79,5,nyt_eng_200003,"Even if Cuba 's leaders want to turn back the clock , they have cast their lot on a future built largely on tourism , and they can only exert so much control over their visitors without scaring them away .",-LBQ-  The kids here all have such fresh eyes .,nyt_eng_20000329_0154_79:5_discard,discard
nyt_eng_20000321_0384_30:15,unknown-polarity,very_careful,very,careful,They went restaurant-hopping one night and  -LBQ-  we all noticed that everybody was being very careful about carbs ; I knew that this was something we needed to be paying attention to .  -RDQ-,nyt_eng_20000321_0384_30,15,nyt_eng_200003,"Wolf , 49 , who is 6 feet 1 inch tall and weighs 171 pounds , said he decided to suggest to Loews officials that they introduce the new menu line after he gathered 30 of the chain 's executive chefs and food directors at an annual conference in Miami Beach last November .","Business travelers are especially likely to be watching their carbohydrate consumption , he said .",nyt_eng_20000321_0384_30:15_discard,discard
nyt_eng_20000316_0273_6:7,unknown-polarity,too_up-tight,too,up-tight,"-LBQ-  I feel that everybody is too up-tight in this election ,  -RDQ-  the show 's originator , Bobby Hou , said the other night as his Lee Teng-hui makeup was being applied .",nyt_eng_20000316_0273_6,7,nyt_eng_200003,"Performed live and homing in on the day 's news , the show also provides welcome comic relief from the campaign for Saturday 's presidential election , which is understandably driven by weighty issues of war and peace that have engaged the Taiwanese people in endlessly earnest conversation .",-LBQ-  Everybody should relax !  -RDQ-,nyt_eng_20000316_0273_6:7_discard,discard
nyt_eng_20021125_0285_35:4,unknown-polarity,so_keen,so,keen,"-LBQ-  Everybody is so keen on what crimes they committed ,  -RDQ-  Stankuviene said .",nyt_eng_20021125_0285_35,4,nyt_eng_200211,None was obligated to disclose a name _ some used pseudonyms _ or her crime .,"-LBQ-  Here we know there are no good crimes , so it does n't make any difference .  -RDQ-",nyt_eng_20021125_0285_35:4_discard,discard
nyt_eng_20021121_0365_43:4,unknown-polarity,just_fine,just,fine,"-LBQ-  Everybody 's just fine ,  -RDQ-  the spokesman , Erik Elvejord , said .",nyt_eng_20021121_0365_43,4,nyt_eng_200211,A Holland America spokesman who met the ship tried to play down the problem .,-LBQ-  There is no epidemic .  -RDQ-,nyt_eng_20021121_0365_43:4_discard,discard
nyt_eng_20010420_0324_39:4,unknown-polarity,so_worried,so,worried,"-LBQ-  Everybody was so worried when they came here that they 're going to be eaten alive by the inmates , but all they have to do is tell them what to do and write them up if they do n't ,  -RDQ-  said Martinez , a 14-year veteran .",nyt_eng_20010420_0324_39,4,nyt_eng_200104,"Captain Rick Martinez , one of Culbertson 's shift supervisors at Lansing , acknowledged the difficulty of the transition .",-LBQ-  The bigger problem is with the staff .,nyt_eng_20010420_0324_39:4_discard,discard
nyt_eng_20081119_0121_7:5,unknown-polarity,so_confident,so,confident,But not everybody was so confident in the ability of China and Asia 's other fast-growing countries to spur a global recovery .,nyt_eng_20081119_0121_7,5,nyt_eng_200811,"That point of view was echoed by Claude Begle , chairman of Swiss Post , which runs Switzerland 's public savings bank , who predicted that Asian emerging nations would be the first to recover from the slump , followed by the United States and then Europe .","-LBQ-  China can not replace the U.S. economy as the engine of global growth ,  -RDQ-  said Chang Dae Whan , chairman of Maeil , a South Korean newspaper company .",nyt_eng_20081119_0121_7:5_discard,discard
nyt_eng_20080310_0210_19:3,unknown-polarity,absolutely_stunned,absolutely,stunned,Everybody is absolutely stunned .  -RDQ-,nyt_eng_20080310_0210_19,3,nyt_eng_200803,-LBQ-  Everybody is stunned .,Spitzer has not been charged with a crime .,nyt_eng_20080310_0210_19:3_discard,discard
nyt_eng_20010604_0212_8:4,unknown-polarity,so_excited,so,excited,-LBQ-  Everybody was so excited to be part of the revolution that was happening after the Serbs left and there was no more oppression .  -RDQ-,nyt_eng_20010604_0212_8,4,nyt_eng_200106,"-LBQ-  It was the most emotional moment of my life ,  -RDQ-  Ismaili said .","There was also little public infrastructure , not enough food and unreliable supplies of water , electricity and phone service .",nyt_eng_20010604_0212_8:4_discard,discard
