hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent
nyt_eng_19961129_0173_17:25,unknown-polarity,so_lucky,so,lucky,"-LBQ-  I do n't know Asa , but when I meet him I 'll say , ` Enjoy every moment because everybody is n't so lucky to serve with their brother .",nyt_eng_19961129_0173_17,25,nyt_eng_199611,Sander Levin said he will have some advice for his new House colleague .,Just make sure you do your own thing .  -RDQ-  '
nyt_eng_19961127_0082_15:4,unknown-polarity,frankly_fat,frankly,fat,-LBQ-  Everybody was frankly fat and happy .  -RDQ-,nyt_eng_19961127_0082_15,4,nyt_eng_199611,"-LBQ-  We were the one industrial powerhouse in the world that had survived World War II unscathed , and , as a consequence , just about anything we made someone bought ,  -RDQ-  said Don Blohowiak , an expert on change in the workplace .","Millions of people entered the work force , enjoyed an annual raise , saw health care get better and watched hours get shorter ."
nyt_eng_19961119_0531_46:6,unknown-polarity,still_concerned,still,concerned,"-LBQ-  Everybody I know is still concerned about fat ,  -RDQ-  she said .",nyt_eng_19961119_0531_46,6,nyt_eng_199611,"Dr. Marion Nestle , the chairwoman of the department of nutrition and food studies at New York University , said that the most health-conscious Americans tend to be highly educated , well-to-do city dwellers .","Balzer argued that age , not economic status was the greatest determining factor in healthy eating  -COL-  older people watch their diets more than younger people ."
nyt_eng_19961115_0504_9:4,unknown-polarity,so_enthused,so,enthused,"-LBQ-  Everybody is so enthused ,  -RDQ-  said John Tierney , the Salem , Mass. .",nyt_eng_19961115_0504_9,4,nyt_eng_199611,McGovern realized the dreams of many Capitol Hill aides by going home and running for Congress .,"Democrat and lawyer who defeated Rep. Peter Torkildsen , the Danvers , Mass. ."
nyt_eng_19961107_0677_47:4,unknown-polarity,so_friendly,so,friendly,-LBQ-  Everybody was so friendly .,nyt_eng_19961107_0677_47,4,nyt_eng_199611,"-LBQ-  I never dreamed they 'd have a party just for me ,  -RDQ-  said Tuttle , who went with O'Brien .",I ate vanilla ice cream .
nyt_eng_19961106_1002_17:13,unknown-polarity,fully_aware,fully,aware,"-LBQ-  Proposition 200 is not something that I am sure everybody is fully aware of -LRB- because of -RRB- some of the implications that are hidden in that initiative ,  -RDQ-  Symington said .",nyt_eng_19961106_1002_17,13,nyt_eng_199611,"Both propositions passed by nearly 2-1 ratios , but Symington said he can still overrule them .","-LBQ-  When something passes by over 60 percent , you have to respect the process ."
nyt_eng_19961106_0143_26:4,unknown-polarity,always_wrong,always,wrong,Everybody else is always wrong .,nyt_eng_19961106_0143_26,4,nyt_eng_199611,Symington is always right .,It 's how he 's always been ALLOWED to play the game of life .
nyt_eng_19961231_0614_17:8,unknown-polarity,very_good,very,good,-LBQ-  Everybody in the Valley has been very good to me .,nyt_eng_19961231_0614_17,8,nyt_eng_199612,"-LBQ-  I 'm obviously very pleased ,  -RDQ-  Snyder said .",I do n't think we 've reached our potential yet .
nyt_eng_19961223_0571_36:3,unknown-polarity,so_bloody,so,bloody,Everybody is so bloody upset at Christmas trying to have a good time .,nyt_eng_19961223_0571_36,3,nyt_eng_199612,That 's when the dysfunctionality rears its ugly head .,-LBQ-  They should go see this picture and see how dysfunction can be funny .  -RDQ-
nyt_eng_19961222_0236_9:14,unknown-polarity,pretty_shocked,pretty,shocked,"Her friend , smiling knowingly , added  -COL-   -LBQ-  I think everybody 's pretty shocked at how much he got for how little he did , but he 's going to be around for a long time . ...",nyt_eng_19961222_0236_9,14,nyt_eng_199612,"He could become head of my company ,  -RDQ-  said the executive .","Hey , he might hire me one day , too .  -RDQ-"
nyt_eng_19961209_0067_7:12,unknown-polarity,so_afraid,so,afraid,"-LBQ-  This is political correctness , the way that everybody 's so afraid to talk about anything national in education .",nyt_eng_19961209_0067_7,12,nyt_eng_199612,"-LBQ-  Talk about political correctness ,  -RDQ-  said Bruce Alberts , president of the National Academy of Sciences .",Everyone is still afraid of saying the truth  -COL-  that we 'll get nowhere as a nation until we make use of all our resources and that there are some things all students should know regardless of what state they live in .  -RDQ-
nyt_eng_19961206_0281_7:4,unknown-polarity,so_sick,so,sick,"-LBQ-  Everybody 's so sick of strikes that when you see this kind of thing , it 's pretty silly .  -RDQ-",nyt_eng_19961206_0281_7,4,nyt_eng_199612,"-LBQ-  I 'm sure there 's a better way ,  -RDQ-  said Tom Bowlin , who took BART in from the East Bay with his girlfriend , Maggie Fuller , to catch the performance .",The musicians ' strike entered its second day Friday with no new bargaining sessions scheduled .
nyt_eng_19961203_0588_25:4,unknown-polarity,pleasantly_surprised,pleasantly,surprised,-LBQ-  Everybody was pleasantly surprised .  -RDQ-,nyt_eng_19961203_0588_25,4,nyt_eng_199612,"-LBQ-  People were not expecting the great Thanksgiving weekend we just had ,  -RDQ-  Reysen said .","Good holiday or bad , a toymaker does n't want to miss Christmas , and Nintendo may have  -LBQ-  rushed to market ,  -RDQ-  he said ."
nyt_eng_19960131_0551_40:16,unknown-polarity,extremely_detail-oriented,extremely,detail-oriented,"John , 38 , a lawyer , said  -COL-   -LBQ-  Everybody in the family is extremely detail-oriented .",nyt_eng_19960131_0551_40,16,nyt_eng_199601,-LBQ-  I might have helped hang a picture .  -RDQ-,There was no detail too small that it could n't take up half a day of discussion .  -RDQ-
nyt_eng_19960131_0392_5:4,unknown-polarity,well_aware,well,aware,"-LBQ-  Everybody 's well aware that -LRB- the rate cut -RRB- wo n't have an effect until 12 months out ,  -RDQ-  and in the meantime , investors have n't fully appreciated the extent to which eanrings will slow this year , McGonigle said .",nyt_eng_19960131_0392_5,4,nyt_eng_199601,"Procter &amp; Gamble Co. , Aluminum Co. of America and Goodyear Tire &amp; Rubber Co. led the decline .","In the broad market , the Standard &amp; Poor 's 500 Index , representing 70 percent of the U.S. stock market 's capitalization , gained 0.62 to 630.77 , down from an earlier rise of as much as 2.86 , while the Nasdaq Composite Index gained 0.65 to 1051.95 , down from a 3.93-point advance ."
nyt_eng_19960129_0763_2:5,unknown-polarity,so_confident,so,confident,But not everybody is so confident that the worst can be avoided .,nyt_eng_19960129_0763_2,5,nyt_eng_199601,"In the event of a crisis , the most likely outcome , many experts say , will not be a complete shutoff but the risk that any new leadership will decide to sacrifice maximum income for a while , cutting production over time in a bid to push up prices .","Milton Copulos , president of the National Defense Council Foundation , a conservative group in Washington , raised the possibility of an oil crisis at Congressional hearings last year ."
