hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent
apw_eng_19980311_1368_25:21,unknown-polarity,very_serious,very,serious,"-LBQ-  Learning English is like a national obsession there - everybody , from the young to the old , is very serious about trying to learn it .  -RDQ-",apw_eng_19980311_1368_25,21,apw_eng_199803,"However , she said , there was much potential for volunteer work in the country , in areas such as skills training , community development and , in particular , education .",Ng said volunteers from Malaysia and surrounding countries had a strong positive impact on Laos as a reminder that its fellow Asean members were nearby and willing to help .
apw_eng_19980307_0792_51:5,unknown-polarity,so_busy,so,busy,I found everybody was so busy doing what they were supposed to be doing there was no time for bitchery .,apw_eng_19980307_0792_51,5,apw_eng_199803,-LBQ-  And I did n't have many problems with nastiness or unpleasantness in my theater life .,-LBQ-  I can snap from time to time .
apw_eng_19941118_0182_31:23,unknown-polarity,extremely_positive,extremely,positive,"-LBQ-  Everybody I 've spoken to , Nick Price , Fred Couples , Jose Maria Olazabal , all the responses have been extremely positive ,  -RDQ-  he said .",apw_eng_19941118_0182_31,23,apw_eng_199411,Norman said other players were enthusiastic about the new tour .,"A source familiar with the negotiations said that four tournaments would be held the weeks before each of the major tournaments -- the Masters in April , the U.S. Open in June , the British Open in July and the PGA Championship in August ."
apw_eng_20080325_0445_20:4,unknown-polarity,very_sensitive,very,sensitive,"-LBQ-  Everybody 's very sensitive to what 's been happening in Tibet in recent days and we hope that the Chinese will bring peace very quickly ,  -RDQ-  Gosper said in an Australian TV interview Tuesday .",apw_eng_20080325_0445_20,4,apw_eng_200803,"A rising chorus of international criticism and floated calls for a boycott have unnerved the Chinese leadership , which has turned up efforts to put its own version of the unrest before the international public .","The Olympics  -LBQ-  is not a nasty event , this is an event of celebration ."
apw_eng_20080322_0058_29:22,unknown-polarity,equally_unhappy,equally,unhappy,"After examining the new proposal , he said , it was evident that  -LBQ-  the pain was spread because everybody was equally unhappy with the paper , or to turn it the other way around , everybody found a little bit .  -RDQ-",apw_eng_20080322_0058_29,22,apw_eng_200803,"-LBQ-  I hope that it will reflect the future position of my government , and that was the position for everybody concerned ,  -RDQ-  Matussek said .",
apw_eng_20080312_0869_10:7,unknown-polarity,well_aware,well,aware,-LBQ-  I believe that everybody is well aware that Human Rights Watch has some problem with its sight .,apw_eng_20080312_0869_10,7,apw_eng_200803,"When asked about the report ahead of its publication , China 's Foreign Ministry questioned the credibility of Human Rights Watch .",It is biased .
apw_eng_20080305_1468_14:4,unknown-polarity,well_aware,well,aware,"-LBQ-  Everybody is well aware of the regional context of the membership aspirations of Georgia and Ukraine , but ... no outside party will have an influence on that process ,  -RDQ-  Appathurai told reporters .",apw_eng_20080305_1468_14,4,apw_eng_200803,NATO spokesman James Appathurai stressed Russia did not have the right to veto any expansion of the alliance to include its former Soviet neighbors .,"However , several NATO allies are wary such a move will lead to a further deterioration of relations with Moscow that already are strained by differences over Kosovo , missile defense plans and arms control in Europe ."
apw_eng_19950418_0420_20:25,unknown-polarity,really_glad,really,glad,"-LBQ-  It was a great recognition of the whole staff because everybody had pitched in in these really dire circumstances and everybody should be really glad about that ,  -RDQ-  said Shelby Coffey III , the Times ' editor and executive vice president .",apw_eng_19950418_0420_20,25,apw_eng_199504,The spot news reporting prize went to the Los Angeles Times staff for reporting on the chaos and devastation after the Northridge earthquake in January 1994 .,The Boston Globe 's David Shribman won the beat reporting prize for his work on developments in Washington and around the nation .
apw_eng_20051221_0863_7:3,unknown-polarity,really_tired,really,tired,"Everybody 's really tired , it 's very emotional .  -RDQ-",apw_eng_20051221_0863_7,3,apw_eng_200512,"-LBQ-  Everybody 's on a bit of a downer now , because we thought we had him back . ...",She said police were pursuing a lead on Toga 's whereabouts but she did not know what it was .
apw_eng_20051215_0295_9:30,unknown-polarity,pretty_mature,pretty,mature,"David Patterson , a UC Berkeley professor who will be the lab 's director , said he was initially was worried about the friction , but  -LBQ-  everybody was pretty mature about it .  -RDQ-",apw_eng_20051215_0295_9,30,apw_eng_200512,"The two are fierce rivals in search , and their behind-the-scenes rancor has been publicly aired in a recent Washington state court battle triggered by Google 's recent raids on Microsoft 's work force .",Microsoft senior researcher James Larus said the collaboration on RAD should n't be seen as a truce .
apw_eng_19980521_0170_15:14,unknown-polarity,very_tired,very,tired,"We will continue our protests , but not now because everybody here is very tired ,  -RDQ-  said Iskandar Zulkarnain , 24 , an economics student who wore a headband with a  -LBQ-  Reform  -RDQ-  slogan .",apw_eng_19980521_0170_15,14,apw_eng_199805,-LBQ-  We do n't like him .,"Indonesia 's most prominent opposition leader , Amien Rais , said he will not endorse the new government if Habibie assembles a Cabinet that  -LBQ-  stinks of nepotism  -RDQ-  and is full of  -LBQ-  corrupt people .  -RDQ-"
apw_eng_19980521_0093_33:14,unknown-polarity,very_tired,very,tired,"We will continue our protests , but not now because everybody here is very tired ,  -RDQ-  said Iskandar Zulkarnain , 24 , an economics student .",apw_eng_19980521_0093_33,14,apw_eng_199805,-LBQ-  We do n't like him .,"Suharto 's government has been the biggest victim of a financial crisis that began to sweep across East Asia last year , forcing Indonesia , South Korea and Thailand to accept large IMF-backed bailouts and painful economic reforms ."
apw_eng_19980520_1241_53:5,unknown-polarity,very_determined,very,determined,"-LBQ-  But everybody 's very determined and cooperative ,  -RDQ-  she assures .",apw_eng_19980520_1241_53,5,apw_eng_199805,Tough task for a pretty lady .,The modeling world will surely miss its most famous mannequin because Apples is set to bow out of the glam industry by next year .
apw_eng_19980511_1083_58:14,unknown-polarity,truly_equal,truly,equal,The right to vote is probably the only right under which everybody is truly equal .,apw_eng_19980511_1083_58,14,apw_eng_199805,We have to democratize elective office and attain universal suffrage .,Credible elections constitute a safety valve to bring about peaceful change .
apw_eng_19980507_0144_29:7,unknown-polarity,very_nice,very,nice,"-LBQ-  Everybody at the church is very nice ,  -RDQ-  said Elham Bahsous .",apw_eng_19980507_0144_29,7,apw_eng_199805,Immigration authorities say they have no plans to raid the church and are content to wait for the family to leave their sanctuary .,-LBQ-  But we 're feeling like prisoners because we ca n't go outside .  -RDQ-
apw_eng_19980506_1308_44:20,unknown-polarity,very_enthusiastic,very,enthusiastic,"-LBQ-  There were contests , such as for the best food and the best decorations , and everybody was very enthusiastic .",apw_eng_19980506_1308_44,20,apw_eng_199805,"-LBQ-  During Kongsi Raya this year , for example , we improvised and held an inter-office competition where each department had to come up with their own open house .","One group even held a lion dance ! It was a cheaper way of doing things , but the environment remained very , very positive .  -RDQ-"
apw_eng_19980505_0766_21:12,unknown-polarity,now_free,now,free,Soeharto said clove trading had been liberalized and that everybody was now free to trade the commodity .,apw_eng_19980505_0766_21,12,apw_eng_199805,Excise stamps are required on all cigarette packages for sale in Indonesia .,"The government liberalized clove trading Feb. 1 through Presidential Decree No. 21\/1998 , and it has promised to disband BPPC by June 30 ."
apw_eng_20021031_0390_10:11,unknown-polarity,really_upset,really,upset,"Other universities will not order from them , everybody is really upset .  -RDQ-",apw_eng_20021031_0390_10,11,apw_eng_200210,-LBQ-  We will not order from them . ...,"In July , Baker 's wife , Mona Baker , fired Miriam Schlesinger , a Bar-Ilan lecturer in translation studies , and Tel Aviv University professor Gideon Toury from the boards of two translation journals St. Jerome publishes ."
apw_eng_20021028_0553_4:4,unknown-polarity,so_disappointed,so,disappointed,"-LBQ-  Everybody was so disappointed when we got the news they were n't able to go back but we certainly do n't want to rush them if it 's not in their best interest ,  -RDQ-  said Cris Embleton , director of Healing the Children , the group that arranged the surgery .",apw_eng_20021028_0553_4,4,apw_eng_200210,"Instead , doctors at Mattel Children 's Hospital at the University of California , Los Angeles , postponed their return .",Maria de Jesus underwent surgery last week to cover a quarter-sized wound with a skin graft .
apw_eng_20021005_0298_16:22,unknown-polarity,as_surprised,as,surprised,"It hit him on the foot and the -LRB- goalkeeper -RRB- just picked it up , and I think everybody was as surprised as we were that the decision was given .  -RDQ-",apw_eng_20021005_0298_16,22,apw_eng_200210,"Those kind of things may happen form 20 yards , but I do n't see anybody passing the ball back from six yards .",The veteran former England captain struck again in the 69th minute and thought he had scored his 300th minutes later only to be foiled by an offside flag .
apw_eng_20021002_0598_21:8,unknown-polarity,pretty_practical,pretty,practical,"-LBQ-  In this place , everybody 's pretty practical at the end of the day ,  -RDQ-  said Senate Foreign Relations Committee Chairman Joseph Biden .",apw_eng_20021002_0598_21,8,apw_eng_200210,But there was also a growing sense of resignation among critics that the president would get his way .,"He said Senate Democrats remained divided , but that he doubted the momentum building behind the resolution could be slowed ."
apw_eng_20100929_1029_37:5,unknown-polarity,extremely_motivated,extremely,motivated,I think everybody 's extremely motivated .  -RDQ-,apw_eng_20100929_1029_37,5,apw_eng_201009,-LBQ-  We also have to take it as a challenge so that we have some unfinished business for this year .,
apw_eng_20100927_0854_17:9,unknown-polarity,so_loyal,so,loyal,"-LBQ-  The fans , everybody here have been so loyal to me the last 12 years , it would have felt like running away a little bit , in a way .",apw_eng_20100927_0854_17,9,apw_eng_201009,"-LBQ-  It would n't have felt right to put another uniform on ,  -RDQ-  Nowitzki said .",So I 'm here for the long run -- four more years to reach our goal .
apw_eng_20100924_0389_4:4,unknown-polarity,very_excited,very,excited,"-LBQ-  Everybody is very excited , wants to get there , you know , get in with the action and get going really ,  -RDQ-  Caroline Searle , spokeswoman for the English team , said as the athletes left the airport .",apw_eng_20100924_0389_4,4,apw_eng_201009,"And the first foreign athletes -- the English hockey and lawn bowling teams -- arrived in New Delhi , though they planned to stay in hotels for a few days before moving to the village .",Some of the athletes later toured the village to assess the conditions there .
apw_eng_20100901_0875_5:7,unknown-polarity,very_clear,very,clear,-LBQ-  I want everybody to be very clear .,apw_eng_20100901_0875_5,7,apw_eng_201009,"-LBQ-  There are going to be extremists and rejectionists who , rather than seeking peace , are going to be seeking destruction ,  -RDQ-  Obama said .",The United States is going to be unwavering in its support of Israel 's security .
apw_eng_20100901_0707_4:7,unknown-polarity,very_clear,very,clear,"-LBQ-  I want everybody to be very clear ,  -RDQ-  Obama said .",apw_eng_20100901_0707_4,7,apw_eng_201009,"Hamas , which rejects Israel 's right to exist and opposes peace talks , claimed responsibility .",-LBQ-  The United States is going to be unwavering in its support of Israel 's security .
apw_eng_20070529_1100_51:4,unknown-polarity,so_afraid,so,afraid,"-LBQ-  Everybody 's so afraid he 's going to make a mistake ,  -RDQ-  said the $ 25,000-a-year -LRB- euro18,600-a-year -RRB- guard , who spent most of his working life as a security guard or correctional officer .",apw_eng_20070529_1100_51,4,apw_eng_200705,"That was the end of his useful hands-on training , Bullock said .",-LBQ-  There 's no security at all .  -RDQ-
apw_eng_20070522_1277_21:9,unknown-polarity,so_scared,so,scared,"-LBQ-  I do n't know what everybody 's so scared about ,  -RDQ-  he added then .",apw_eng_20070522_1277_21,9,apw_eng_200705,I was totally wrong .  -RDQ-,-LBQ-  Death is not that damn bad .  -RDQ-
apw_eng_20070510_1697_9:18,unknown-polarity,very_concerned,very,concerned,"-LBQ-  I think everybody around the world , in Europe , in the United States , is very concerned about the internal course that Russia has taken in recent years ,  -RDQ-  Rice said .",apw_eng_20070510_1697_9,18,apw_eng_200705,"-LBQ-  It 's even more difficult when one looks at what is happening domestically in Russia where I think it 's fair to say that there has been a turning back of some of the reforms that led to the decentralization of power out of the Kremlin ,  -RDQ-  she said .",She said  -LBQ-  the concentration of power in the Kremlin has been troubling  -RDQ-  especially since Russia is due to hold presidential and parliamentary elections next year .
apw_eng_20070507_0029_17:4,unknown-polarity,very_smart,very,smart,"-LBQ-  Everybody was very smart ,  -RDQ-  Massey said .",apw_eng_20070507_0029_17,4,apw_eng_200705,"Massey said that after his first week at Morehouse as a nervous teenager from the country , he was ready to leave the school near downtown Atlanta .","-LBQ-  My freshman roommate was from Dallas , and there were people from other major cities ."
apw_eng_20080430_0052_49:4,unknown-polarity,so_honest,so,honest,Not everybody is so honest .,apw_eng_20080430_0052_49,4,apw_eng_200804,-LBQ-  I 'm sorry .  -RDQ-,"When an opposing player dribbled the ball off his own leg and called a cheap foul , one of Obama 's teammates said sarcastically ,  -LBQ-  Hey , man , nice move .  -RDQ-"
apw_eng_20030228_0167_8:4,unknown-polarity,mentally_strong,mentally,strong,Everybody is being mentally strong .  -RDQ-,apw_eng_20030228_0167_8,4,apw_eng_200302,Everybody 's committed .,"Vokoun tied the franchise record for victories , set last season by Mike Dunham , and tied his own record for consecutive starts with 19 ."
apw_eng_20030227_0900_4:5,unknown-polarity,obviously_optimistic,obviously,optimistic,-LBQ-  But everybody 's obviously optimistic we can work through it .  -RDQ-,apw_eng_20030227_0900_4,5,apw_eng_200302,"-LBQ-  There 's a lot of details where things sit , and if they do n't go the right way could derail it ,  -RDQ-  said Quinn , spearheading Golisano 's bid .",Quinn declined to predict when a formal purchase of the team could be completed .
apw_eng_20030225_0159_25:4,unknown-polarity,very_cheerful,very,cheerful,"-LBQ-  Everybody is very cheerful , everybody is just excited ,  -RDQ-  he said about the team .",apw_eng_20030225_0159_25,4,apw_eng_200302,"But Odumbe said Monday 's win was better , because in 1996  -LBQ-  nobody  -RDQ-  in Kenya knew what cricket was .",But he warned that the game against Bangladesh could be the team 's toughest because of the rivalry between the two sides .
apw_eng_20030214_0444_31:3,unknown-polarity,really_fast,really,fast,Everybody is really fast and whoever has their day could win .,apw_eng_20030214_0444_31,3,apw_eng_200302,-LBQ-  Somebody can always go down like crazy while the favorite can always drop out .,-LBQ-  Miller has a psychological advantage over all of us because he has already won so many medals and because the course is too easy too fall off of .
apw_eng_20071031_0105_12:8,unknown-polarity,pretty_much,pretty,much,"-LBQ-  Everybody I 've talked to is pretty much on the same page I am , which is it needed not to happen ,  -RDQ-  she said .",apw_eng_20071031_0105_12,8,apw_eng_200710,"On Tuesday , she could hear loudspeakers and sirens , part of the city 's emergency notification system , being tested from her home .","-LBQ-  I 'm like , shut it down ."
apw_eng_20071028_0112_21:7,unknown-polarity,really_tall,really,tall,"I came here , everybody was really tall and I was wondering if they were going to jump over my head .  -RDQ-",apw_eng_20071028_0112_21,7,apw_eng_200710,-LBQ-  Junior worlds is a really big competition for me .,Zhang 's jumping was reminiscent of an equally young Tara Lipinski a decade ago .
apw_eng_20071006_0168_49:15,unknown-polarity,so_superstitious,so,superstitious,-LBQ-  But you do n't want to talk much about that because everybody is so superstitious .,apw_eng_20071006_0168_49,15,apw_eng_200710,"-LBQ-  When you look at the industry across the course of the last several years and you pull out those years where you had the unusual occurrences , you find out the safety record is pretty good ,  -RDQ-  Raney said .",You 're afraid you 'll change it .  -RDQ-
apw_eng_20071002_1324_45:4,unknown-polarity,extremely_competitive,extremely,competitive,"-LBQ-  Everybody 's extremely competitive ,  -RDQ-  he said .",apw_eng_20071002_1324_45,4,apw_eng_200710,Salas said he is tempering his optimism about how TerraMax will do .,"-LBQ-  We 're so much further , the entire industry , than it was just two or three years ago ."
apw_eng_20090427_0075_16:9,unknown-polarity,incredibly_disappointed,incredibly,disappointed,"-LBQ-  Everybody at Panther -LRB- Racing -RRB- is incredibly disappointed , and we know we have several changes to make before Indianapolis .  -RDQ-",apw_eng_20090427_0075_16,9,apw_eng_200904,"-LBQ-  I just lacked a little pace at times and because of the imbalance in the car I just could n't get close to anybody ,  -RDQ-  he said .","GOOD START  -COL-  Robert Doornbos was the surprise of qualifying , earning a spot on the front row in his first oval race ."
apw_eng_20061129_1167_10:6,unknown-polarity,very_conscious,very,conscious,"-LBQ-  Even though everybody was very conscious of the story coming from London -LRB- about Litvinenko -RRB- ... we always believed it to be entirely separate from what was going on in London ,  -RDQ-  Keane said .",apw_eng_20061129_1167_10,6,apw_eng_200611,"Colm Keane , spokesman for National University of Ireland at Maynooth , where the conference was held , said that medics initially suspected Gaidar 's diabetes or some sort of ailment caused his illness last week .","A spokesman for the Irish Department of Foreign Affairs , speaking on customary condition of anonymity , said  -LBQ-  we have received no evidence of anything untoward about this ."
apw_eng_20061118_0028_17:4,unknown-polarity,so_enthusiastic,so,enthusiastic,-LBQ-  Everybody is so enthusiastic .,apw_eng_20061118_0028_17,4,apw_eng_200611,"Lidia Sabbatini , who owns a flower shop , said residents were beside themselves with excitement .",...
apw_eng_20061117_0902_12:4,unknown-polarity,so_enthusiastic,so,enthusiastic,-LBQ-  Everybody is so enthusiastic ...,apw_eng_20061117_0902_12,4,apw_eng_200611,"Lidia Sabbatini , who owns a flower shop , said residents were besides themselves with excitement .","it 's not an everyday thing to have a Hollywood star as a guest ,  -RDQ-  Sabbatini said ."
