hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,label,status
nyt_eng_19960122_0350_26:10,unknown-polarity,entirely_legal,entirely,legal,"crown nearly every rooftop here are , well , entirely legal is not entirely clear .",nyt_eng_19960122_0350_26,10,nyt_eng_199601,SAUDI-SATELLITES -LRB- Jidda -RRB- _ Whether the satellite dishes that,"But in a country in which censors still black out magazine photographs that display too much cleavage , no one in this seaside city seems to be standing in the way of the latest onslaught from abroad .",nyt_eng_19960122_0350_26:10_discard,discard
nyt_eng_19960108_0065_37:6,unknown-polarity,very_careful,very,careful,"-LBQ-  Every bank should be very careful ,  -RDQ-  Budinsky said .",nyt_eng_19960108_0065_37,6,nyt_eng_199601,"The bank 's purchases , the central bank said , ate up too much of its assets and were therefore risky .",-LBQ-  Every bank should know how much it can afford .  -RDQ-,nyt_eng_19960108_0065_37:6_discard,discard
nyt_eng_19981130_0231_14:12,unknown-polarity,similarly_resistant,similarly,resistant,"Every single population of another species , Tyrophagus putrescentiae , was similarly resistant .",nyt_eng_19981130_0231_14,12,nyt_eng_199811,"And 71 percent of populations of Acarus siro , the most common mite in grain stores , survived 14 days of exposure to pirimithos-methyl at twice the recommended dose .","-LBQ-  We have also found cross-resistance , with a number of mite strains resistant to all approved grain protectants ,  -RDQ-  Wildey says .",nyt_eng_19981130_0231_14:12_discard,discard
nyt_eng_19981113_0161_19:10,unknown-polarity,hands-down_fair,hands-down,fair,-LBQ-  But it does n't mean every decision is hands-down fair and wonderful in all respects .  -RDQ-,nyt_eng_19981113_0161_19,10,nyt_eng_199811,"If a case goes to court ,  -LBQ-  you had your chance , so in one sense , the system is a just system ,  -RDQ-  he said .",,nyt_eng_19981113_0161_19:10_discard,discard
nyt_eng_19960527_0319_29:10,unknown-polarity,very_old,very,old,Every lungfish caught in the reservoir recently has been very old .,nyt_eng_19960527_0319_29,10,nyt_eng_199605,"Lungfish at Enoggera did well breeding when there was water hyacinth , but since the plants were cleared , Kemp says no young have survived .","Kemp said the proposed weir is particularly worrisome as the lungfish 's other two strongholds , the Mary and Brisbane Rivers , have little unaltered habitat remaining .",nyt_eng_19960527_0319_29:10_discard,discard
nyt_eng_19980128_0475_77:5,unknown-polarity,as_fortunate,as,fortunate,"Not every icon is as fortunate as Betty Crocker , who has gone through seven facelifts since 1936 in order to stay contemporary .",nyt_eng_19980128_0475_77,5,nyt_eng_199801,groups for icons for old household products _ the Mrs. Butterworths and Uncle Bens of the world who seem either charmingly anachronistic or somewhat out of the loop .,"Fortunately , there is a co-branding , a phenomenon that can serve to enhance an icon 's popularity .",nyt_eng_19980128_0475_77:5_discard,discard
nyt_eng_19980128_0472_23:5,unknown-polarity,as_fortunate,as,fortunate,"Not every icon is as fortunate as Betty Crocker , who has gone through seven facelifts since 1936 in order to stay contemporary .",nyt_eng_19980128_0472_23,5,nyt_eng_199801,groups for icons for old household products _ the Mrs. Butterworths and Uncle Bens of the world who seem either charmingly anachronistic or somewhat out of the loop .,"Fortunately , there is a co-branding , a phenomenon that can serve to enhance an icon 's popularity .",nyt_eng_19980128_0472_23:5_discard,discard
nyt_eng_19980116_0432_3:22,unknown-polarity,roughly_equivalent,roughly,equivalent,"For one , he said , advertisers would be willing to pay more for a show that every two weeks is roughly equivalent to a Super Bowl in terms of ratings .",nyt_eng_19980116_0432_3,22,nyt_eng_199801,"-LBQ-  We will find new ways to generate revenue ,  -RDQ-  he said at the semiannual television critics ' press tour in Pasadena , California .","-LBQ-  The only thing that could impact us would be a major turnaround in the number of people who watch ER ,  -RDQ-  he said .",nyt_eng_19980116_0432_3:22_discard,discard
nyt_eng_19960625_0092_36:26,unknown-polarity,fully_refundable,fully,refundable,"A call to Delta 's reservations number established that , on that day , every flight from JFK to San Francisco over $ 800 was fully refundable .",nyt_eng_19960625_0092_36,26,nyt_eng_199606,"Shopping for a trip to San Francisco , for example , the computer listed , under a $ 1,424 Delta fare , rules requiring 14-day advance purchase , no refund and a $ 50 penalty for changing reservations once the ticket was issued .","That problem prompts a bit of advice from John McDonald , a spokesman for TWA , which plans to offer its own software later this year .",nyt_eng_19960625_0092_36:26_discard,discard
nyt_eng_19960624_0434_36:26,unknown-polarity,fully_refundable,fully,refundable,"A call to Delta 's reservations number established that , on that day , every flight from JFK to San Francisco over $ 800 was fully refundable .",nyt_eng_19960624_0434_36,26,nyt_eng_199606,"Shopping for a trip to San Francisco , for example , the computer listed , under a $ 1,424 Delta fare , rules requiring 14-day advance purchase , no refund and a $ 50 penalty for changing reservations once the ticket was issued .","That problem prompts a bit of advice from John McDonald , a spokesman for TWA , which plans to offer its own software later this year .",nyt_eng_19960624_0434_36:26_discard,discard
