hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent
apw_eng_20070420_0147_11:23,neg-mit,practically_favorable,practically,favorable,"Some Toronto critics sniffed , too , but the notices were not as scathing as those in England and a few were practically favorable .",apw_eng_20070420_0147_11,23,apw_eng_200704,"-LBQ-  We Will Rock You ,  -RDQ-  which opened here April 10 , premiered in England in May 2002 and is still running there despite what its British director and book writer Ben Elton laughingly says  -LBQ-  were possibly the worst reviews in the history of London theater .  -RDQ-","The Globe and Mail , a national daily , gave the musical three stars out of four ."
apw_eng_20070413_0827_18:12,neg-mit,almost_injured,almost,injured,"Fans were curious rather than knowledgeable , and a few were almost injured by foul balls , unaware they could catch the ball , duck away from it , or needed to be alert for shots sprayed into the stands .",apw_eng_20070413_0827_18,12,apw_eng_200704,"Pitchers throw the fastball when they are behind on the count , and save the curve ball until they are ahead .  -RDQ-","By coincidence , the opener was played the same day that Chinese Premier Wen Jiabao -- on a goodwill trip to Japan -- tossed a baseball around with students from Japan 's Ritsumeikan University ."
apw_eng_19980711_0796_7:7,neg-mit,still_active,still,active,"A few of the artists are still active , among them James Taylor , Rod Stewart , Carly Simon and Stevie Wonder .",apw_eng_19980711_0796_7,7,apw_eng_199807,"The set opens with Edison Lighthouse -LRB-  -LBQ-  Love Grows Where My Rosemary Goes  -RDQ-  -RRB- and closes with McFadden and Whitehead -LRB-  -LBQ-  Ai n't No Stopping Us Now  -RDQ-  -RRB- , meaning long-forgotten tunes from beginning to end .","But Rhino was unable to obtain licensing permission for songs by many '70s heavyweights , and those absent include the Rolling Stones , Elton John , Pink Floyd , Led Zeppelin , Bruce Springsteen , Billy Joel , the Eagles and Fleetwood Mac ."
apw_eng_20101001_0083_25:7,neg-mit,much_impressed,much,impressed,But few besides magicians will be much impressed .,apw_eng_20101001_0083_25,7,apw_eng_201010,"Yes ,  -LBQ-  Buried  -RDQ-  pulls off its trick .","-LBQ-  Buried ,  -RDQ-  a Lionsgate release , is rated R for language and some violent content ."
apw_eng_19971229_0523_26:18,neg-mit,truly_innovative,truly,innovative,"And , unfortunately , this reliance on tried-and-tested subjects meant that very few of their presentations were truly innovative .",apw_eng_19971229_0523_26,18,apw_eng_199712,"Many of the Thai artists chose to focus on the same issues  -COL-  Consumerism , capitalism and individual freedom .","In fact , local art critics in the audience were able to make a good guess at the style and subject of a presentation as soon as the Thai artist 's name was announced ."
apw_eng_19971224_0500_86:5,neg-mit,briefly_heavy,briefly,heavy,A few may be briefly heavy .,apw_eng_19971224_0500_86,5,apw_eng_199712,A 30 percent chance of showers .,High 75 to 80 mountains to around 85 lower elevations .
apw_eng_19990617_0912_10:7,neg-mit,pretty_bad,pretty,bad,And the last few have been pretty bad .  -RDQ-,apw_eng_19990617_0912_10,7,apw_eng_199906,Rain is the big bugbear all the way through the tournament .,Wimbledon is more than its famous Centre Court .
apw_eng_20060929_0067_13:24,neg-mit,as_unusual,as,unusual,"Of all the broken pieces and sharp edges left by the breakup of the Soviet Union nearly 15 years ago , few are as unusual as this ragged ribbon of land , 125 miles -LRB- 200 kilometers -RRB- long by 10 miles -LRB- 16 kilometers -RRB- wide , wedged between the Dniester River and Ukraine .",apw_eng_20060929_0067_13,24,apw_eng_200609,"Meanwhile , as Trans-Dniester looks east , Moldova , like neighboring Ukraine and nearby Romania , is looking west , to the democracies of the European Union .","The Soviet crackup gave birth to 15 new nations , but it also left millions of ethnic Russians in limbo , stranded in countries suddenly turned foreign and in many cases eager to shake off Moscow 's heavy hand ."
apw_eng_20060921_0093_4:10,neg-mit,as_successful,as,successful,"In the history of wartime espionage , few were as successful as An .",apw_eng_20060921_0093_4,10,apw_eng_200609,"He had lived in the city , formerly known as Saigon , since South Vietnam fell to North Vietnamese forces on April 30 , 1975 .","He straddled two worlds for most of the 15-year war in Indochina as an undercover communist agent while also working as a journalist , first for Reuters news service and later for 10 years as Time magazine 's chief Vietnamese reporter -- a role that gave him access to military bases and background briefings ."
apw_eng_20080129_1330_20:22,neg-mit,actually_likely,actually,likely,"-LBQ-  This might be a good idea for the very small number of kids involved , though few of them are actually likely to make it as professional players ,  -RDQ-  said John Williams , director for the Centre for the Sociology of Sport at the University of Leicester .",apw_eng_20080129_1330_20,22,apw_eng_200801,There also are fears the program may not have enough social safety nets in place for those young athletes who do n't make the final cut .,But he asks  -COL-   -LBQ-  What happens to those who fail ? ...
apw_eng_20080118_0122_18:10,neg-mit,really_good,really,good,"Sadly , only a few of those have been really good , with last year 's  -LBQ-  Sonic and the Secret Rings  -RDQ-  seen as a promising return to form .",apw_eng_20080118_0122_18,10,apw_eng_200801,"--  -LBQ-  Sonic Riders  -COL-  Zero Gravity  -RDQ-  -LRB- Sega , for the Wii , $ 49.99 ; euro34 -RRB- ; for the PlayStation 2 , $ 39.99 ; euro27 -RRB-  -COL-  Sonic the Hedgehog has been a video-game mainstay since his 1991 debut on Sega 's Genesis , with several dozen titles on his resume .","With 2006 's  -LBQ-  Sonic Riders ,  -RDQ-  Sega saw fit to put the already speedy Sonic and his pals on hoverboards and other vehicles , morphing the series into an all-out racing game , a la  -LBQ-  WipeOut .  -RDQ-"
apw_eng_20020115_1183_35:22,neg-mit,now_willing,now,willing,But he was also a ruthless military leader who helped sow animosities among Afghanistan 's ethnic groups _ though few are now willing to say publicly that they disliked him .,apw_eng_20020115_1183_35,22,apw_eng_200201,Many Kabulis remember the day in 1992 when he rode atop a tank back into the capital after the Soviet withdrawal .,"-LBQ-  When he captured Kabul , the nationality problems increased _ Hazara against Tajik , Tajik against Pashtun ,  -RDQ-  says one driver who spoke on condition of anonymity ."
apw_eng_19960531_0988_15:16,neg-mit,indirectly_responsible,indirectly,responsible,"-LBQ-  But a few , two or three people in the Arab sector , are indirectly responsible for the blank ballots .  -RDQ-",apw_eng_19960531_0988_15,16,apw_eng_199605,"-LBQ-  The Jewish public is responsible for the fall of Shimon Peres ,  -RDQ-  Tibi , an adviser to Palestinian leader Yasser Arafat , told Israel radio .","-LBQ-  The 2 to 4 percent of the Arab public who did n't vote , put Ariel Sharon and Uzi Landau into the government ,  -RDQ-  Tibi said , referring to two hawkish legislators from Netanyahu 's Likud Party ."
apw_eng_19960531_0965_15:16,neg-mit,indirectly_responsible,indirectly,responsible,"-LBQ-  But a few , two or three people in the Arab sector , are indirectly responsible for the blank ballots ,  -RDQ-  Tibi said .",apw_eng_19960531_0965_15,16,apw_eng_199605,"-LBQ-  The Jewish public is responsible for the fall of Shimon Peres ,  -RDQ-  Tibi , an adviser to Palestinian leader Yasser Arafat , told Israel radio .","-LBQ-  The 2 to 4 percent of the Arab public who did n't vote , put Ariel Sharon and Uzi Landau into the government ,  -RDQ-  Tibi said , referring to two hawkish legislators from Netanyahu 's Likud Party ."
