hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,label,status
apw_eng_20011106_1441_13:7,neg-mit,very_telling,very,telling,"The next few weeks will be very telling in how this plays out ,  -RDQ-  he said .",apw_eng_20011106_1441_13,7,apw_eng_200111,-LBQ-  There is an offensive that the northern alliance has started in their push toward Mazar-e-Sharif and Kabul .,"Kabul is Afghanistan 's capital , and Mazar-e-Sharif a key city in the north .",apw_eng_20011106_1441_13:7_discard,discard
apw_eng_20030117_0737_18:4,neg-mit,even_aware,even,aware,Few people were even aware of renewal negotiations .,apw_eng_20030117_0737_18,4,apw_eng_200301,There were no such problems this time .,"-LBQ-  There was a general sense in the creative part of the group that things were chugging along creatively ,  -RDQ-  Berman said .",apw_eng_20030117_0737_18:4_discard,discard
apw_eng_20030117_0701_17:4,neg-mit,even_aware,even,aware,Few people were even aware of renewal negotiations .,apw_eng_20030117_0701_17,4,apw_eng_200301,There were no such problems this time .,"-LBQ-  There was a general sense in the creative part of the group that things were chugging along creatively ,  -RDQ-  Berman said .",apw_eng_20030117_0701_17:4_discard,discard
apw_eng_20030117_0695_17:4,neg-mit,even_aware,even,aware,Few people were even aware of renewal negotiations .,apw_eng_20030117_0695_17,4,apw_eng_200301,There were no such problems this time .,"-LBQ-  There was a general sense in the creative part of the group that things were chugging along creatively ,  -RDQ-  Berman said .",apw_eng_20030117_0695_17:4_discard,discard
apw_eng_19970927_0849_13:28,neg-mit,altogether_flattering,altogether,flattering,"Consequently , those minorities are largely voiceless  -COL-  Not only are there not that many movies about them , but also those few films might not be altogether flattering .",apw_eng_19970927_0849_13,28,apw_eng_199709,"At the same time , an array of other people _ from Arab Americans to Latinos _ have little if any representation at the studio decision-making level .","-LBQ-  I do n't think Americans of Arab heritage have enough clout  -RDQ-  to bring about change , says Jack Shaheen , a broadcast journalist professor who has studied the stereotyping of Arabs and Muslims in American popular culture .",apw_eng_19970927_0849_13:28_discard,discard
apw_eng_19970913_0778_15:32,neg-mit,as_glorified,as,glorified,"In the United States , the war is seen as part of the United States ' westward expansion under the banner of Manifest Destiny , and few chapters of history are as glorified as the opening of the West .",apw_eng_19970913_0778_15,32,apw_eng_199709,"We defend non-intervention because in our history we have known the pain of armed invasion ,  -RDQ-  Zedillo said at the Saturday ceremony .","In Mexico , the story of the cadets , one of whom committed suicide rather than yield _ what Meyer calls one of the few moments of dignity in a war that the Mexican professional army handled badly _ is required reading for Mexican schoolchildren .",apw_eng_19970913_0778_15:32_discard,discard
apw_eng_19970913_0763_15:32,neg-mit,as_glorified,as,glorified,"In the United States , the war is seen as part of the United States ' westward expansion under the banner of Manifest Destiny , and few chapters of history are as glorified as the opening of the West .",apw_eng_19970913_0763_15,32,apw_eng_199709,"We defend non-intervention because in our history we have known the pain of armed invasion ,  -RDQ-  Zedillo said at the Saturday ceremony .","In Mexico , the story of the cadets , who committed suicide rather than yield _ what Meyer calls one of the few moments of dignity in a war that the Mexican professional army handled badly _ is required reading for Mexican schoolchildren .",apw_eng_19970913_0763_15:32_discard,discard
apw_eng_19970913_0760_15:32,neg-mit,as_glorified,as,glorified,"In the United States , the war is seen as part of the United States ' westward expansion under the banner of Manifest Destiny , and few chapters of history are as glorified as the opening of the West .",apw_eng_19970913_0760_15,32,apw_eng_199709,"We defend non-intervention because in our history we have known the pain of armed invasion ,  -RDQ-  Zedillo said at the Saturday ceremony .","In Mexico , the story of the cadets , who committed suicide rather than yield _ what Meyer calls one of the few moments of dignity in a war that the Mexican professional army handled badly _ is required reading for Mexican schoolchildren .",apw_eng_19970913_0760_15:32_discard,discard
apw_eng_20100806_0201_9:5,neg-mit,immediately_available,immediately,available,Few other details were immediately available .,apw_eng_20100806_0201_9,5,apw_eng_201008,"Police , paramilitary troops and the army have launched a massive rescue operation in Leh , state police chief Kuldeep Khoda told The Associated Press in Srinagar .",,apw_eng_20100806_0201_9:5_discard,discard
apw_eng_20010926_0344_5:5,neg-mit,immediately_available,immediately,available,Few other details were immediately available .,apw_eng_20010926_0344_5,5,apw_eng_200109,"The collapse appeared to have been caused by heavy rains in the remote thickly forested region , dominated by poor tribespeople , officials said .",,apw_eng_20010926_0344_5:5_discard,discard
apw_eng_20010923_0481_8:6,neg-mit,very_dangerous,very,dangerous,The first few laps were very dangerous .,apw_eng_20010923_0481_8,6,apw_eng_200109,I saw the rain coming down and it just introduced tension into all the teams .,There were people crashing on every corner .,apw_eng_20010923_0481_8:6_discard,discard
apw_eng_20010903_1389_46:9,neg-mit,real_crisp,real,crisp,A few areas of my game were n't real crisp today and Pete made me pay for it .  -RDQ-,apw_eng_20010903_1389_46,9,apw_eng_200109,-LBQ-  He was definitely the better player .,"Earlier Monday , Agassi took his fourth-round match in just 83 minutes .",apw_eng_20010903_1389_46:9_discard,discard
apw_eng_19970322_0584_13:6,neg-mit,as_chronicled,as,chronicled,Few Hollywood marriages have been as chronicled as that one .,apw_eng_19970322_0584_13,6,apw_eng_199703,"She has been a star since her 1944 debut in  -LBQ-  To Have and Have Not  -RDQ-  opposite her future husband , Humphrey Bogart .","-LBQ-  I 'm in a state of shock ,  -RDQ-  she exclaimed when she won her Golden Globe for her supporting role in  -LBQ-  The Mirror Has Two Faces .  -RDQ-",apw_eng_19970322_0584_13:6_discard,discard
apw_eng_19970316_1018_17:17,neg-mit,often_subject,often,subject,Securities firm Office Lady says the few women who get into company 's career track are often subject of vicious office gossip _ mostly speculation about their sex lives .,apw_eng_19970316_1018_17,17,apw_eng_199703,___ OFFICE RUMORS,-LBQ-  The guys tell customers she 's got a bad reputation .  -RDQ-,apw_eng_19970316_1018_17:17_discard,discard
apw_eng_19970304_0863_4:5,neg-mit,immediately_available,immediately,available,Few other details were immediately available .,apw_eng_19970304_0863_4,5,apw_eng_199703,"The blast caused significant damage inside the church , and also damaged several cars parked outside .","The blast was caused by an  -LBQ-  unknown explosive device ,  -RDQ-  said Suad Arnautovic , a police spokesman .",apw_eng_19970304_0863_4:5_discard,discard
apw_eng_19970304_0533_4:5,neg-mit,immediately_available,immediately,available,Few other details were immediately available .,apw_eng_19970304_0533_4,5,apw_eng_199703,"The blast caused significant damage inside the church , and also damaged several cars parked outside .","The blast was caused by an  -LBQ-  unknown explosive device ,  -RDQ-  said Suad Arnautovic , a police spokesman .",apw_eng_19970304_0533_4:5_discard,discard
apw_eng_19980808_0691_14:8,neg-mit,immediately_available,immediately,available,"Although few details from the talks were immediately available , Bizimungu told reporters in the Zambian capital of Lusaka that the two sides had agreed not attack one another .",apw_eng_19980808_0691_14,8,apw_eng_199808,"Earlier Saturday , however , Bizimungo said he and Kabila had agreed to hold off on hostilities .","-LBQ-  A cease-fire has been established to find a solution and a committee has been set up ,  -RDQ-  Bizimungu said during a stopover in Lusaka while en route to Rwanda .",apw_eng_19980808_0691_14:8_discard,discard
apw_eng_19980808_0629_3:8,neg-mit,immediately_available,immediately,available,"Although few details from the talks were immediately available , Bizimungu told reporters in the Zambian capital of Lusaka that the two sides had agreed not attack one another .",apw_eng_19980808_0629_3,8,apw_eng_199808,"At a crisis summit in Zimbabwe , Congo 's President Laurent Kabila sat down with his Rwandan adversary President Pasteur Bizimungu , where , according to the Rwandan leader , the two agreed to hold off on hostilities .","-LBQ-  A cease-fire has been established to find a solution and a committee has been set up ,  -RDQ-  Bizimungu said during a stopover in Lusaka while en route to Rwanda .",apw_eng_19980808_0629_3:8_discard,discard
apw_eng_19961221_0812_1:7,neg-mit,as_dominant,as,dominant,Few rugby union teams have been as dominant as New Zealand 's All Blacks were throughout 1996 .,apw_eng_19961221_0812_1,7,apw_eng_199612,,"In New Zealand , where rugby is a religion , they are debating whether the current crop of All Blacks are the greatest ever .",apw_eng_19961221_0812_1:7_discard,discard
apw_eng_20020303_0636_6:5,neg-mit,immediately_available,immediately,available,Few other details were immediately available .,apw_eng_20020303_0636_6,5,apw_eng_200203,The injured were brought to hospitals in Katmandu .,,apw_eng_20020303_0636_6:5_discard,discard
