hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,label,status
nyt_eng_19990218_0147_44:29,neg-mit,particularly_annoying,particularly,annoying,A few nits to pick  -COL-  The gear selector likes to slide past drive to third when you engage the transmission and the seat belt warning chimes are particularly annoying .,nyt_eng_19990218_0147_44,29,nyt_eng_199902,All the  -LBQ-  mechanicals  -RDQ-  work just fine and the front-wheel drive proves just fine in this winter 's minor snows .,Our 23.9 miles per gallon on a test tank falls right in the EPA range of 20-29 mpg .,nyt_eng_19990218_0147_44:29_discard,discard
nyt_eng_19960529_0443_17:6,neg-mit,almost_grudging,almost,grudging,The few wall texts are almost grudging in their brevity .,nyt_eng_19960529_0443_17,6,nyt_eng_199605,The show itself is an unadulterated visual experience .,Ditto for the labels .,nyt_eng_19960529_0443_17:6_discard,discard
nyt_eng_19960502_0623_4:50,neg-mit,somewhat_underwhelming,somewhat,underwhelming,"-LBQ-  The Flower of My Secret  -RDQ-  is at heart a traditional  -LBQ-  women 's picture ,  -RDQ-  but thanks to Almodovar 's unique style , it comes off as a minor miracle , both for its heroine and for its writer-director , whose last few films have been somewhat underwhelming .",nyt_eng_19960502_0623_4,50,nyt_eng_199605,"The difference is that although Williams usually saw this as a tragedy , Almodovar views the situation as one fraught with comic possibilities and even opportunities for triumph .","Marisa Paredes -LRB- she played the domineering stage mother in Almodovar 's  -LBQ-  High Heels  -RDQ-  -RRB- portrays Leo , a writer who , under a pseudonym , has produced a series of best-selling romantic novels .",nyt_eng_19960502_0623_4:50_discard,discard
nyt_eng_19980430_0032_3:5,neg-mit,so_successful,so,successful,Few assassins have been so successful in achieving their aim .,nyt_eng_19980430_0032_3,5,nyt_eng_199804,"It was delivered by Yigal Amir , a nationalist student at a religious university , who fired two shots into the back of Yitzhak Rabin , the Israeli prime minister , as he left a peace rally in Tel Aviv in 1995 .",The death of Rabin meant that Israel would not fully end the occupation of the West Bank and the isolation of Gaza .,nyt_eng_19980430_0032_3:5_discard,discard
nyt_eng_19980430_0031_3:5,neg-mit,so_successful,so,successful,Few assassins have been so successful in achieving their aim .,nyt_eng_19980430_0031_3,5,nyt_eng_199804,"It was delivered by Yigal Amir , a nationalist student at a religious university , who fired two shots into the back of Yitzhak Rabin , the Israeli prime minister , as he left a peace rally in Tel Aviv in 1995 .",The death of Rabin meant that Israel would not fully end the occupation of the West Bank and the isolation of Gaza .,nyt_eng_19980430_0031_3:5_discard,discard
nyt_eng_19980425_0219_3:5,neg-mit,so_successful,so,successful,Few assassins have been so successful in achieving their aim .,nyt_eng_19980425_0219_3,5,nyt_eng_199804,"It was delivered by Yigal Amir , a nationalist student at a religious university , who fired two shots into the back of Yitzhak Rabin , the Israeli prime minister , as he left a peace rally in Tel Aviv in 1995 .",The death of Rabin meant that Israel would not fully end the occupation of the West Bank and the isolation of Gaza .,nyt_eng_19980425_0219_3:5_discard,discard
nyt_eng_19980425_0218_3:5,neg-mit,so_successful,so,successful,Few assassins have been so successful in achieving their aim .,nyt_eng_19980425_0218_3,5,nyt_eng_199804,"It was delivered by Yigal Amir , a nationalist student at a religious university , who fired two shots into the back of Yitzhak Rabin , the Israeli prime minister , as he left a peace rally in Tel Aviv in 1995 .",The death of Rabin meant that Israel would not fully end the occupation of the West Bank and the isolation of Gaza .,nyt_eng_19980425_0218_3:5_discard,discard
nyt_eng_19980425_0217_3:5,neg-mit,so_successful,so,successful,Few assassins have been so successful in achieving their aim .,nyt_eng_19980425_0217_3,5,nyt_eng_199804,"It was delivered by Yigal Amir , a nationalist student at a religious university , who fired two shots into the back of Yitzhak Rabin , the Israeli prime minister , as he left a peace rally in Tel Aviv in 1995 .",The death of Rabin meant that Israel would not fully end the occupation of the West Bank and the isolation of Gaza .,nyt_eng_19980425_0217_3:5_discard,discard
nyt_eng_19980404_0036_9:7,neg-mit,so_prone,so,prone,"Even today , few subjects are so prone to passionate disagreement .",nyt_eng_19980404_0036_9,7,nyt_eng_199804,That Clinton so artfully chose to sidestep African slavery 's long history should have come as no surprise to anyone familiar with its cruel and complicated details .,"As ever , people from each leg of the triangular Atlantic trade _ Europe , Africa and the Americas _ still use the slave experience as a vacant screen upon which they project their own misperceptions and justifications .",nyt_eng_19980404_0036_9:7_discard,discard
nyt_eng_19980715_0184_7:4,neg-mit,as_deadly,as,deadly,Few viruses are as deadly as Ebola . Its victims bleed to death,nyt_eng_19980715_0184_7,4,nyt_eng_199807,ONE COLOR SLIDE IS AVAILABLE FREE -LRB- 700 words -RRB- By JOSIE GLAUSIUSZ,within days of infection .,nyt_eng_19980715_0184_7:4_discard,discard
nyt_eng_19980715_0183_7:4,neg-mit,as_deadly,as,deadly,Few viruses are as deadly as Ebola . Its victims bleed to death,nyt_eng_19980715_0183_7,4,nyt_eng_199807,ONE COLOR SLIDE IS AVAILABLE FREE -LRB- 700 words -RRB- By JOSIE GLAUSIUSZ,within days of infection .,nyt_eng_19980715_0183_7:4_discard,discard
nyt_eng_19980713_0234_7:4,neg-mit,as_deadly,as,deadly,Few viruses are as deadly as Ebola . Its victims bleed to death,nyt_eng_19980713_0234_7,4,nyt_eng_199807,ONE COLOR SLIDE IS AVAILABLE FREE -LRB- 700 words -RRB- By JOSIE GLAUSIUSZ,within days of infection .,nyt_eng_19980713_0234_7:4_discard,discard
nyt_eng_19980713_0097_7:4,neg-mit,as_deadly,as,deadly,Few viruses are as deadly as Ebola . Its victims bleed to death,nyt_eng_19980713_0097_7,4,nyt_eng_199807,ONE COLOR SLIDE IS AVAILABLE FREE -LRB- 700 words -RRB- By JOSIE GLAUSIUSZ,within days of infection .,nyt_eng_19980713_0097_7:4_discard,discard
nyt_eng_19980713_0096_7:4,neg-mit,as_deadly,as,deadly,Few viruses are as deadly as Ebola . Its victims bleed to death,nyt_eng_19980713_0096_7,4,nyt_eng_199807,ONE COLOR SLIDE IS AVAILABLE FREE -LRB- 700 words -RRB- By JOSIE GLAUSIUSZ,within days of infection .,nyt_eng_19980713_0096_7:4_discard,discard
nyt_eng_19980713_0095_7:4,neg-mit,as_deadly,as,deadly,Few viruses are as deadly as Ebola . Its victims bleed to death,nyt_eng_19980713_0095_7,4,nyt_eng_199807,ONE COLOR SLIDE IS AVAILABLE FREE -LRB- 700 words -RRB- By JOSIE GLAUSIUSZ,within days of infection .,nyt_eng_19980713_0095_7:4_discard,discard
nyt_eng_19980706_0331_23:8,neg-mit,pretty_rough,pretty,rough,"The past few days  -LBQ-  have been pretty rough ,  -RDQ-  said Tom Hubbard , who manages the Bunnell Thriftway , the town 's only supermarket , as returning residents filled his store , going about the business of living .",nyt_eng_19980706_0331_23,8,nyt_eng_199807,"But for many residents here , who had previously been ordered from their homes by state officials , any good news was welcome .",But now the emergencies seemed smaller .,nyt_eng_19980706_0331_23:8_discard,discard
nyt_eng_19970726_0051_1:4,neg-mit,as_fundamental,as,fundamental,"Few freedoms are as fundamental to Americans as that of religion , but as a matter of U.S. foreign policy , the fight for religious liberties around the world has been a relatively low priority .",nyt_eng_19970726_0051_1,4,nyt_eng_199707,,That may change .,nyt_eng_19970726_0051_1:4_discard,discard
nyt_eng_19960830_0035_45:10,neg-mit,oddly_muted,oddly,muted,Those few politicians who avoid tobacco 's influence are oddly muted about it .,nyt_eng_19960830_0035_45,10,nyt_eng_199608,"He tried to de-fang the anti-tobacco advertising funded and mandated by Proposition 99 , and attempted to get the state 's Department of Finance to review Proposition-99-funded research by the University of California .","-LBQ-  My silent protest is not to seek their contributions ,  -RDQ-  says Gray Davis , California 's Democratic lieutenant governor .",nyt_eng_19960830_0035_45:10_discard,discard
nyt_eng_19960830_0034_45:10,neg-mit,oddly_muted,oddly,muted,Those few politicians who avoid tobacco 's influence are oddly muted about it .,nyt_eng_19960830_0034_45,10,nyt_eng_199608,"He tried to de-fang the anti-tobacco advertising funded and mandated by Proposition 99 , and attempted to get the state 's Department of Finance to review Proposition-99-funded research by the University of California .","-LBQ-  My silent protest is not to seek their contributions ,  -RDQ-  says Gray Davis , California 's Democratic lieutenant governor .",nyt_eng_19960830_0034_45:10_discard,discard
