hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent
nyt_eng_20000731_0228_12:8,neg-mit,as_vocal,as,vocal,"Indeed , few recent nominees have been as vocal as George W. Bush about their Christian faith and in a way that can make non-Christians -- especially Jews -- nervous .",nyt_eng_20000731_0228_12,8,nyt_eng_200007,"That , Jewish leaders say , is because Halpern and the RJC have to sell Jewish voters on a candidate who last December famously proclaimed Jesus as his favorite political philosopher and who once suggested that only Christians will go to heaven .","After the 1994 interview about salvation only for Christians , for instance , Bush made matters worse by joking with a reporter before a trip to Israel that he planned to tell Israelis they 're  -LBQ-  going to hell .  -RDQ-"
nyt_eng_20000730_0159_15:9,neg-mit,very_happy,very,happy,"-LBQ-  I know a few dealers were n't very happy , but if you talk to people and are willing to negotiate , there was plenty of business here .  -RDQ-",nyt_eng_20000730_0159_15,9,nyt_eng_200007,"-LBQ-  I had a good show ,  -RDQ-  said Phil Panacci of Chino , a collector\/dealer of vintage publications and tickets .","Some of the trends , based on personal collecting experience and feedback from dealers and collectors  -COL-"
nyt_eng_20000730_0088_15:20,neg-mit,too_young,too,young,"Black said ,  -LBQ-  I think Kate would be the first to agree that the first few issues were too young , but she is evolving the magazine .  -RDQ-",nyt_eng_20000730_0088_15,20,nyt_eng_200007,"And that , to me , is very important and something we will keep working for .  -RDQ-","David Verklin , chief executive of Carat North America , a media services company , said Betts ' Bazaar , most importantly , was appealing to advertisers ."
nyt_eng_20000727_0031_10:15,neg-mit,entirely_believable,entirely,believable,"Harrigan was meticulous in his research , and the few completely fictionalized characters are entirely believable .",nyt_eng_20000727_0031_10,15,nyt_eng_200007,Just when you thought the last thing the world needed was yet another book about the Alamo _ fact or fiction _ Texas Monthly writer Stephen Harrigan publishes a fine historical novel of the state 's seminal event .,"His portraits of the main players in the Texas revolution  -COL-  Sam Houston , Gen. Santa Anna , and the three larger-than-life characters who died at the San Antonio mission _ Crockett , Bowie and Travis _ are well drawn and as faithful to history as a novelist can get ."
nyt_eng_20000724_0111_1:4,neg-mit,as_rare,as,rare,Few sights are as rare as the review of a Macintosh program in this space .,nyt_eng_20000724_0111_1,4,nyt_eng_200007,,"Nonetheless , that 's what we 're going to do today ."
nyt_eng_20000720_0230_16:14,neg-mit,even_aware,even,aware,"Because China 's state-run media rarely mention the protests , few Chinese are even aware that they are happening .",nyt_eng_20000720_0230_16,14,nyt_eng_200007,"The protesters rarely manage to raise a banner long enough for anyone to read one , and they are quickly whisked away in the blue-and-white police vans that cruise around the square for that purpose .",-LRB- STORY CAN END HERE .
nyt_eng_20011231_0289_56:4,neg-mit,totally_bad,totally,bad,Few relationships are totally bad .,nyt_eng_20011231_0289_56,4,nyt_eng_200112,"And that 's what I wrote about , those moments when things were good .",I guess I shared the best snapshots of my life with you .
nyt_eng_20011227_0089_20:20,neg-mit,still_alive,still,alive,"That was based on what we could glean from history , since very few people who were there are still alive .",nyt_eng_20011227_0089_20,20,nyt_eng_200112,-LBQ-  This is a much different picture from ` Pearl Harbor . ',"But Mark actually interviewed everybody shortly after the event , so their memories were pretty fresh about what happened ."
nyt_eng_20011226_0102_19:7,neg-mit,still_available,still,available,-LRB- A few IA-1 's are still available at Walmart.com for $ 200 . -RRB-,nyt_eng_20011226_0102_19,7,nyt_eng_200112,"Only Compaq 's IA-1 seemed to be poised for success  -COL-  it was relatively fast , inexpensive and well designed .","But the same $ 600 could buy a full PC , with a CD-ROM drive , a bigger monitor and so on ."
nyt_eng_20011226_0101_100:5,neg-mit,as_extreme,as,extreme,"Few reported cases are as extreme as Stephen 's , and none exactly like it .",nyt_eng_20011226_0101_100,5,nyt_eng_200112,"The Vaccine Adverse Event Reporting System operated by the U.S. Food and Drug Administration and the Centers for Disease Control and Prevention receives 800 to 1,000 reports each month , although many of the  -LBQ-  reactions  -RDQ-  are later determined not to be caused by vaccines .","With no other traditional medical options , the family is experimenting with intravenous immunoglobulin -LRB- IV-IG -RRB- therapy twice a month in hopes that it will help his nerves repair or regrow ."
nyt_eng_20011224_0199_12:15,neg-mit,as_important,as,important,"Annie Cater , a Houston-based etiquette expert , said few pieces of correspondence are as important as the thank-you note .",nyt_eng_20011224_0199_12,15,nyt_eng_200112,So what are the rules of sending a thank-you note ?,"-LBQ-  Thank-you notes are personal pieces of your soul that you 're giving to someone ,  -RDQ-  Cater said ."
nyt_eng_20011220_0146_104:41,neg-mit,even_aware,even,aware,"Finally , at El Museo del Barrio , perched at the top of Museum Mile , we head back into the New World past , a past that _ like the story of early Chinese immigrants _ few Americans are even aware of .",nyt_eng_20011220_0146_104,41,nyt_eng_200112,EL MUSEO DEL BARRIO,"A few years ago this pioneering institution created the first permanent exhibition in the United States of the art of the Taino people , the indigenous inhabitants of the Caribbean ."
nyt_eng_20011218_0218_25:32,neg-mit,as_gullible,as,gullible,"No small town was ever this forgiving , no blacklist story turned out this triumphal and -- whatever other falsehoods we may fall for or even cherish -- few Americans are as gullible as  -LBQ-  The Majestic  -RDQ-  wants to think we are .",nyt_eng_20011218_0218_25,32,nyt_eng_200112,"Sloane 's loopy conflation of war-related tragedy , movie magic and government overbearance is pretty puzzling in itself , and whatever he and Darabont are trying to say with all of this is , at best , unclear , and at worst , an outright lie .","By the way , the fervently fooled town idea was done fast , smart and with hysterical satiric insight by Preston Sturges '  -LBQ-  Hail the Conquering Hero  -RDQ-  -- and right in the middle of World War II , when our fathers no doubt realized that life was too short and precarious to waste time on bogus inspiration when they could get a good laugh at themselves ."
