hit_id,bigram_lower,adv_form_lower,adj_form_lower,all_forms_lower,text_window,token_str
pcc_eng_17_004.2922_x0053212_18:36-37,exactly_alike,exactly,alike,(+)_exactly_alike,"o than to , and they sound exactly alike .","The confusion about to and too comes from two obvious facts : the words look very much alike , the only difference being that too has one more o than to , and they sound exactly alike ."
pcc_eng_11_011.9151_x0176430_60:6-7,exactly_alike,exactly,alike,(+)_exactly_alike,"the two diseases sound almost exactly alike , and both affect the thyroid","The two diseases sound almost exactly alike , and both affect the thyroid ."
pcc_eng_05_052.0627_x0826405_28:21-22,exactly_alike,exactly,alike,(+)_exactly_alike,"painting utensils are present , and look exactly alike .","This could produce a very good storyline at the end of which both painting utensils are present , and look exactly alike ."
pcc_eng_03_094.6269_x1515997_02:21-22,exactly_alike,exactly,alike,(+)_exactly_alike,", so most of them will look exactly alike in the user interface side of","Most anti-virus softwares have similar-looking interfaces , as well as easily accessed tools , so most of them will look exactly alike in the user interface side of things ."
pcc_eng_22_035.8365_x0562651_11:5-6,exactly_alike,exactly,alike,(+)_exactly_alike,mac had two sweaters exactly alike .,Mac had two sweaters exactly alike .
pcc_eng_17_041.2418_x0650126_095:09-10,exactly_alike,exactly,alike,(+)_exactly_alike,"one narrow sense , all cells are exactly alike .","In one narrow sense , all cells are exactly alike ."
pcc_eng_17_007.8106_x0110168_04:19-20,exactly_alike,exactly,alike,(+)_exactly_alike,"cross paths and discover they look almost exactly alike , which leads to a crazy","On a chance meeting at a playground , Vanna and Princess cross paths and discover they look almost exactly alike , which leads to a crazy secret plan where they decide to switch lives !"
pcc_eng_01_077.9244_x1243794_23:22-23,exactly_alike,exactly,alike,(+)_exactly_alike,"being stuck with 2 men who look exactly alike , but are not related at","Getting stuck in a locked corridor is a little freakyin inself , let along being stuck with 2 men who look EXACTLY alike , but are not related at all ."
pcc_eng_25_034.9085_x0548947_53:14-15,exactly_alike,exactly,alike,(+)_exactly_alike,mr. bentley found two snowflakes that were exactly alike .,What would impress me is if Mr. Bentley found two snowflakes that were exactly alike .
pcc_eng_28_020.8272_x0320474_56:6-7,exactly_alike,exactly,alike,(+)_exactly_alike,people or things that look exactly alike can easily fool you - because,People or things that look exactly alike can easily fool you - because they might not be exactly alike .
pcc_eng_11_033.7231_x0529599_213:8-9,exactly_alike,exactly,alike,(+)_exactly_alike,"their faces , skin , size are exactly alike .","Their faces , skin , size are exactly alike ."
pcc_eng_28_085.8676_x1373093_04:6-7,exactly_alike,exactly,alike,(+)_exactly_alike,""" i think they look exactly alike , "" says head coach curtis",""" I think they look exactly alike , "" says head coach Curtis Johnson ."
pcc_eng_03_005.1651_x0067308_289:8-9,exactly_alike,exactly,alike,(+)_exactly_alike,""" now , all you fuckers sound exactly alike ! """,""" Now , all you fuckers sound exactly alike ! """
pcc_eng_20_046.7324_x0738761_58:3-4,exactly_alike,exactly,alike,(+)_exactly_alike,the are exactly alike .,The ARE exactly alike .
pcc_eng_19_053.4841_x0847078_07:6-7,exactly_alike,exactly,alike,(+)_exactly_alike,"their body shapes are almost exactly alike , with the only major difference","Their body shapes are almost exactly alike , with the only major difference being that Clefable has a curl for its hair and tail , while Gengar has spikes ."
pcc_eng_21_072.6032_x1157150_12:7-8,exactly_alike,exactly,alike,(+)_exactly_alike,but games for both platforms are exactly alike .,But games for both platforms are exactly alike .
pcc_eng_04_092.4172_x1476796_01:09-10,exactly_alike,exactly,alike,(+)_exactly_alike,williams ' marnie & peter pan are exactly alike,Allison Williams ' Marnie & Peter Pan Are Exactly Alike
pcc_eng_08_033.7935_x0530996_05:7-8,exactly_alike,exactly,alike,(+)_exactly_alike,we 're twins and we 're exactly alike .,We 're twins and we 're exactly alike .
pcc_eng_09_012.5385_x0186869_009:14-15,exactly_alike,exactly,alike,(+)_exactly_alike,compare them and show how they are exactly alike .,It 's really easy then to compare them and show how they are exactly alike .
pcc_eng_02_037.4195_x0589366_07:5-6,exactly_alike,exactly,alike,(+)_exactly_alike,the two metals look exactly alike .,The two metals look exactly alike .
