bigram_lower,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
very_important,2,4.5,2.12,3,3.75,4.5,5.25,6,9,0.4714045207910316,3,1.5,7.5,1.5,5.2915026221291805,5.090909090909091
very_good,2,4.5,3.54,2,3.25,4.5,5.75,7,9,0.7856742013183862,5,2.5,9.5,-0.5,4.898979485566356,4.363636363636364
too_familiar,2,2.5,3.54,0,1.25,2.5,3.75,5,5,1.4142135623730951,5,2.5,7.5,-2.5,2.449489742783178,1.7142857142857142
as_young,2,2.0,0.0,2,2.0,2.0,2.0,2,4,0.0,0,0.0,2.0,2.0,3.0000000000000004,3.0
still_alive,2,2.0,1.41,1,1.5,2.0,2.5,3,4,0.7071067811865476,2,1.0,4.0,0.0,2.82842712474619,2.6666666666666665
more_important,2,2.0,1.41,1,1.5,2.0,2.5,3,4,0.7071067811865476,2,1.0,4.0,0.0,2.82842712474619,2.6666666666666665
all_right,2,2.0,2.83,0,1.0,2.0,3.0,4,4,1.4142135623730951,4,2.0,6.0,-2.0,2.23606797749979,1.6666666666666667
too_afraid,2,1.5,2.12,0,0.75,1.5,2.25,3,3,1.414213562373095,3,1.5,4.5,-1.5,2.0,1.6
very_special,2,1.5,2.12,0,0.75,1.5,2.25,3,3,1.414213562373095,3,1.5,4.5,-1.5,2.0,1.6
less_good,2,1.5,2.12,0,0.75,1.5,2.25,3,3,1.414213562373095,3,1.5,4.5,-1.5,2.0,1.6
as_mundane,2,1.5,2.12,0,0.75,1.5,2.25,3,3,1.414213562373095,3,1.5,4.5,-1.5,2.0,1.6
as_divisive,2,1.5,2.12,0,0.75,1.5,2.25,3,3,1.414213562373095,3,1.5,4.5,-1.5,2.0,1.6
so_strong,2,1.5,2.12,0,0.75,1.5,2.25,3,3,1.414213562373095,3,1.5,4.5,-1.5,2.0,1.6
too_young,2,1.5,0.71,1,1.25,1.5,1.75,2,3,0.47140452079103173,1,0.5,2.5,0.5,2.449489742783178,2.4
