sent_id|conllu_id|doc_id|sent_int|prev_id|next_id|prev_text|sent_text|next_text
apw_eng_19991101_0059_18|apw_eng_199911|apw_eng_19991101_0059|18|apw_eng_19991101_0059_17|apw_eng_19991101_0059_19| -LBQ-  John Street had never run before outside a district council seat , and it shows .  -RDQ- |Katz , an adviser to local governments and an expert on stadium financing , has tried to position himself as a moderate best able to build on the economic recovery generated under popular two-term Mayor Edward G. Rendell .|He has also tried to play down party affiliation .
apw_eng_19991101_0059_16|apw_eng_199911|apw_eng_19991101_0059|16|apw_eng_19991101_0059_15|apw_eng_19991101_0059_17|He may be the more experienced campaigner , even though Street has spent 19 years on the City Council and seven years as its president .|Katz is  -LBQ-  very seasoned ,  -RDQ-  said Democratic political consultant Larry Ceisler .| -LBQ-  John Street had never run before outside a district council seat , and it shows .  -RDQ- 
apw_eng_19991101_0059_15|apw_eng_199911|apw_eng_19991101_0059|15|apw_eng_19991101_0059_14|apw_eng_19991101_0059_16|In Philadelphia , Katz is making his third try for political office , having lost bids for mayor in 1991 and for governor in 1994 .|He may be the more experienced campaigner , even though Street has spent 19 years on the City Council and seven years as its president .|Katz is  -LBQ-  very seasoned ,  -RDQ-  said Democratic political consultant Larry Ceisler .
apw_eng_19991101_0059_5|apw_eng_199911|apw_eng_19991101_0059|5|apw_eng_19991101_0059_4|apw_eng_19991101_0059_6|Katz , who is white , spent the weekend trying to shore up support among black voters -- a key constituency since his opponent , like 40 percent of Philadelphia 's 1.4 million residents , is black .|The GOP hopes Katz can do what white Republicans did earlier this decade in New York and Los Angeles -- win the mayor 's job in a heavily Democratic , ethnically diverse city .|That 's one reason why the race here is one of the highlights of elections around the country Tuesday .
apw_eng_19991101_0059_5|apw_eng_199911|apw_eng_19991101_0059|5|apw_eng_19991101_0059_4|apw_eng_19991101_0059_6|Katz , who is white , spent the weekend trying to shore up support among black voters -- a key constituency since his opponent , like 40 percent of Philadelphia 's 1.4 million residents , is black .|The GOP hopes Katz can do what white Republicans did earlier this decade in New York and Los Angeles -- win the mayor 's job in a heavily Democratic , ethnically diverse city .|That 's one reason why the race here is one of the highlights of elections around the country Tuesday .
apw_eng_19991101_0058_36|apw_eng_199911|apw_eng_19991101_0058|36|apw_eng_19991101_0058_35|apw_eng_19991101_0058_37|We know what 's in our readers ' minds ,  -RDQ-  Pitkanen said .| -LBQ-  It 's an efficient , quickly read news summary of the most important events , and that 's what people want .  -RDQ- |All its city versions have a similar look -- a simple layout with many graphics -- that Pitkanen argues is attractive to readers .
apw_eng_19991101_0058_32|apw_eng_199911|apw_eng_19991101_0058|32|apw_eng_19991101_0058_31|apw_eng_19991101_0058_33|Immigrants , young people and people with low incomes read Metro almost exclusively .|In Stockholm 's less affluent areas , where newspaper readership traditionally has been lower , readership is now at almost the same high level as the rest of Sweden -- 75 percent , Wadbring said .|Unlike many local competitors , the Metro format puts national and international news ahead of local news .
apw_eng_19991101_0058_16|apw_eng_199911|apw_eng_19991101_0058|16|apw_eng_19991101_0058_15|apw_eng_19991101_0058_17| -LBQ-  They certainly have proven that they have a strong chance ,  -RDQ-  he said .| -LBQ-  However , perhaps now newspaper publishers are becoming more concerned and will shape up and get ready to defend their territory .  -RDQ- |In London , for instance , Associated Newspapers launched its own free daily called Metro , and in the Netherlands , newspaper heavyweight De Telegraaf came out with its own free paper after Metro began its Dutch edition .
apw_eng_19991101_0058_4|apw_eng_199911|apw_eng_19991101_0058|4|apw_eng_19991101_0058_3|apw_eng_19991101_0058_5|Plans are under way to start editions in the United States , South America and Asia .| -LBQ-  We aim to start publishing in as many cities as possible in as little time as possible ,  -RDQ-  said Metro 's editor in chief , Sakari Pitkanen .|In an era when many newspapers are seeing declines in readership and revenues due to competition from TV , radio and the Internet , Metro is drawing readers with a bright format of short stories and colorful graphics .
apw_eng_19991101_0053_8|apw_eng_199911|apw_eng_19991101_0053|8|apw_eng_19991101_0053_7|apw_eng_19991101_0053_9|Smith said he does not intend to support any of the GOP presidential hopefuls at this time .|At his news conference , Smith acknowledged that some of  -LBQ-  my colleagues and party officials were justifiably angry , bitter and frustrated  -RDQ-  at his departure last summer .|Still , he said ,  -LBQ-  No disciplinary action was ever taken against me .  -RDQ- 
