hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,label,status
nyt_eng_19951006_0456_6:23,neg-ext-nonsubj,so_weak,so,weak,"September 's employment report -- weak enough to bolster prospects the Federal Reserve might cut interest rates this year , without being so weak as to convince investors the economy is grinding to a halt -- helped fuel the advance .",nyt_eng_19951006_0456_6,23,nyt_eng_199510,"Proctor &amp; Gamble Co. , and General Motors Corp. in leading the 30-stock average .",Concern that technology stocks have flown too high weighed on broader indexes .,nyt_eng_19951006_0456_6:23_discard,discard
nyt_eng_19951006_0456_6:23,neg-ext-nonsubj,so_weak,so,weak,"September 's employment report -- weak enough to bolster prospects the Federal Reserve might cut interest rates this year , without being so weak as to convince investors the economy is grinding to a halt -- helped fuel the advance .",nyt_eng_19951006_0456_6,23,nyt_eng_199510,"Proctor &amp; Gamble Co. , and General Motors Corp. in leading the 30-stock average .",Concern that technology stocks have flown too high weighed on broader indexes .,nyt_eng_19951006_0456_6:23_keep,keep
nyt_eng_19951006_0453_15:26,neg-ext-nonsubj,so_feeble,so,feeble,"Market watchers said September 's employment report was weak enough to bolster prospects the Federal Reserve might cut interest rates this year , without being so feeble as to convince investors the economy is grinding to a halt .",nyt_eng_19951006_0453_15,26,nyt_eng_199510,"The Dow Jones Industrial Average ended Friday at 4769.21 , down from 4789.08 a week ago .","The Labor Department said the economy added 121,000 non-farm jobs last month , less than expectations .",nyt_eng_19951006_0453_15:26_discard,discard
nyt_eng_19951006_0453_15:26,neg-ext-nonsubj,so_feeble,so,feeble,"Market watchers said September 's employment report was weak enough to bolster prospects the Federal Reserve might cut interest rates this year , without being so feeble as to convince investors the economy is grinding to a halt .",nyt_eng_19951006_0453_15,26,nyt_eng_199510,"The Dow Jones Industrial Average ended Friday at 4769.21 , down from 4789.08 a week ago .","The Labor Department said the economy added 121,000 non-farm jobs last month , less than expectations .",nyt_eng_19951006_0453_15:26_keep,keep
nyt_eng_19951006_0330_32:28,neg-ext-nonsubj,so_weak,so,weak,"At the same time , September 's employment report was weak enough to bolster prospects the Federal Reserve might cut interest rates this year , without being so weak as to convince investors the economy is grinding to a halt .",nyt_eng_19951006_0330_32,28,nyt_eng_199510,boosted by further gains in technology stocks and those of companies whose business is most closely tied to the economy .,US-BONDS -LRB- New York -RRB- -- U.S. bonds steadied after seesawing as,nyt_eng_19951006_0330_32:28_discard,discard
nyt_eng_19951006_0330_32:28,neg-ext-nonsubj,so_weak,so,weak,"At the same time , September 's employment report was weak enough to bolster prospects the Federal Reserve might cut interest rates this year , without being so weak as to convince investors the economy is grinding to a halt .",nyt_eng_19951006_0330_32,28,nyt_eng_199510,boosted by further gains in technology stocks and those of companies whose business is most closely tied to the economy .,US-BONDS -LRB- New York -RRB- -- U.S. bonds steadied after seesawing as,nyt_eng_19951006_0330_32:28_keep,keep
nyt_eng_19980726_0177_30:14,neg-ext-nonsubj,too_mystical,too,mystical,"We 're just trying to teach price action and technical analysis without being too mystical about it ,  -RDQ-  Fairclough says .",nyt_eng_19980726_0177_30,14,nyt_eng_199807,-LBQ-  We 're not trying to shut out other information .,"Mark Veverka can be reached by mail at 901 Mission St. , S.F. 94103 , by phone at -LRB-415-RRB- 777-8444 or by e-mail at mveverkasfgate.com .",nyt_eng_19980726_0177_30:14_discard,discard
nyt_eng_19980726_0177_30:14,neg-ext-nonsubj,too_mystical,too,mystical,"We 're just trying to teach price action and technical analysis without being too mystical about it ,  -RDQ-  Fairclough says .",nyt_eng_19980726_0177_30,14,nyt_eng_199807,-LBQ-  We 're not trying to shut out other information .,"Mark Veverka can be reached by mail at 901 Mission St. , S.F. 94103 , by phone at -LRB-415-RRB- 777-8444 or by e-mail at mveverkasfgate.com .",nyt_eng_19980726_0177_30:14_keep,keep
nyt_eng_19980722_0363_3:8,neg-ext-nonsubj,that_distinctive,that,distinctive,A voice may be great without being that distinctive .,nyt_eng_19980722_0363_3,8,nyt_eng_199807,It 's amazing how difficult it can be to recognize the voices of even famous tenors like Carlo Bergonzi or Giuseppe di Stefano .,"But there are voices that seem immediately identifiable , one of them being the heldentenor of the Canadian Ben Heppner , who will sing his first Tristan in the Seattle Opera 's new production of  -LBQ-  Tristan und Isolde  -RDQ-  on Saturday and who , along with other distinctive singers of today , is represented in a batch of new compact disks .",nyt_eng_19980722_0363_3:8_discard,discard
nyt_eng_19980722_0363_3:8,neg-ext-nonsubj,that_distinctive,that,distinctive,A voice may be great without being that distinctive .,nyt_eng_19980722_0363_3,8,nyt_eng_199807,It 's amazing how difficult it can be to recognize the voices of even famous tenors like Carlo Bergonzi or Giuseppe di Stefano .,"But there are voices that seem immediately identifiable , one of them being the heldentenor of the Canadian Ben Heppner , who will sing his first Tristan in the Seattle Opera 's new production of  -LBQ-  Tristan und Isolde  -RDQ-  on Saturday and who , along with other distinctive singers of today , is represented in a batch of new compact disks .",nyt_eng_19980722_0363_3:8_keep,keep
